           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    1969                  7713.294536               1647.417230                1914316.0                   -770.4         
         2.249336                    5927                  23217.564467             -11309.745375               5745085.3                  25442.4         
         3.374004                    9903                  38792.758152             -47007.983990               9609673.7                  139961.9        
         4.498672                   13794                  54035.773366             -23555.434161               13456289.5                 95523.4         
         5.623340                   17850                  69924.008899             -18479.067633               17438377.5                 93423.9         
         6.748008                   21776                  85310.391876             -19319.112614               21429698.3                 112373.8        
         7.872676                   25706                 100709.024952             -30577.507343               25301833.0                 223080.2        
         8.997344                   29806                 116772.714557             -60388.498241               29375901.0                 509835.6        
        10.122012                   33631                 131767.157617              20643.757930               33232243.0                -193550.0        
        11.246680                   37689                 147658.926469              12738.166756               37247052.7                -102705.5        
        12.371348                   41612                 163018.286533              17694.281121               41225545.9                -200226.6        
        13.496016                   45613                 178673.652560             -51967.592184               45104351.5                 699356.1        
        14.620684                   49511                 193917.207123              46661.229564               49061376.9                -665489.0        
        15.745352                   53514                 209554.323850              88817.346515               52895853.1                -1344716.5       
        16.870020                   57346                 224506.779894              69774.505307               56504672.7                -1138515.8       
        17.994688                   61465                 240573.643427              4299.863129                60536940.6                 -83341.7        
        19.119356                   65352                 255710.269282              42450.505143               64173767.4                -785372.2        
        20.244024                   68977                 269799.731596              92398.214898               67537365.1                -1817248.8       
        21.368692                   73073                 285717.173229             -36966.788455               71527280.9                 799054.7        
        22.493360                   77322                 302192.129876              72223.523271               75817094.1                -1591419.5       
        23.618028                   80917                 316070.508640              69179.585835               79244471.6                -1616621.4       
        24.742696                   84927                 331527.235518              96315.035435               83008508.5                -2306187.8       
        25.867364                   88919                 346846.433966             125648.032928               86780420.8                -3187865.3       
        26.992032                   92637                 361011.351812              43106.316280               90251404.8                -1149770.7       
        28.116700                   96662                 376221.395879             139029.340762               94043323.1                -3803353.6       
        29.241368                   100576                390798.733745             283380.041317               97518140.4                -8121281.1       
        30.366036                   104287                404250.768405             338916.435898              100563841.8               -10111909.8       
        31.490704                   108243                418083.462306             304706.530016              103684796.8                -9426414.5       
        32.615372                   111836                429626.080013             367807.155779              106359545.8               -11799663.9       
        33.740040                   115488                440168.625540             520092.679615              108856398.6               -17227824.9       
        34.864708                   119229                449261.584969             833132.949076              111107155.1               -28588348.3       
        35.989376                   122724                455218.569811             1193173.262113             112521266.9               -42279871.1       
        37.114044                   125724                456856.115580             1680004.439443             112722759.4               -61451165.9       
        38.238712                   128457                454756.390223             2189447.876971             111721226.4               -82549920.6       
        39.363380                   130746                448144.506644             3001226.486575             109343210.7               -116556159.2      
        40.488048                   130762                431982.479061             3780157.162343             104295472.1               -150996116.2      
        41.612716                   129868                411953.566094             4663167.238486              97996377.1               -191498864.5      
        42.737384                   125807                382150.386512             5413936.676762              89216729.4               -228380876.7      
        43.862052                   119191                345991.279613             5879219.633363              78679292.8               -254604277.6      
        44.986720                   110326                305668.072996             6084470.475891              67138147.1               -270299919.5      
        46.111388                   99068                 261436.691826             6017810.235098              55043162.0               -274110261.9      
        47.236056                   85458                 214936.574655             5681543.491238              42922162.0               -265139283.7      
        48.360724                   70736                 169531.954347             4900252.797583              31764613.2               -234144355.6      
        49.485392                   56072                 127902.216178             4008193.685382              22178776.8               -196005831.7      
        50.610060                   42809                  92646.586791             3047279.830873              14496656.3               -152394041.1      
        51.734728                   30526                  62525.113289             2074938.554792              8799546.6                -106101094.5      
        52.859396                   20575                  39752.198573             1329833.229380              4941524.7                -69484004.6       
        53.984064                   13375                  24221.896540             745536.630822               2597555.6                -39785108.5       
        55.108732                    8037                  13575.549236             316291.433837               1259158.8                -17227732.6       
        56.233400                    4735                  7494.641206              128290.778360                663756.7                 -7133339.3       
        57.358068                    2693                  3994.374380               63986.001890                348712.0                 -3631231.8       
        58.482736                    1638                  2281.434515               35502.565483                187708.2                 -2052852.1       
        59.607404                    885                   1127.382802               9084.931440                 86060.0                  -534845.8        
        60.732072                    496                    580.683539               10107.771178                37010.7                  -607231.5        
        61.856740                    265                    275.506429                535.491802                 10835.5                   -32172.8        
        62.981408                    126                    118.083551               -2660.931523                 3283.5                   165951.4        
        64.106076                     71                    60.725331                -2889.310640                 1734.4                   184334.1        
        65.230744                     36                    30.089777                -655.537430                  1098.0                   42362.4         
        66.355412                     15                    11.417102                -700.986749                  526.0                    46267.1         
        67.480080                     9                      5.621271                -216.304353                  135.6                    14402.0         
        68.604748                     2                      1.408496                -337.547985                   12.4                    22915.5         
        69.729416                     0                      0.000000                  0.000000                    0.0                       0.0           
        70.854084                     0                      0.000000                  0.000000                    0.0                       0.0           
        71.978752                     0                      0.000000                  0.000000                    0.0                       0.0           
        73.103420                     0                      0.000000                  0.000000                    0.0                       0.0           
        74.228088                     0                      0.000000                  0.000000                    0.0                       0.0           
        75.352756                     0                      0.000000                  0.000000                    0.0                       0.0           
        76.477424                     0                      0.000000                  0.000000                    0.0                       0.0           
        77.602092                     0                      0.000000                  0.000000                    0.0                       0.0           
        78.726760                     0                      0.000000                  0.000000                    0.0                       0.0           
        79.851428                     0                      0.000000                  0.000000                    0.0                       0.0           
        80.976096                     0                      0.000000                  0.000000                    0.0                       0.0           
        82.100764                     0                      0.000000                  0.000000                    0.0                       0.0           
        83.225432                     0                      0.000000                  0.000000                    0.0                       0.0           
