           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    2316                  10590.159012               28.153488                 5654240.3                  -10161.6        
         2.249336                    6924                  31659.813335               -5.577772                 16990160.0                  3233.8         
         3.374004                   11570                  52891.633355               -19.834542                28436824.5                 34125.3         
         4.498672                   16193                  74000.361420               90.457832                 39758417.7                -138002.5        
         5.623340                   20804                  95019.023122               27.499671                 51028489.2                 -52305.5        
         6.748008                   25424                 116028.427865               235.487401                62405942.6                -579815.2        
         7.872676                   30045                 136990.844099               215.034430                73835391.7                -645021.6        
         8.997344                   34699                 158033.857844               362.458518                85502829.4                -1225549.7       
        10.122012                   39262                 178594.861603               363.368801                96768382.6                -1397680.4       
        11.246680                   43881                 199307.048935               846.345567               107736569.4                -3643462.8       
        12.371348                   48409                 219523.874436              1199.521523               117942012.5                -5680319.8       
        13.496016                   52841                 239239.120829              1412.379327               127619670.0                -7299135.8       
        14.620684                   57342                 259260.718235              1449.615807               137633342.4                -8129775.3       
        15.745352                   61609                 278241.802655               939.749195               147289003.6                -5720376.9       
        16.870020                   66064                 297893.232248               967.562491               157536072.1                -6311118.5       
        17.994688                   70347                 316752.337896              1194.399315               167374663.9                -8346011.7       
        19.119356                   74833                 336295.563777              1386.041232               177461771.2               -10272327.3       
        20.244024                   78913                 353983.413382              1416.253251               186679507.9               -11148692.1       
        21.368692                   83088                 371828.377596              1789.396917               195975817.3               -14905216.0       
        22.493360                   87232                 389291.830552              1598.357688               205182598.7               -14065630.4       
        23.618028                   91545                 407286.015969              2877.036642               213910647.5               -26517101.1       
        24.742696                   95632                 424036.439749              3051.196503               221916551.8               -29547449.8       
        25.867364                   99512                 439533.138945              3941.243872               228804107.2               -39943422.6       
        26.992032                   103379                454856.879301              4084.849835               235446750.2               -43230194.9       
        28.116700                   106916                468499.971081              4616.411452               241052279.9               -50906031.2       
        29.241368                   110460                481992.468979              4957.142445               246558081.4               -56826823.9       
        30.366036                   113539                493417.370274              5382.798871               250840990.3               -64149666.7       
        31.490704                   116462                504207.342487              5636.705763               254911910.0               -69751726.3       
        32.615372                   119180                514062.895295              5477.932126               258892733.5               -70286318.5       
        33.740040                   121706                522834.700370              6069.043451               261811597.0               -80526018.7       
        34.864708                   124160                531164.164362              5769.063786               264803687.1               -79222967.5       
        35.989376                   126294                537855.876847              6395.867338               267165044.9               -90658156.6       
        37.114044                   128176                543436.568687              7423.072789               268773966.9               -108568625.2      
        38.238712                   129919                547974.051372              6733.837612               270087534.9               -101436862.7      
        39.363380                   131587                551833.644351              7615.297658               271519321.2               -118255063.8      
        40.488048                   132852                553472.021178              8232.553342               271521051.9               -131516497.2      
        41.612716                   134194                554359.293839              9782.743181               271023538.4               -160669476.2      
        42.737384                   134841                552104.161935              10802.113845              268330932.0               -182358011.9      
        43.862052                   134897                547496.256323              12309.227768              264454908.1               -213284472.7      
        44.986720                   134409                540500.854075              13096.248217              259882460.1               -232742676.0      
        46.111388                   133179                530097.778572              13270.726603              253630862.5               -241863725.8      
        47.236056                   131723                517929.135339              15259.472770              246622810.6               -284907316.9      
        48.360724                   129569                502427.292529              16268.953647              237833441.0               -311095647.7      
        49.485392                   126773                484356.052221              17170.356693              228026644.1               -336012806.4      
        50.610060                   123344                463622.528228              18649.231081              217081008.6               -373426009.0      
        51.734728                   118875                439278.973146              19501.085411              204210468.3               -399166391.4      
        52.859396                   114051                413392.360098              20884.435531              190348561.9               -436903778.7      
        53.984064                   107756                383343.114453              20988.699488              174547442.0               -448480079.8      
        55.108732                   100991                352414.326631              20989.439731              158540127.3               -457919616.9      
        56.233400                   93461                 320185.076925              20672.137417              142108655.5               -460265349.9      
        57.358068                   85431                 287193.456870              19374.505513              126173695.1               -440147843.6      
        58.482736                   77912                 256239.777211              19189.268123              110228680.9               -444521047.7      
        59.607404                   69839                 225240.152260              17781.900017               94968628.7               -419921352.8      
        60.732072                   61671                 195318.904051              16091.686596               80820309.9               -387241599.0      
        61.856740                   53706                 167190.659809              14201.647062               68310928.7               -348106444.6      
        62.981408                   45546                 140334.447104              11831.781446               57257871.8               -295344435.8      
        64.106076                   38807                 117705.561354              10577.531199               47729298.3               -268797002.5      
        65.230744                   33022                  98321.412924              9068.677570                39445236.4               -234528722.0      
        66.355412                   27999                  81588.906533              8041.327083                32043397.0               -211584757.2      
        67.480080                   23266                  66287.620598              7185.060819                25356795.9               -192281025.1      
        68.604748                   19010                  52757.449802              5985.723776                19442443.9               -162862108.9      
        69.729416                   15185                  41143.142332              4795.478803                14872138.0               -132633563.8      
        70.854084                   11996                  31709.829046              3750.782175                11116211.1               -105441135.2      
        71.978752                    9288                  23894.723830              3001.772382                8042519.6                -85740215.5       
        73.103420                    6961                  17355.140072              2378.550744                5437730.9                -68976943.5       
        74.228088                    4932                  12088.428846              1507.680607                3618632.2                -44390175.4       
        75.352756                    3589                  8477.108881                858.337220                2467282.8                -25660179.8       
