           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    699                    968.849116                15.991933                 1170731.3                  -3263.0         
         2.249336                    2099                  2909.844738                18.546854                 3523036.0                  -10077.0        
         3.374004                    3498                  4849.470485                32.610859                 5897406.9                  -22689.7        
         4.498672                    4911                  6808.099863                53.490068                 8295624.4                  -52320.0        
         5.623340                    6300                  8734.214538                26.801190                 10700447.4                 -41638.8        
         6.748008                    7803                  10816.499734               160.147676                13216945.6                -249579.2        
         7.872676                    9051                  12545.724888               122.016455                15218200.1                -220228.6        
         8.997344                   10487                  14534.645409               100.048015                17585643.4                -218058.1        
        10.122012                   11954                  16566.440592               -74.366946                20129942.9                 171649.8        
        11.246680                   13265                  18379.561216              -114.319242                22417348.3                 294646.9        
        12.371348                   14782                  20478.828557              -118.907760                25033222.9                 354792.5        
        13.496016                   16117                  22324.556190               27.803367                 27298630.4                 -88794.1        
        14.620684                   17490                  24221.269065               163.240312                29533878.3                -577864.3        
        15.745352                   18966                  26262.305712               73.383411                 31932329.2                -261022.8        
        16.870020                   20239                  28021.334830               32.164454                 34045713.0                -126637.2        
        17.994688                   21770                  30137.585145               264.462886                36537303.0                -1159446.6       
        19.119356                   23065                  31929.239431               -52.774838                38582556.3                 257425.7        
        20.244024                   24440                  33829.611680               426.465865                40842527.4                -2101118.2       
        21.368692                   25931                  35892.431485              -125.642079                43357199.4                 640385.2        
        22.493360                   27186                  37625.827973               53.436311                 45506548.0                -276487.5        
        23.618028                   28771                  39815.360510               -18.770986                48088518.8                 103557.1        
        24.742696                   30114                  41672.433808              -289.685790                50425893.6                1747541.5        
        25.867364                   31392                  43437.309294              -265.378729                52667584.0                1688183.9        
        26.992032                   32995                  45655.043991               -3.617120                 55484330.7                 12545.0         
        28.116700                   34292                  47442.047841               58.869700                 57579110.6                -395799.7        
        29.241368                   35571                  49207.855465               -67.609928                59787560.7                 496433.4        
        30.366036                   37236                  51508.450479               -93.055157                62634368.2                 717673.7        
        31.490704                   38352                  53045.425827               -71.973496                64494385.4                 545972.4        
        32.615372                   39929                  55221.916297               220.058214                66998728.0                -1777583.9       
        33.740040                   41360                  57196.308285               696.472074                69251711.9                -5785649.0       
        34.864708                   42486                  58746.184435               341.066518                71035206.5                -2940467.5       
        35.989376                   44154                  61048.167516               361.141445                73523000.9                -3191477.7       
        37.114044                   45402                  62769.974388               -9.776812                 75406159.4                 106502.1        
        38.238712                   46818                  64720.857139               21.806660                 77745371.3                -210211.5        
        39.363380                   48131                  66539.078341              -283.039665                80116103.5                2736795.4        
        40.488048                   49582                  68544.994024               124.815039                82551993.1                -1232873.0       
        41.612716                   51019                  70532.961039               80.544916                 84976346.4                -834115.2        
        42.737384                   52503                  72586.265718              -183.776531                87455032.1                1922231.6        
        43.862052                   53751                  74319.448636              -194.246419                89512932.3                2106539.1        
        44.986720                   55227                  76363.036402              -253.627154                92168630.6                2834946.8        
        46.111388                   56650                  78335.851217              -329.713862                94711488.6                3746726.4        
        47.236056                   58029                  80257.929490              -246.229368                97268544.7                2870338.8        
