 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       586637    1000000      3606      256224       23       236549       1        236321       1        236321       1        236321       1        236321       1        236321       1        236321       1        236321  
   1.7       283520    1000000     37934      626828     14066      473358      113       242673       2        236210       1        236107       1        236107       1        236107       1        236107       1        236107  
   3.3       282289    1000000     37426      628776     13884      477574      208       248558       5        236363       1        235955       1        235955       1        235955       1        235955       1        235955  
   5.0       283477    1000000     37237      626267     13717      475133      189       246615       6        235585       1        235050       1        235050       1        235050       1        235050       1        235050  
   6.7       283574    1000000     37380      626848     13602      474275      222       247630       5        234550       1        234108       1        234108       1        234108       1        234108       1        234108  
   8.3       282684    1000000     37693      627914     13717      473923      244       247365       4        232869       1        232504       1        232504       1        232504       1        232504       1        232504  
   10.0      282795    1000000     37153      627685     13799      477870      261       247933       3        232222       1        231985       1        231985       1        231985       1        231985       1        231985  
   11.7      283144    1000000     37322      627506     13897      477129      241       245789       3        231263       1        231009       1        231009       1        231009       1        231009       1        231009  
   13.3      283286    1000000     37534      628194     13964      477085      241       244524       13       230681       1        229378       1        229378       1        229378       1        229378       1        229378  
   15.0      283581    1000000     37346      626479     14027      476834      260       244226       10       228491       1        227381       1        227381       1        227381       1        227381       1        227381  
   16.7      284135    1000000     37617      626731     14051      475457      276       242125       13       226163       1        224624       1        224624       1        224624       1        224624       1        224624  
   18.3      283528    1000000     37811      627629     14160      475695      252       239539       5        224222       1        223669       1        223669       1        223669       1        223669       1        223669  
   20.0      283693    1000000     37810      627224     14096      475034      279       239748       12       223253       1        221730       1        221730       1        221730       1        221730       1        221730  
   21.7      284074    1000000     37828      626291     14157      474321      280       237803       13       221366       1        219894       1        219894       1        219894       1        219894       1        219894  
   23.3      284618    1000000     37848      626279     14259      474584      256       236590       15       221500       1        219618       1        219618       1        219618       1        219618       1        219618  
   25.0      284732    1000000     37865      625939     14128      473834      313       237990       13       219234       2        217916       1        216921       1        216921       1        216921       1        216921  
   26.7      285437    1000000     38227      625617     14113      470716      282       234330       14       217740       1        216087       1        216087       1        216087       1        216087       1        216087  
   28.3      285519    1000000     38124      625987     14137      471913      334       236419       14       216970       1        215415       1        215415       1        215415       1        215415       1        215415  
   30.0      284921    1000000     37988      626222     14218      473562      323       235770       12       216421       1        214979       1        214979       1        214979       1        214979       1        214979  
   31.7      285418    1000000     38007      624861     14268      472286      307       233944       20       215886       2        213469       2        213469       1        212422       1        212422       1        212422  
   33.3      284977    1000000     38314      625940     14308      471565      320       232598       18       213611       2        211765       2        211765       1        210750       1        210750       1        210750  
   35.0      285942    1000000     38470      625227     14429      470784      292       230177       20       213047       2        210599       2        210599       1        207443       1        207443       1        207443  
   36.7      286271    1000000     38266      624000     14373      470710      295       228317       23       211580       4        208255       2        206755       2        206755       1        199106       1        199106  
   38.3      286712    1000000     38377      623798     14269      468445      325       229397       21       210560       1        208155       1        208155       1        208155       1        208155       1        208155  
   40.0      286895    1000000     38454      623413     14497      469464      317       226758       21       208360       2        205388       1        204505       1        204505       1        204505       1        204505  
   41.7      287175    1000000     38422      623150     14429      469044      333       227529       26       208647       5        206084       2        203762       1        199337       1        199337       1        199337  
   43.3      287229    1000000     38578      622734     14475      468058      343       226513       32       207184       3        202894       3        202894       1        195369       1        195369       1        195369  
   45.0      286557    1000000     38427      623430     14521      469718      334       225779       28       206875       4        202692       4        202692       1        193593       1        193593       1        193593  
   46.7      287439    1000000     38779      623438     14423      467163      337       224504       23       204739       4        201584       3        200718       2        199198       1        192615       1        192615  
   48.3      288458    1000000     38668      621123     14462      465762      353       224550       27       204320       10       202232       8        200700       3        185846       2        179332       1        167647  
   50.0      288029    1000000     38823      622623     14692      467913      312       221522       30       203399       11       200869       7        197339       3        186403       2        179857       1        163563  
