 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0         5        94226      100000       5          25         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1        227       28478      100000      3944      64387       1908      51251       224       18322        48        6399        0          0          0          0          0          0          0          0          0          0     
   0.2        312       28491      100000      3868      64217       1883      51391       208       18250        57        8119        0          0          0          0          0          0          0          0          0          0     
   0.3        314       28420      100000      3956      64574       1847      50954       227       18526        48        6391        0          0          0          0          0          0          0          0          0          0     
   0.4        426       28232      100000      3986      64812       1892      51325       221       19142        49        7558        0          0          0          0          0          0          0          0          0          0     
   0.5        563       28091      100000      3992      65034       1869      51349       216       18970        57        8591        1         563         0          0          0          0          0          0          0          0     
   0.6        488       28489      100000      3893      64187       1826      50833       230       19787        47        7513        0          0          0          0          0          0          0          0          0          0     
   0.7        378       28364      100000      3910      64654       1886      51641       227       19602        57        8469        0          0          0          0          0          0          0          0          0          0     
   0.8        260       28211      100000      3904      64819       1877      51727       225       19187        55        7778        0          0          0          0          0          0          0          0          0          0     
   0.9        320       28267      100000      3925      64656       1877      51483       208       18254        57        8254        0          0          0          0          0          0          0          0          0          0     
   1.0        375       28612      100000      3885      64094       1848      50870       227       19434        57        8196        0          0          0          0          0          0          0          0          0          0     
   1.1        262       28372      100000      3950      64577       1883      51294       230       18908        51        6774        0          0          0          0          0          0          0          0          0          0     
   1.2        354       28560      100000      3929      64263       1831      50773       230       19091        50        6795        0          0          0          0          0          0          0          0          0          0     
   1.3        300       28459      100000      3897      64296       1883      51299       213       18523        51        7613        0          0          0          0          0          0          0          0          0          0     
   1.4        352       28498      100000      3966      64577       1892      51197       219       18314        50        6952        0          0          0          0          0          0          0          0          0          0     
   1.5        209       28361      100000      3921      64272       1881      51113       217       18214        50        6855        0          0          0          0          0          0          0          0          0          0     
   1.6        271       28637      100000      3923      63962       1862      50744       197       18525        62        9329        0          0          0          0          0          0          0          0          0          0     
   1.7        304       28748      100000      3910      63872       1865      50676       213       19352        61        9081        0          0          0          0          0          0          0          0          0          0     
   1.8        433       28461      100000      3931      64536       1867      51099       234       19430        50        7276        0          0          0          0          0          0          0          0          0          0     
   1.9        303       27901      100000      3777      65082       1830      52623       241       21338        66        9379        0          0          0          0          0          0          0          0          0          0     
   2.0        300       28062      100000      3927      64866       1900      51753       225       19693        55        8005        0          0          0          0          0          0          0          0          0          0     
   2.1        238       28393      100000      3941      64397       1873      51050       233       19577        57        8040        0          0          0          0          0          0          0          0          0          0     
   2.2        296       28293      100000      3830      64395       1869      51698       234       19712        44        6926        0          0          0          0          0          0          0          0          0          0     
   2.3        237       28319      100000      3964      64861       1877      51398       237       20056        56        7868        0          0          0          0          0          0          0          0          0          0     
   2.4        287       28309      100000      3886      64474       1827      51214       235       19793        51        7433        0          0          0          0          0          0          0          0          0          0     
   2.5        294       28358      100000      3942      64401       1881      51201       218       18864        45        7043        0          0          0          0          0          0          0          0          0          0     
