 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       401258     509145    1000000      1034      406859       4        401288       1        401258       1        401258       1        401258       1        401258       1        401258       1        401258       1        401258  
   0.2       403140     188453    1000000     22105      767374     11056      696314      1279      496184      152       421661       1        403140       1        403140       1        403140       1        403140       1        403140  
   0.3       405245     184660    1000000     20253      770714      9881      704130      1547      534588      367       454477       1        405245       1        405245       1        405245       1        405245       1        405245  
   0.5       407211     182801    1000000     19437      772886      9382      708211      1554      550207      483       476926       1        407211       1        407211       1        407211       1        407211       1        407211  
   0.7       408575     181675    1000000     19125      773545      9088      709377      1549      560297      527       489522       2        409238       1        408575       1        408575       1        408575       1        408575  
   0.8       409806     181666    1000000     18708      773515      8915      711015      1561      564807      523       493374       1        409806       1        409806       1        409806       1        409806       1        409806  
   1.0       410866     182104    1000000     18862      773480      8703      708553      1519      567901      547       501795       2        411420       1        410866       1        410866       1        410866       1        410866  
   1.2       412123     182028    1000000     18536      772357      8680      709301      1470      568197      545       504395       4        413872       1        412123       1        412123       1        412123       1        412123  
   1.3       412722     182665    1000000     18385      771682      8524      708641      1455      570425      567       508788       4        414333       1        412722       1        412722       1        412722       1        412722  
   1.5       413444     181791    1000000     18404      772689      8583      709763      1387      569316      562       512349       8        417260       1        413444       1        413444       1        413444       1        413444  
   1.7       413864     182332    1000000     18459      772654      8569      709468      1413      569607      554       510373       3        414992       1        413864       1        413864       1        413864       1        413864  
   1.8       414848     182394    1000000     18228      772357      8440      709760      1451      572758      528       509777       2        415411       1        414848       1        414848       1        414848       1        414848  
   2.0       415506     181927    1000000     18201      772951      8332      709811      1483      577060      572       515003       8        419213       1        415506       1        415506       1        415506       1        415506  
   2.2       416355     183153    1000000     18264      771351      8365      708093      1408      573763      559       515651       6        419386       1        416355       1        416355       1        416355       1        416355  
   2.3       416700     183407    1000000     18263      770785      8316      707110      1392      573139      576       517570       6        419549       1        416700       1        416700       1        416700       1        416700  
   2.5       417338     183767    1000000     18144      769930      8439      707740      1360      570961      541       514318       6        420125       1        417338       1        417338       1        417338       1        417338  
   2.7       418232     183690    1000000     18051      770225      8216      707345      1322      572030      547       518650       7        421783       1        418232       1        418232       1        418232       1        418232  
