 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       464959    1000000      6193      382186       99       347702       1        346642       1        346642       1        346642       1        346642       1        346642       1        346642       1        346642  
   1.7       197279    1000000     31814      746888     14162      632843      549       381751       15       348081       1        346380       1        346380       1        346380       1        346380       1        346380  
   3.3       197338    1000000     31238      746106     13826      633468      685       392159       41       350506       1        345848       1        345848       1        345848       1        345848       1        345848  
   5.0       197315    1000000     31162      746010     13649      632925      706       393213       49       351238       1        345443       1        345443       1        345443       1        345443       1        345443  
   6.7       197689    1000000     30998      745739     13470      632444      755       395820       60       351134       1        344014       1        344014       1        344014       1        344014       1        344014  
   8.3       198125    1000000     31238      744771     13684      631599      718       392477       59       349419       1        342327       1        342327       1        342327       1        342327       1        342327  
   10.0      198770    1000000     31118      743579     13699      631122      702       389538       61       347819       1        340572       1        340572       1        340572       1        340572       1        340572  
   11.7      198379    1000000     31501      745365     13803      631140      717       387527       51       344872       1        338635       1        338635       1        338635       1        338635       1        338635  
   13.3      198859    1000000     31319      743916     13760      630465      727       386545       59       343193       1        335856       1        335856       1        335856       1        335856       1        335856  
   15.0      199529    1000000     31495      743692     13915      629975      764       386176       67       341592       1        333364       1        333364       1        333364       1        333364       1        333364  
   16.7      200343    1000000     31790      742737     14000      627827      732       381795       67       338545       1        330453       1        330453       1        330453       1        330453       1        330453  
   18.3      201094    1000000     31556      741529     13916      627789      766       382286       73       337646       1        328661       1        328661       1        328661       1        328661       1        328661  
   20.0      201112    1000000     31839      741963     14047      627070      790       381440       80       335612       1        325750       1        325750       1        325750       1        325750       1        325750  
   21.7      201850    1000000     32040      740890     14018      624489      785       378177       79       333036       1        323262       1        323262       1        323262       1        323262       1        323262  
   23.3      201786    1000000     32125      741082     14047      624300      844       380283       72       330519       1        321705       1        321705       1        321705       1        321705       1        321705  
   25.0      203568    1000000     31870      738242     14119      623554      816       376765       89       329731       2        319122       2        319122       1        315635       1        315635       1        315635  
   26.7      203459    1000000     32216      739047     14289      623276      814       374501       78       326513       1        316796       1        316796       1        316796       1        316796       1        316796  
   28.3      204058    1000000     32119      737396     14144      621356      808       373180       74       325151       1        316075       1        316075       1        316075       1        316075       1        316075  
   30.0      204855    1000000     32438      737322     14152      619254      792       371567       83       325640       2        315233       2        315233       1        311986       1        311986       1        311986  
   31.7      205122    1000000     32306      735987     14230      619329      795       370697       85       324562       5        314179       4        313649       1        304772       1        304772       1        304772  
   33.3      205443    1000000     32300      736167     14327      620200      796       369567       91       324058       4        312626       4        312626       1        305210       1        305210       1        305210  
   35.0      206013    1000000     32361      735099     14235      618057      749       366364       78       323199       3        313608       3        313608       2        311778       2        311778       1        290687  
   36.7      206541    1000000     32309      733891     14009      615798      821       371708       89       324073       8        313762       7        313055       3        298005       3        298005       1        264229  
   38.3      206533    1000000     32339      733939     14101      616557      794       369380       79       322721       6        313603       5        312832       2        302724       2        302724       1        276632  
   40.0      206977    1000000     32697      733756     14378      615398      728       364189       67       321272       10       314026       9        313491       5        304195       4        299158       1        241725  
   41.7      207129    1000000     32582      733708     14196      614952      755       365889       68       321292       9        313573       9        313573       4        299062       4        299062       1        242108  
   43.3      207553    1000000     32307      732491     14051      614730      804       369262       78       323004       6        313929       6        313929       2        299963       2        299963       1        277187  
   45.0      207708    1000000     32390      732499     14144      614826      746       365900       77       322345       9        313471       9        313471       6        304726       4        291951       2        252782  
   46.7      207366    1000000     32621      733729     14133      614481      800       368428       80       322342       10       314281       10       314281       6        299049       4        285514       3        273044  
   48.3      207781    1000000     32525      732154     14181      613977      772       365780       68       320726       13       314060       13       314060       6        292504       5        287296       1        182017  
   50.0      207702    1000000     32388      732868     14032      614588      783       369273       89       324657       14       315709       13       315049       8        297421       6        283762       2        184723  
   51.7      208286    1000000     32408      731421     14181      613851      737       366360       68       323087       11       316002       10       315428       6        303462       5        294971       3        245295  
   53.3      207566    1000000     32373      732351     14067      614140      750       368692       75       325001       9        316555       8        315584       6        308435       5        300261       3        239782  
   55.0      208527    1000000     32241      731869     13919      613632      737       368372       87       325926       14       316931       12       315298       6        296184       6        296184       3        252589  
   56.7      208334    1000000     32267      731074     13940      612867      782       371317       88       325879       10       316150       9        315368       4        300105       4        300105       2        264566  
   58.3      208664    1000000     32385      731311     13978      612842      717       366497       81       325690       13       317020       11       315621       8        305874       6        290744       2        176553  
   60.0      208509    1000000     32130      730853     14117      614688      782       370178       82       324799       14       316354       14       316354       8        299235       5        279272       2        201692  
   61.7      208643    1000000     32319      731218     14031      613219      754       368522       72       324394       10       316738       9        315988       7        307951       6        299433       3        209961  
   63.3      208495    1000000     32303      731034     14102      613659      717       366847       73       325254       7        317221       6        316571       5        312053       4        303658       3        264540  
   65.0      208760    1000000     32222      731406     13913      613649      751       369076       75       325578       9        317624       8        317027       6        310211       4        295023       2        250999  
   66.7      208625    1000000     32552      731566     13965      611823      760       369148       64       324811       8        317729       8        317729       7        314390       5        300747       3        254041  
   68.3      208438    1000000     32169      731171     13866      612820      750       370297       77       326714       13       319022       11       317869       9        311439       6        290866       3        223859  
   70.0      209230    1000000     32199      729388     13936      611565      722       368160       82       327179       11       318503       11       318503       9        312142       7        298378       2        193469  
   71.7      209690    1000000     32432      729046     13937      609743      700       366972       62       326011       11       319198       11       319198       10       315780       7        295305       2        164968  
   73.3      209044    1000000     31893      730119     13809      613319      735       371421       77       328768       10       320229       10       320229       10       320229       7        299705       3        239135  
   75.0      209568    1000000     32003      728909     13723      611079      711       369863       72       328685       12       321156       11       320438       10       317285       7        296696       2        176654  
   76.7      209237    1000000     32143      730164     13884      612221      734       371012       73       328736       13       321502       13       321502       11       313485       8        292955       2        160928  
   78.3      208938    1000000     31923      730346     13805      613412      724       371805       82       330933       13       322010       13       322010       11       313965       7        284983       1        72143   
   80.0      209066    1000000     32061      729591     13876      612133      731       372644       77       330649       12       322393       12       322393       12       322393       8        293368       2        161558  
   81.7      209563    1000000     32259      730057     13748      610644      675       369065       66       329492       15       322889       15       322889       15       322889       11       293738       1        52154   
   83.3      209523    1000000     32029      728906     13781      611341      699       369920       65       328557       17       322746       17       322746       14       314354       10       285289       2        115585  
   85.0      210167    1000000     31871      727045     13682      609548      726       371946       65       329324       16       323374       16       323374       13       314983       8        275798       1        89721   
   86.7      210570    1000000     31897      727810     13620      610120      680       370326       71       330822       13       323892       13       323892       11       318721       8        295838       2        171619  
   88.3      209677    1000000     31964      728905     13674      611004      709       373034       71       331601       16       324836       16       324836       14       319538       10       290095       1        89823   
   90.0      210335    1000000     31966      728155     13587      609317      694       372353       76       332588       15       324687       15       324687       12       318268       7        283877       1        111170  
   91.7      209625    1000000     31874      729372     13790      612640      677       372293       78       333659       14       325723       14       325723       11       315762       8        292548       3        212419  
   93.3      211042    1000000     31954      726943     13514      608261      684       372966       80       333687       16       325784       16       325784       13       321554       9        293365       2        135060  
   95.0      209860    1000000     31811      727956     13611      610912      690       373604       69       333504       15       326731       15       326731       13       320589       10       295954       1        61600   
   96.7      210847    1000000     32013      727271     13618      608552      677       372088       70       333051       16       326370       15       325409       13       322513       9        294435       1        105967  
   98.3      210027    1000000     31892      728991     13690      611992      680       373563       68       333696       15       326950       14       326057       12       319486       9        296361       2        133054  
  100.0      210633    1000000     32022      727270     13532      607834      657       371854       68       333556       16       327310       14       325594       13       324095       10       301176       1        80601   
  101.7      210114    1000000     32068      728845     13543      609438      676       373485       78       335042       17       327764       16       327165       14       321770       10       293524       1        68137   
  103.3      210724    1000000     31914      727860     13493      609073      671       375267       85       337143       13       328517       12       327886       10       321643       7        298421       2        164212  
  105.0      210622    1000000     31783      727548     13669      610698      679       374031       75       335714       16       328562       15       327865       14       326770       10       297992       2        136749  
  106.7      210866    1000000     31806      726360     13402      607727      648       373734       69       336317       15       329276       14       328586       12       322584       9        299215       1        96334   
  108.3      210440    1000000     31556      726745     13580      610929      671       375327       71       336874       16       329620       15       328712       15       328712       10       294357       1        83342   
  110.0      210974    1000000     31805      726877     13394      608670      676       376258       71       337455       15       330225       14       329340       13       325502       10       301827       1        57109   
  111.7      210924    1000000     31671      726295     13492      609295      675       375585       66       336348       16       330429       15       329664       14       325907       11       306278       1        68497   
  113.3      210871    1000000     31999      727070     13421      607008      672       375076       59       335770       16       330563       15       329898       14       326135       11       302289       0          0     
  115.0      210529    1000000     31662      727651     13459      610572      653       375316       67       337507       16       331589       15       331074       14       327332       10       298181       1        68970   
  116.7      211245    1000000     31633      725804     13436      608525      655       376348       74       339267       13       331810       13       331810       12       328082       9        303826       1        96793   
  118.3      210829    1000000     31887      727290     13416      608031      665       375926       67       337250       17       331270       17       331270       16       327545       11       291760       1        64571   
  120.0      211629    1000000     31884      725898     13453      607398      654       376091       63       338100       15       332216       15       332216       14       328443       10       298957       1        84210   
  121.7      211859    1000000     31505      725423     13324      608194      642       375503       60       337899       17       332463       16       331689       15       327914       11       294247       1        69501   
  123.3      210332    1000000     31752      728163     13495      610574      669       377096       53       337908       17       333502       16       332679       15       328801       11       295129       1        69533   
  125.0      210731    1000000     31866      728061     13470      609544      643       376493       60       338894       15       333599       14       332902       13       329054       9        295685       1        84669   
  126.7      211168    1000000     31690      726169     13415      608599      632       376394       74       340948       16       333992       16       333992       15       330270       12       306629       1        69640   
  128.3      211422    1000000     31814      725949     13301      606504      641       377259       62       339894       14       334132       14       334132       13       330409       10       307038       1        82801   
  130.0      211557    1000000     31728      726235     13418      608058      637       377311       67       340732       15       334346       15       334346       14       330695       9        291896       1        54488   
  131.7      211593    1000000     31413      725017     13184      607437      665       380288       67       341498       16       335247       16       335247       15       331520       10       292866       1        79799   
  133.3      211553    1000000     31561      725285     13127      606630      624       378428       76       343475       16       335781       16       335781       15       332104       11       303516       1        79964   
  135.0      211405    1000000     31337      725929     13184      608830      636       379218       68       342826       14       336414       14       336414       13       332772       9        304122       2        146095  
  136.7      211713    1000000     31599      725172     13143      606046      593       378249       73       344367       12       336437       12       336437       12       336437       9        313578       2        145925  
  138.3      211512    1000000     31649      725871     13186      607176      599       377338       58       342648       12       336984       12       336984       11       332040       9        314329       2        146071  
  140.0      211431    1000000     31694      726077     13318      607912      609       378229       59       343020       12       337240       12       337240       12       337240       9        314529       2        138829  
  141.7      211809    1000000     31652      725507     13194      606522      606       377535       54       342419       13       337494       13       337494       12       333855       9        311212       2        146247  
  143.3      211284    1000000     31387      725621     13051      607115      618       380064       66       344748       12       338173       12       338173       12       338173       9        315477       2        146596  
  145.0      211731    1000000     31720      725848     13248      606762      580       377363       57       343546       13       338197       13       338197       12       333383       9        310595       2        141701  
  146.7      211507    1000000     31639      726477     13261      608154      597       378003       54       343300       13       338299       13       338299       13       338299       10       315769       2        131614  
  148.3      211933    1000000     31452      724953     13185      607336      609       380074       75       345886       15       338384       15       338384       13       328697       10       305998       2        126917  
  150.0      211806    1000000     31167      724712     13182      609005      613       380461       61       344777       15       339357       15       339357       14       334597       10       306833       2        127073  
  151.7      211795    1000000     31244      724615     13120      608086      604       380817       67       346443       12       339861       12       339861       11       334962       8        312291       2        161309  
  153.3      211521    1000000     31412      725297     13192      608100      594       379465       52       344652       11       339680       11       339680       10       334778       8        317073       2        161068  
  155.0      211443    1000000     31451      725728     13186      607825      620       381242       56       345015       13       339998       13       339998       11       330392       9        312726       2        147263  
  156.7      211553    1000000     31538      725361     13072      607244      600       381427       63       346735       14       340536       14       340536       11       327081       9        309417       2        147501  
  158.3      211819    1000000     31197      724018     13114      607509      593       380498       62       346655       15       340853       15       340853       11       322776       9        305213       2        143117  
  160.0      212332    1000000     31339      724403     13061      606442      604       380916       59       346517       15       341230       15       341230       12       327026       10       309452       2        128063  
  161.7      212299    1000000     31492      724192     12919      604288      569       379714       64       347636       15       341913       15       341913       11       323893       9        306309       2        131234  
  163.3      212240    1000000     31381      724530     13014      606376      568       380243       53       347024       14       342356       14       342356       11       329120       9        311712       2        136016  
  165.0      212601    1000000     31388      723767     12931      604917      598       382454       61       348514       15       342907       15       342907       12       329822       10       312373       2        121515  
  166.7      211778    1000000     31182      724373     12887      606780      611       384360       54       348023       15       343294       15       343294       11       325680       9        308162       1        81358   
  168.3      212290    1000000     31343      724831     13037      606683      562       381457       64       349583       15       343528       15       343528       13       334395       11       316771       1        81441   
  170.0      212259    1000000     31306      724376     12943      606234      572       382221       49       348513       13       343892       13       343892       11       334715       10       325466       1        81324   
  171.7      212029    1000000     31230      724526     13071      607442      561       381921       71       351201       15       344408       15       344408       12       331017       10       311773       1        66607   
  173.3      211897    1000000     31272      725001     13096      608433      574       382746       50       348947       14       344702       14       344702       13       340139       11       325294       1        89222   
  175.0      212622    1000000     31104      723275     12813      605652      612       385799       58       350373       16       345195       16       345195       14       336269       12       318585       1        66602   
  176.7      212465    1000000     31293      723452     12962      605704      574       382939       65       350938       16       345127       16       345127       14       336286       12       321506       1        66472   
  178.3      212211    1000000     31259      723803     12911      605457      555       381710       53       350105       14       345342       14       345342       13       340736       10       317632       2        129056  
  180.0      212483    1000000     31102      724368     12972      607457      575       384799       61       351685       15       346027       15       346027       13       337513       11       319848       1        66743   
  181.7      212287    1000000     30888      723190     12864      607572      569       384545       56       351546       14       346429       14       346429       12       337610       9        310077       2        134849  
  183.3      212771    1000000     30969      722785     12796      605451      550       383375       56       351864       14       346512       14       346512       13       342356       9        309418       1        81890   
  185.0      211911    1000000     31333      724452     13009      606482      530       382005       49       351160       13       346817       13       346817       13       346817       10       323685       1        81878   
  186.7      212397    1000000     31042      723568     13046      607814      560       384381       57       351937       14       347015       14       347015       12       338320       9        310885       2        132701  
  188.3      212306    1000000     31022      723536     12720      605176      559       384662       53       352393       12       347395       12       347395       10       338797       8        319610       1        104694  
  190.0      212443    1000000     31204      724516     12743      605443      571       385860       52       352495       14       348043       14       348043       12       339438       9        312134       1        82149   
  191.7      212080    1000000     31166      724711     12829      606401      569       385889       64       353696       15       347981       15       347981       12       335704       9        308452       1        82243   
  193.3      213132    1000000     30909      722513     12745      605684      573       386747       56       353377       14       348204       14       348204       12       339690       9        312413       1        82225   
  195.0      212705    1000000     31148      724193     12872      606501      522       383563       58       353726       15       348248       15       348248       12       336160       9        308904       1        82258   
  196.7      213000    1000000     31130      723226     12762      604924      545       386132       70       355820       15       348702       15       348702       12       336502       9        309443       1        82442   
  198.3      212971    1000000     31179      723163     12777      604448      543       385051       57       353747       15       348730       15       348730       12       336604       9        309540       1        82338   
  200.0      212733    1000000     31178      723567     12701      604625      531       384929       57       354665       14       349511       14       349511       12       341002       8        308376       2        144982  
  201.7      212790    1000000     31087      723004     12767      604631      524       384276       54       354288       16       349774       16       349774       13       337850       9        305317       1        82502   
  203.3      212519    1000000     31025      723583     12707      605619      534       386850       61       356322       15       350548       15       350548       12       338700       9        311700       1        82655   
  205.0      212954    1000000     30912      722710     12631      604874      543       387393       58       356144       16       351083       16       351083       13       339203       9        306838       1        82863   
  206.7      213008    1000000     30851      722927     12595      605473      536       387874       65       358144       15       352031       15       352031       12       340410       9        313497       1        83260   
  208.3      213502    1000000     31031      721434     12550      602575      555       389206       60       357627       15       352111       15       352111       12       340475       8        308147       1        98284   
  210.0      212886    1000000     30831      722803     12556      605073      546       389092       57       357961       14       352729       14       352729       12       344408       9        321443       2        135239  
  211.7      212762    1000000     30789      723013     12557      605707      562       389854       52       357710       16       353400       16       353400       14       346891       9        309577       1        83726   
  213.3      212882    1000000     30794      722421     12580      605468      542       388658       55       357844       15       352861       15       352861       14       349532       9        312582       1        83674   
  215.0      212741    1000000     30923      723517     12598      605655      544       390191       60       359198       12       353037       12       353037       10       344817       7        318537       3        204955  
  216.7      213670    1000000     31036      722164     12459      602752      526       388830       59       358724       14       353023       14       353023       13       349845       9        318684       1        83759   
  218.3      213140    1000000     30658      722371     12561      605927      541       389777       55       358730       14       353592       14       353592       13       350536       8        313894       2        137232  
