 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       694332    1000000     11430      66461       253        2753        0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   1.7       412880    1000000     51735      450970     15324      217044       2         101         0          0          0          0          0          0          0          0          0          0          0          0     
   3.3       389807    1000000     48661      490548     18018      293259       59        3371        0          0          0          0          0          0          0          0          0          0          0          0     
   5.0       381903    1000000     46467      503007     18291      322112      192       11129        1         102         0          0          0          0          0          0          0          0          0          0     
   6.7       378329    1000000     45376      508686     17989      333242      345       20782        4         446         0          0          0          0          0          0          0          0          0          0     
   8.3       374808    1000000     44761      512986     17812      339992      462       28704        10        1164        0          0          0          0          0          0          0          0          0          0     
   10.0      373734    1000000     44116      514100     17769      345605      537       33622        9         1011        0          0          0          0          0          0          0          0          0          0     
   11.7      372932    1000000     43988      516802     17717      348225      605       38582        15        1603        0          0          0          0          0          0          0          0          0          0     
   13.3      370649    1000000     43528      519258     17660      353765      666       42755        14        1652        0          0          0          0          0          0          0          0          0          0     
   15.0      370843    1000000     43463      518945     17404      352372      712       46540        31        3520        0          0          0          0          0          0          0          0          0          0     
   16.7      371219    1000000     43144      518498     17308      352792      776       51277        39        4507        0          0          0          0          0          0          0          0          0          0     
   18.3      369839    1000000     42972      519396     17366      355288      784       51793        35        4086        0          0          0          0          0          0          0          0          0          0     
   20.0      368925    1000000     42967      521165     17367      357372      834       56097        57        6776        0          0          0          0          0          0          0          0          0          0     
   21.7      369503    1000000     42923      520802     17402      357270      823       55359        58        6730        0          0          0          0          0          0          0          0          0          0     
   23.3      369525    1000000     42712      520520     17251      357453      846       56992        63        7682        0          0          0          0          0          0          0          0          0          0     
   25.0      368652    1000000     42580      521198     17161      358506      867       58916        54        6470        0          0          0          0          0          0          0          0          0          0     
   26.7      368019    1000000     42711      522675     17278      359569      852       57876        57        6776        0          0          0          0          0          0          0          0          0          0     
   28.3      368430    1000000     42649      521896     17229      358765      857       57974        65        7584        0          0          0          0          0          0          0          0          0          0     
   30.0      369277    1000000     42651      520839     17225      358025      857       58729        62        7663        0          0          0          0          0          0          0          0          0          0     
   31.7      368873    1000000     42438      521210     17166      359373      882       60836        73        8693        0          0          0          0          0          0          0          0          0          0     
   33.3      368191    1000000     42562      521989     17133      359845      918       62306        64        7552        0          0          0          0          0          0          0          0          0          0     
   35.0      368690    1000000     42584      521671     17124      358494      903       61571        61        7430        0          0          0          0          0          0          0          0          0          0     
   36.7      368481    1000000     42626      521379     17053      357444      882       61320        79        9657        0          0          0          0          0          0          0          0          0          0     
   38.3      368837    1000000     42639      520809     17121      357744      903       61628        67        7965        0          0          0          0          0          0          0          0          0          0     
   40.0      369486    1000000     42690      520964     17132      357699      893       61514        64        7821        0          0          0          0          0          0          0          0          0          0     
   41.7      368639    1000000     42716      520139     17231      356756      850       57968        62        7354        0          0          0          0          0          0          0          0          0          0     
   43.3      369232    1000000     42651      519955     17165      356780      794       55957        72        8685        0          0          0          0          0          0          0          0          0          0     
   45.0      368600    1000000     42741      522411     17211      358956      847       60026        82       10184        0          0          0          0          0          0          0          0          0          0     
   46.7      368391    1000000     42667      521667     17097      357456      864       59928        72        8668        0          0          0          0          0          0          0          0          0          0     
   48.3      368353    1000000     42326      521399     16952      358960      940       66687        95       11795        0          0          0          0          0          0          0          0          0          0     
   50.0      368648    1000000     42284      521835     16975      359882      945       66971        95       11901        0          0          0          0          0          0          0          0          0          0     
   51.7      367689    1000000     42363      522070     17027      360130      931       66773        96       11905        0          0          0          0          0          0          0          0          0          0     
   53.3      368450    1000000     42415      522064     16882      358482      938       65509        83       10096        0          0          0          0          0          0          0          0          0          0     
   55.0      367260    1000000     42549      523094     17004      359485      923       64770        85       10219        0          0          0          0          0          0          0          0          0          0     
   56.7      367913    1000000     42258      521867     16982      360202      955       67118        93       11157        0          0          0          0          0          0          0          0          0          0     
   58.3      367601    1000000     41990      522385     17042      362448      898       63951        90       11288        0          0          0          0          0          0          0          0          0          0     
   60.0      367615    1000000     42276      522636     17016      360829      941       65459        87       10482        0          0          0          0          0          0          0          0          0          0     
   61.7      367959    1000000     42605      522324     17029      358684      876       61860        78        9401        0          0          0          0          0          0          0          0          0          0     
   63.3      368281    1000000     42723      522677     16909      357443      919       64024        74        8835        0          0          0          0          0          0          0          0          0          0     
