 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       94226      100000       5          25         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1       29404      100000      3785      63176       1791      50439       233       19642        60        8129        0          0          0          0          0          0          0          0          0          0     
   0.2       29260      100000      3807      63439       1817      50599       213       19011        59        8785        0          0          0          0          0          0          0          0          0          0     
   0.3       29021      100000      3736      63675       1742      50708       232       20498        61        9110        0          0          0          0          0          0          0          0          0          0     
   0.4       28940      100000      3808      63729       1823      50848       228       20399        60        9079        0          0          0          0          0          0          0          0          0          0     
   0.5       29164      100000      3745      63440       1812      50964       230       19995        52        7751        0          0          0          0          0          0          0          0          0          0     
   0.6       29155      100000      3836      63857       1797      50694       221       19329        60        8365        0          0          0          0          0          0          0          0          0          0     
   0.7       29190      100000      3803      63509       1779      50559       235       20028        52        7832        0          0          0          0          0          0          0          0          0          0     
   0.8       28881      100000      3725      64022       1812      51624       229       19855        56        8302        0          0          0          0          0          0          0          0          0          0     
   0.9       29279      100000      3768      63334       1770      50394       230       20467        67        9537        0          0          0          0          0          0          0          0          0          0     
   1.0       29068      100000      3760      63677       1808      51136       219       20265        65        9830        1         536         0          0          0          0          0          0          0          0     
   1.1       28983      100000      3741      63759       1765      51096       241       21391        63        9360        0          0          0          0          0          0          0          0          0          0     
   1.2       29246      100000      3842      63603       1797      50313       218       19178        56        8104        0          0          0          0          0          0          0          0          0          0     
   1.3       28943      100000      3745      63971       1791      51334       236       21009        65        9633        0          0          0          0          0          0          0          0          0          0     
   1.4       29351      100000      3725      63222       1800      50845       219       19232        49        7536        0          0          0          0          0          0          0          0          0          0     
   1.5       29208      100000      3714      63249       1783      50742       229       19977        46        7567        1         598         0          0          0          0          0          0          0          0     
   1.6       29567      100000      3795      62882       1784      50012       234       20392        58        8184        0          0          0          0          0          0          0          0          0          0     
   1.7       29296      100000      3831      63499       1793      50471       226       19632        54        7645        0          0          0          0          0          0          0          0          0          0     
   1.8       29177      100000      3751      63505       1788      50863       239       20540        55        8344        0          0          0          0          0          0          0          0          0          0     
   1.9       29025      100000      3723      63647       1765      50985       232       20661        57        8652        0          0          0          0          0          0          0          0          0          0     
   2.0       29210      100000      3820      63651       1822      50729       233       19701        47        7090        0          0          0          0          0          0          0          0          0          0     
   2.1       29375      100000      3778      63296       1780      50487       237       20780        58        8474        0          0          0          0          0          0          0          0          0          0     
   2.2       29012      100000      3694      63613       1789      51436       238       20876        62        8848        0          0          0          0          0          0          0          0          0          0     
   2.3       29286      100000      3788      63347       1800      50439       219       19697        59        9023        0          0          0          0          0          0          0          0          0          0     
   2.4       29248      100000      3728      63332       1723      50504       245       21528        64        9351        0          0          0          0          0          0          0          0          0          0     
   2.5       29362      100000      3715      63240       1760      50645       234       20525        64        9131        0          0          0          0          0          0          0          0          0          0     
