 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       89614      100000       34        180         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1       17500      100000      2432      78505       1268      70937       316       51450       172       41034        10        6638        0          0          0          0          0          0          0          0     
   0.2       17500      100000      2386      78584       1231      71096       305       52077       160       41793        17       11706        2         2169        0          0          0          0          0          0     
   0.3       17316      100000      2430      78680       1221      70916       289       52324       150       42738        19       14859        6         6703        0          0          0          0          0          0     
   0.4       17558      100000      2355      78115       1196      70734       292       51866       150       42396        18       16024        4         5922        0          0          0          0          0          0     
   0.5       17912      100000      2365      77684       1238      70466       305       52087       156       41702        16       13131        4         4976        0          0          0          0          0          0     
   0.6       17413      100000      2392      78656       1241      71258       289       52113       158       42689        18       15635        4         5956        0          0          0          0          0          0     
   0.7       17464      100000      2446      78606       1257      70898       302       51796       152       41622        14       14260        7         9243        0          0          0          0          0          0     
   0.8       17661      100000      2420      78249       1230      70621       286       51874       134       41304        15       15299        6         9263        0          0          0          0          0          0     
   0.9       17706      100000      2403      78126       1253      70751       289       51006       142       41184        22       18209        3         4902        0          0          0          0          0          0     
   1.0       17881      100000      2482      77831       1254      69960       269       50221       121       40104        20       19865        7        11100        0          0          0          0          0          0     
   1.1       17851      100000      2434      77870       1224      70067       256       50839       124       41642        17       20432        7        12223        0          0          0          0          0          0     
   1.2       18109      100000      2437      77537       1225      69740       262       50549       134       41685        16       18942        6        11741        0          0          0          0          0          0     
   1.3       18222      100000      2450      77244       1298      69853       266       48518       120       38534        18       18811        5        10655        1         5205        0          0          0          0     
   1.4       18372      100000      2446      76963       1241      69270       243       49566       112       40278        15       20608        8        15836        1         6033        0          0          0          0     
   1.5       18680      100000      2447      76569       1226      68791       253       49328       115       39909        16       21123        6        13855        1         6928        0          0          0          0     
   1.6       18546      100000      2511      77042       1262      69028       253       49035       119       39726        16       21226        5        14304        1         8039        0          0          0          0     
   1.7       18723      100000      2547      76840       1293      68851       227       48137        92       38687        16       23959        5        16515        1         9154        0          0          0          0     
   1.8       19248      100000      2603      76120       1271      67592       235       47023       108       38307        9        21629        7        20275        1        10232        1        10232        0          0     
