 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       581372    1000000      2939      269689       17       253701       1        253523       1        253523       1        253523       1        253523       1        253523       1        253523       1        253523  
   1.7       283209    1000000     37759      622272     12864      463109       99       259426       1        253604       1        253604       1        253604       1        253604       1        253604       1        253604  
   3.3       283004    1000000     37722      622890     12876      463404       84       257181       2        252412       1        252312       1        252312       1        252312       1        252312       1        252312  
   5.0       283878    1000000     37687      621970     12914      463409      106       256765       1        250528       1        250528       1        250528       1        250528       1        250528       1        250528  
   6.7       284133    1000000     37894      621357     12936      461575      109       254524       1        247848       1        247848       1        247848       1        247848       1        247848       1        247848  
   8.3       284211    1000000     37851      621475     13020      462181      144       253142       3        244784       1        244538       1        244538       1        244538       1        244538       1        244538  
   10.0      284902    1000000     38055      621254     13327      462708      139       249572       4        241662       1        241338       1        241338       1        241338       1        241338       1        241338  
   11.7      285829    1000000     38219      620081     13317      460466      133       246652       7        239080       1        238357       1        238357       1        238357       1        238357       1        238357  
   13.3      286457    1000000     38183      618495     13373      459176      145       245422       5        237007       1        236536       1        236536       1        236536       1        236536       1        236536  
   15.0      286744    1000000     38293      617364     13153      456030      163       244881       3        235122       1        234904       1        234904       1        234904       1        234904       1        234904  
   16.7      287517    1000000     38496      617390     13465      457419      131       241133       5        233569       2        233215       2        233215       1        230835       1        230835       1        230835  
   18.3      288429    1000000     38657      616484     13365      454281      150       241122       6        232528       2        232049       2        232049       1        229611       1        229611       1        229611  
   20.0      288399    1000000     38410      615836     13316      455140      149       239983       5        231463       2        230993       2        230993       2        230993       1        223946       1        223946  
   21.7      289257    1000000     38611      615201     13354      452925      132       239038       5        231230       4        231129       3        230548       1        226194       1        226194       1        226194  
   23.3      288746    1000000     38665      615583     13281      452992      133       239585       5        231887       2        231205       2        231205       2        231205       2        231205       1        214807  
   25.0      288976    1000000     38403      614992     13193      453015      146       240531       4        232037       4        232037       4        232037       3        230317       2        223015       1        212936  
   26.7      289674    1000000     38336      614346     13148      452748      120       239329       7        232629       4        232298       4        232298       2        227646       2        227646       1        217511  
   28.3      289370    1000000     38449      614931     13248      453338      128       238953       7        231745       5        231314       5        231314       3        227425       2        219922       1        209755  
   30.0      289297    1000000     38453      614526     13263      453076      137       240097       6        232141       6        232141       6        232141       4        228359       3        220901       2        210589  
   31.7      289175    1000000     38517      615086     13332      453566      135       240114       14       232860       11       232266       11       232266       6        221811       4        211100       2        170672  
   33.3      290074    1000000     38215      613132     13098      451786      146       241830       17       234057       14       233743       14       233743       9        222320       6        202250       1        85412   
   35.0      290069    1000000     38210      613378     13020      452228      157       244203       12       235325       12       235325       12       235325       7        222378       5        208498       1        85733   
   36.7      290020    1000000     38277      613449     13076      452197      121       242757       12       236367       10       236135       10       236135       6        223346       4        209571       2        153760  
   38.3      289582    1000000     38227      613817     12938      451957      130       244284       14       237235       14       237235       14       237235       8        220564       7        210658       0          0     
   40.0      290661    1000000     38024      612102     12883      451001      130       244848       14       237957       13       237634       13       237634       8        223573       6        210129       1        58784   
   41.7      290049    1000000     38092      613517     12828      451638      133       245570       14       238388       14       238388       14       238388       10       229620       6        201201       1        59209   
   43.3      290808    1000000     38082      612615     12813      451088      130       246111       16       239350       13       239023       12       238081       9        228133       7        214754       1        59573   
   45.0      289971    1000000     38151      613993     12954      452367      129       245702       16       238990       14       238787       13       238046       9        225316       6        202095       1        59676   
   46.7      290028    1000000     37953      613339     12837      452240      143       247707       16       240207       12       239796       11       239241       9        234324       7        221138       1        60176   
   48.3      290045    1000000     37879      613154     12784      452703      139       247636       13       240228       12       239891       12       239891       8        227083       6        213912       1        60284   
   50.0      290040    1000000     37652      613215     12866      454139      122       248071       12       241520       10       241119       10       241119       7        232783       5        219415       2        119809  
   51.7      290186    1000000     37882      612952     12875      452833      106       247448       15       241900       11       241419       11       241419       8        233445       6        220198       1        59310   
   53.3      290422    1000000     37835      612991     12830      452928      106       248148       10       242460       10       242460       10       242460       7        236895       7        236895       1        82524   
   55.0      289969    1000000     37778      612957     12748      452690      120       249905       12       243606       11       243478       11       243478       8        238136       8        238136       1        59466   
   56.7      290549    1000000     37690      612941     12638      452541      121       250743       12       244195       11       244091       11       244091       8        239191       8        239191       1        59678   
   58.3      290520    1000000     37509      611808     12616      452670      116       251214       12       244892       11       244771       9        243103       8        240325       8        240325       1        59866   
   60.0      290152    1000000     37386      612509     12695      454239      133       253232       12       245923       11       245815       9        244507       8        241733       8        241733       1        60236   
