 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       94226      100000       5          25         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1       28541      100000      4008      64419       1925      51048       223       18340        47        6432        0          0          0          0          0          0          0          0          0          0     
   0.2       28443      100000      3956      64411       1885      51019       215       18661        47        7073        0          0          0          0          0          0          0          0          0          0     
   0.3       28541      100000      3942      64167       1893      50911       219       18334        48        6749        0          0          0          0          0          0          0          0          0          0     
   0.4       28344      100000      3897      64641       1888      51652       221       19199        49        7478        0          0          0          0          0          0          0          0          0          0     
   0.5       28436      100000      3914      64377       1846      50917       227       19736        56        7843        0          0          0          0          0          0          0          0          0          0     
   0.6       28376      100000      3904      64610       1855      51375       221       19742        61        9203        0          0          0          0          0          0          0          0          0          0     
   0.7       28447      100000      3950      64481       1908      51328       214       17970        49        7278        0          0          0          0          0          0          0          0          0          0     
   0.8       28549      100000      3985      64438       1924      51169       214       18086        43        6587        0          0          0          0          0          0          0          0          0          0     
   0.9       28283      100000      3970      64684       1881      51242       208       18070        48        7067        0          0          0          0          0          0          0          0          0          0     
   1.0       28547      100000      3924      64061       1890      51066       214       17677        42        6358        0          0          0          0          0          0          0          0          0          0     
   1.1       28284      100000      3851      64599       1814      51312       237       20396        55        8069        0          0          0          0          0          0          0          0          0          0     
   1.2       28277      100000      3973      64898       1878      51468       220       18955        59        8269        0          0          0          0          0          0          0          0          0          0     
   1.3       28185      100000      3841      64910       1889      52362       208       18990        52        8257        0          0          0          0          0          0          0          0          0          0     
   1.4       28337      100000      3916      64255       1852      50928       224       19334        56        7878        0          0          0          0          0          0          0          0          0          0     
   1.5       28008      100000      3900      64753       1877      51628       232       19438        55        7629        0          0          0          0          0          0          0          0          0          0     
   1.6       28450      100000      3939      64433       1896      51357       225       18778        50        7050        0          0          0          0          0          0          0          0          0          0     
   1.7       28513      100000      3977      64380       1890      50934       221       18475        51        6716        0          0          0          0          0          0          0          0          0          0     
