 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       291118     523679    1000000      5008      319327       46       291597       1        291118       1        291118       1        291118       1        291118       1        291118       1        291118       1        291118  
   1.7       290839     236406    1000000     35331      693877     14392      558506      287       308471       5        291267       1        290839       1        290839       1        290839       1        290839       1        290839  
   3.3       290490     236274    1000000     34578      692414     14143      560642      414       316754       13       291835       1        290490       1        290490       1        290490       1        290490       1        290490  
   5.0       289784     235761    1000000     34428      694100     14168      563855      459       319612       21       292158       1        289784       1        289784       1        289784       1        289784       1        289784  
   6.7       289086     235721    1000000     34526      694368     14164      563385      435       317661       29       292324       1        289086       1        289086       1        289086       1        289086       1        289086  
   8.3       287867     237131    1000000     34289      692049     14043      561524      468       318773       24       290703       1        287867       1        287867       1        287867       1        287867       1        287867  
   10.0      286281     236550    1000000     34389      692638     14087      562005      471       317382       23       288870       1        286281       1        286281       1        286281       1        286281       1        286281  
   11.7      285427     236446    1000000     34702      694065     14313      562879      494       317443       23       288015       1        285427       1        285427       1        285427       1        285427       1        285427  
   13.3      283305     237003    1000000     34589      692610     14150      560809      514       317065       25       286209       1        283305       1        283305       1        283305       1        283305       1        283305  
   15.0      281646     236556    1000000     34520      692627     14135      561370      539       317732       37       285760       1        281646       1        281646       1        281646       1        281646       1        281646  
   16.7      280317     237463    1000000     34783      692259     14151      559423      519       314866       35       284403       1        280317       1        280317       1        280317       1        280317       1        280317  
   18.3      278182     237294    1000000     34501      691631     14382      562084      517       312613       29       281669       1        278182       1        278182       1        278182       1        278182       1        278182  
   20.0      276697     237712    1000000     34520      691755     14327      561999      567       313909       30       280028       1        276697       1        276697       1        276697       1        276697       1        276697  
   21.7      275899     238226    1000000     34488      690302     14249      559688      550       312199       23       278655       1        275899       1        275899       1        275899       1        275899       1        275899  
   23.3      272948     237984    1000000     34963      692535     14442      560480      523       307964       39       277725       1        272948       1        272948       1        272948       1        272948       1        272948  
   25.0      271605     238110    1000000     34863      690688     14428      558972      560       309022       33       275551       1        271605       1        271605       1        271605       1        271605       1        271605  
   26.7      270655     238672    1000000     34761      689772     14479      558618      564       308018       32       274346       1        270655       1        270655       1        270655       1        270655       1        270655  
   28.3      267598     239781    1000000     35238      689048     14443      555405      571       305921       32       272025       1        267598       1        267598       1        267598       1        267598       1        267598  
   30.0      264287     239285    1000000     35183      690074     14477      556880      559       304657       35       271242       3        267454       2        266897       1        264287       1        264287       1        264287  
   31.7      263314     239573    1000000     34871      688959     14498      557790      545       303705       47       272070       2        265901       2        265901       1        263314       1        263314       1        263314  
   33.3      260901     239654    1000000     35143      689078     14627      556951      598       303727       50       268995       3        263054       2        262505       1        260901       1        260901       1        260901  
   35.0      260785     240659    1000000     35097      687548     14586      555633      606       302967       50       267325       2        261634       1        260785       1        260785       1        260785       1        260785  
   36.7      252493     240860    1000000     35202      687299     14657      554858      610       302020       62       266861       5        259355       3        258099       1        252493       1        252493       1        252493  
   38.3      243543     240682    1000000     35449      688534     14851      555388      561       298524       38       264184       3        259630       3        259630       2        255360       2        255360       1        243543  
   40.0      252639     240937    1000000     35360      687565     14742      554612      610       298070       52       262735       4        256559       3        255942       1        252639       1        252639       1        252639  
   41.7      246271     242219    1000000     35213      686241     14742      554466      626       299376       54       262529       7        256586       4        254433       1        246271       1        246271       1        246271  
   43.3      244579     241704    1000000     35505      687120     14803      553833      589       296178       56       262352       7        256322       6        255621       1        244579       1        244579       1        244579  
   45.0      218368     242217    1000000     35538      686480     14834      552803      627       296580       52       259968       9        254622       8        254066       4        245856       2        232324       1        218368  
   46.7      225153     242708    1000000     35620      685349     14821      551487      611       295291       57       259810       11       254083       9        252515       2        231431       1        225153       1        225153  
