 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       387875     418942    1000000      7752      433071      161       389634       1        387875       1        387875       1        387875       1        387875       1        387875       1        387875       1        387875  
   1.7       388004     166963    1000000     28929      787304     13465      687355      871       447527       69       396026       1        388004       1        388004       1        388004       1        388004       1        388004  
   3.3       387115     167989    1000000     28856      786220     13331      685773      867       448629       93       398382       1        387115       1        387115       1        387115       1        387115       1        387115  
   5.0       386344     168483    1000000     28764      783953     13229      683267      868       448380       92       397818       1        386344       1        386344       1        386344       1        386344       1        386344  
   6.7       384294     168964    1000000     28696      783775     13241      683765      915       450524      100       397055       1        384294       1        384294       1        384294       1        384294       1        384294  
   8.3       382093     169839    1000000     28885      783021     13318      682636      914       448257      107       395498       1        382093       1        382093       1        382093       1        382093       1        382093  
   10.0      379389     170690    1000000     29116      782032     13255      679287      911       445028       96       391783       1        379389       1        379389       1        379389       1        379389       1        379389  
   11.7      376192     171839    1000000     29139      779952     13421      678146      909       441170       98       388260       1        376192       1        376192       1        376192       1        376192       1        376192  
   13.3      372529     172282    1000000     29240      779549     13441      677200      964       441780      109       386325       1        372529       1        372529       1        372529       1        372529       1        372529  
   15.0      368912     173878    1000000     29557      778060     13575      674831      928       436011      102       381384       1        368912       1        368912       1        368912       1        368912       1        368912  
   16.7      366658     174667    1000000     29619      776591     13611      672914      933       431556       79       376311       1        366658       1        366658       1        366658       1        366658       1        366658  
   18.3      364565     175623    1000000     29857      775278     13618      669946      907       429580      103       377008       1        364565       1        364565       1        364565       1        364565       1        364565  
   20.0      362204     177151    1000000     29844      773369     13566      668191      895       428936      107       377219       2        363541       2        363541       1        362204       1        362204       1        362204  
   21.7      356608     177613    1000000     29537      772199     13522      668569      954       432215      100       376696       3        363881       3        363881       2        362621       1        356608       1        356608  
   23.3      349874     177710    1000000     29937      772356     13516      666246      892       428150      112       377262       4        363882       4        363882       3        361186       1        349874       1        349874  
   25.0      352996     178197    1000000     29763      771865     13423      666096      901       429516      110       377973       3        364135       3        364135       3        364135       1        352996       1        352996  
   26.7      354350     178140    1000000     29700      771528     13525      666876      857       425919       99       376083       4        364229       4        364229       2        360375       1        354350       1        354350  
   28.3      301953     179893    1000000     29824      769374     13508      664071      871       427645      114       378948       5        365277       5        365277       4        362682       2        350934       1        301953  
   30.0      251770     178494    1000000     29549      770538     13357      665604      891       429569      105       378355       7        366190       6        365607       3        359105       2        353089       2        353089  
   31.7      248344     179422    1000000     29575      769340     13349      664726      868       429545      116       381033       6        367236       6        367236       4        363292       2        350173       2        350173  
   33.3      244326     179607    1000000     29455      769192     13333      665283      873       430303      108       380570       7        368028       6        367128       3        360376       3        360376       2        345111  
   35.0      292959     180340    1000000     29768      767874     13190      660637      818       428467      110       381979       5        369361       4        368528       3        365692       2        357872       2        357872  
   36.7      335012     179660    1000000     29383      768980     13065      663591      850       432017      112       384245       7        370909       6        369960       4        364073       2        348631       1        335012  
   38.3      204452     179970    1000000     29367      768170     13031      662486      834       432468       97       384130       7        372962       7        372962       5        367028       3        354108       2        340281  
