 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       340440     473672    1000000      5936      374198       71       341186       1        340440       1        340440       1        340440       1        340440       1        340440       1        340440       1        340440  
   1.7       340516     201120    1000000     32923      740285     14206      619369      487       371536       19       342564       1        340516       1        340516       1        340516       1        340516       1        340516  
   3.3       339607     201767    1000000     32946      739241     13976      616486      510       373448       36       343911       1        339607       1        339607       1        339607       1        339607       1        339607  
   5.0       337792     201939    1000000     32715      738971     14004      618241      557       373900       27       340738       1        337792       1        337792       1        337792       1        337792       1        337792  
   6.7       335908     202260    1000000     32675      737943     14057      617817      581       374020       36       339921       1        335908       1        335908       1        335908       1        335908       1        335908  
   8.3       332152     203750    1000000     32925      735615     14016      613349      555       368998       33       335950       1        332152       1        332152       1        332152       1        332152       1        332152  
   10.0      328948     204454    1000000     33185      735348     14100      612395      582       367789       33       332878       1        328948       1        328948       1        328948       1        328948       1        328948  
   11.7      326571     206188    1000000     33109      732023     14161      609499      547       362746       31       330205       1        326571       1        326571       1        326571       1        326571       1        326571  
   13.3      322308     206590    1000000     33412      732119     14257      608191      574       360621       38       326703       1        322308       1        322308       1        322308       1        322308       1        322308  
   15.0      320747     208090    1000000     33628      730008     14122      604141      555       358238       34       324518       1        320747       1        320747       1        320747       1        320747       1        320747  
   16.7      319857     209266    1000000     33619      728674     14261      603652      508       353938       43       324872       1        319857       1        319857       1        319857       1        319857       1        319857  
   18.3      312773     209259    1000000     33572      728684     14166      603187      557       356275       33       323124       2        319348       2        319348       2        319348       1        312773       1        312773  
   20.0      312935     209434    1000000     33373      728400     14045      603339      589       359206       35       323678       2        319598       2        319598       2        319598       1        312935       1        312935  
   21.7      313358     209655    1000000     33585      727766     14219      602767      531       355190       28       323393       2        320108       2        320108       2        320108       1        313358       1        313358  
   23.3      306897     210176    1000000     33529      727297     14079      601859      562       357176       34       323656       3        319990       3        319990       3        319990       1        306897       1        306897  
   25.0      303089     210696    1000000     33543      725801     14018      599842      556       356556       39       324478       5        320367       4        319544       3        316329       1        303089       1        303089  
   26.7      270469     211213    1000000     33425      725679     13988      600184      542       357497       35       325298       4        321246       3        320575       3        320575       2        313707       1        270469  
   28.3      271347     211520    1000000     33250      724746     13875      599713      578       360501       36       326140       4        321970       4        321970       4        321970       2        308497       1        271347  
   30.0      292937     211239    1000000     33092      724895     13880      600680      568       361508       39       328169       5        324001       5        324001       5        324001       2        304488       1        292937  
   31.7      195964     211690    1000000     33425      724613     13795      597592      518       359495       31       328877       7        325693       7        325693       7        325693       4        305934       2        268334  
   33.3      261399     212147    1000000     32925      723466     13661      599215      531       363165       42       332222       6        327914       5        326966       5        326966       4        320524       1        261399  
   35.0      267806     212151    1000000     33082      724371     13672      599249      537       364900       40       333566       7        329495       7        329495       6        325814       3        305595       1        267806  
   36.7      182711     212159    1000000     32755      723671     13637      600306      507       364667       40       334863       9        330973       9        330973       8        327239       5        306977       2        255696  
   38.3      168404     212964    1000000     32937      722467     13453      596934      486       364544       39       336180       8        332551       8        332551       7        328754       6        321742       2        248434  
   40.0      182692     212578    1000000     32620      722672     13387      598939      503       367264       33       337317       6        334171       6        334171       5        330228       3        316536       3        316536  
   41.7      183285     213060    1000000     32589      721797     13442      598170      488       367171       26       337784       6        335296       6        335296       5        331287       3        317926       2        296505  
   43.3      184205     212347    1000000     32312      722282     13384      600053      466       367149       37       340037       7        336363       7        336363       6        332309       4        318953       2        257911  
   45.0      175190     212495    1000000     32498      722678     13280      598623      461       368228       34       341074       9        338237       9        338237       7        330889       5        317303       2        249020  
   46.7      172465     213106    1000000     32454      722014     13330      598851      466       369783       31       342247       8        339261       8        339261       6        331984       4        318412       2        276395  
   48.3      141360     213523    1000000     32456      721472     13060      596498      461       370885       32       343478       9        340794       9        340794       8        336805       6        323236       2        228246  
   50.0      187645     212935    1000000     32357      722386     13084      598372      477       373997       37       345953       7        342402       7        342402       6        338500       4        324701       2        274891  
   51.7      147015     212952    1000000     32304      721651     13135      598204      458       373446       35       346444       9        343259       9        343259       8        339425       5        316801       2        234296  
   53.3      156141     213491    1000000     32300      721444     12954      596596      461       374562       34       347311       8        344223       8        344223       7        340482       5        326547       2        243769  
   55.0      151565     213494    1000000     32070      720755     12982      597678      452       376272       42       350193       7        346129       7        346129       7        346129       4        322973       2        271494  
   56.7      160999     213518    1000000     31848      720474     12856      598004      472       377749       27       349380       6        346986       6        346986       6        346986       3        324724       2        291552  
   58.3      215361     213679    1000000     32028      720853     12892      597317      439       376990       34       351578       6        348046       6        348046       5        344457       3        329854       2        296239  
   60.0      156282     213292    1000000     32040      721167     12778      597114      432       377841       27       352096       9        349889       9        349889       7        344261       4        322004       3        288018  
   61.7      151230     213076    1000000     31485      720749     12720      600001      478       382084       37       353970       10       350868       10       350868       8        346911       5        323245       2        241190  
   63.3      148572     213793    1000000     31752      720141     12649      597059      431       380220       35       355060       13       352329       13       352329       9        343826       5        312762       2        231414  
   65.0      183977     213725    1000000     31610      719883     12492      596791      427       381686       37       357378       10       353968       10       353968       7        347093       3        316019       2        267503  
   66.7      171235     213862    1000000     31603      719440     12431      596153      419       382715       34       358434       10       355580       9        354690       7        351368       4        328004       2        263386  
   68.3      171982     213834    1000000     31160      719095     12446      598465      424       385141       37       360368       9        356999       9        356999       7        354005       4        330597       2        264706  
   70.0      207956     213535    1000000     31358      720004     12419      598059      426       386099       32       361195       8        358278       8        358278       6        355644       3        332122       2        301237  
   71.7      205331     213489    1000000     31134      719919     12548      600702      405       385608       38       362686       9        359089       8        358176       6        353539       3        329976       2        298986  
   73.3      215390     214288    1000000     31319      719069     12424      597461      397       385596       31       362617       6        359463       5        358679       4        355446       3        349124       2        318019  
   75.0      292659     213611    1000000     31276      720431     12239      597807      451       389783       35       363647       8        360607       7        359959       5        355783       3        341932       1        292659  
   76.7      293940     215194    1000000     31143      717445     12285      595988      403       388017       33       364587       7        361192       6        360265       5        357084       3        343405       1        293940  
   78.3      311016     213885    1000000     30978      718452     12263      598048      405       389316       33       365900       7        362671       6        362073       5        358906       3        345086       1        311016  
   80.0      328557     215053    1000000     30992      717431     12193      596555      383       389191       27       366916       5        363974       5        363974       4        360791       2        346980       1        328557  
   81.7      330705     214088    1000000     30830      718210     12147      598330      391       392214       36       369557       5        365995       5        365995       4        362898       2        349154       1        330705  
   83.3      350876     214069    1000000     30797      718452     12156      598682      381       392619       22       369896       4        367694       4        367694       3        364609       1        350876       1        350876  
   85.0      351801     214910    1000000     30790      717948     12065      598049      358       392394       33       371935       4        368541       4        368541       3        365515       1        351801       1        351801  
   86.7      352765     214523    1000000     30672      717764     11898      597044      375       393452       23       371608       4        369324       4        369324       3        366431       1        352765       1        352765  
   88.3      335570     214389    1000000     30778      718589     11870      597225      345       393063       26       373140       5        370477       5        370477       4        367694       2        354076       1        335570  
   90.0      295030     215208    1000000     30596      716451     11832      595724      351       394553       27       373988       6        371408       6        371408       5        368744       3        355269       1        295030  
   91.7      356522     215141    1000000     30777      717595     11801      595932      331       394151       23       374782       4        372533       4        372533       3        369935       1        356522       1        356522  
   93.3      357781     214127    1000000     30707      719384     11899      598322      352       396585       22       375829       4        373546       4        373546       3        371124       1        357781       1        357781  
   95.0      358913     215182    1000000     30578      716859     11697      595863      366       398337       20       376581       4        374647       4        374647       3        372301       1        358913       1        358913  
   96.7      268495     214445    1000000     30444      718487     11686      597810      372       400215       23       378320       5        376180       5        376180       4        373937       2        360503       2        360503  
   98.3      361869     214097    1000000     30301      718092     11774      599178      353       400529       22       379745       4        377656       4        377656       3        375403       1        361869       1        361869  
  100.0      362788     215298    1000000     30263      716213     11641      596390      322       398966       20       380171       4        378371       4        378371       3        376112       1        362788       1        362788  
  101.7      363821     214830    1000000     30238      716760     11604      596982      336       401119       21       381274       4        379343       4        379343       3        377213       1        363821       1        363821  
  103.3      365178     214379    1000000     30138      717403     11536      597925      340       402811       19       382375       4        380691       4        380691       3        378655       1        365178       1        365178  
  105.0      274636     214893    1000000     30195      717225     11477      596672      356       404443       24       383696       4        381354       4        381354       4        381354       2        368038       2        368038  
  106.7      367591     215449    1000000     29976      716059     11511      597489      335       403751       16       383931       4        382529       4        382529       3        380793       1        367591       1        367591  
  108.3      370793     215964    1000000     29985      714618     11328      594705      324       404400       15       385363       3        383907       3        383907       3        383907       1        370793       1        370793  
  110.0      276020     215424    1000000     29810      715390     11363      597041      313       404908       15       386166       5        385035       5        385035       4        383497       2        370403       2        370403  
  111.7      276818     215732    1000000     29918      715254     11308      595708      303       405611       20       387549       5        385845       5        385845       4        384564       2        371446       2        371446  
  113.3      277342     215816    1000000     29767      715342     11276      596469      317       407065       17       388243       5        386605       5        386605       4        385542       2        372396       2        372396  
  115.0      278256     215442    1000000     29852      716199     11325      597109      285       406403       19       389515       5        387846       4        386922       4        386922       2        373811       2        373811  
  116.7      278833     216034    1000000     29809      714588     11180      595029      302       407132       16       389507       5        388230       4        387626       4        387626       2        374664       2        374664  
  118.3      280100     215941    1000000     29758      715113     11166      595447      295       408687       23       391597       4        389100       4        389100       4        389100       2        376351       2        376351  
  120.0      385121     215630    1000000     29420      714345     11066      596677      301       410604       24       393139       2        390554       2        390554       2        390554       1        385121       1        385121  
