 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0         5        94226      100000       5          25         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1        265       27440      100000      4408      65180       2052      50009       187       14497        27        3605        0          0          0          0          0          0          0          0          0          0     
   0.2        194       27429      100000      4370      65450       2066      50513       182       14055        32        4201        0          0          0          0          0          0          0          0          0          0     
   0.3        226       27342      100000      4339      65387       2106      50833       171       12956        27        3527        0          0          0          0          0          0          0          0          0          0     
   0.4        274       27423      100000      4373      65526       2072      50798       178       14119        36        4605        0          0          0          0          0          0          0          0          0          0     
   0.5        163       27182      100000      4376      65621       2085      50775       187       13958        29        3467        0          0          0          0          0          0          0          0          0          0     
   0.6        182       27276      100000      4414      65391       2109      50429       182       13465        26        3154        0          0          0          0          0          0          0          0          0          0     
   0.7        224       27479      100000      4349      65320       2078      50587       183       13778        26        3517        0          0          0          0          0          0          0          0          0          0     
   0.8        236       27654      100000      4494      65117       2114      49859       184       13017        18        2381        0          0          0          0          0          0          0          0          0          0     
   0.9        255       27430      100000      4451      65347       2097      50187       185       14026        26        3548        0          0          0          0          0          0          0          0          0          0     
   1.0        190       27441      100000      4455      65435       2094      50219       174       13442        27        3435        0          0          0          0          0          0          0          0          0          0     
   1.1        441       27126      100000      4299      65614       2050      51041       186       15316        37        5522        0          0          0          0          0          0          0          0          0          0     
   1.2        206       27214      100000      4364      65666       2088      50983       198       14887        29        3817        0          0          0          0          0          0          0          0          0          0     
   1.3        372       27109      100000      4336      65960       2029      51062       202       15885        36        4794        0          0          0          0          0          0          0          0          0          0     
   1.4        229       27345      100000      4369      65646       2051      50576       178       13390        25        3077        0          0          0          0          0          0          0          0          0          0     
   1.5        231       27270      100000      4403      65688       2045      50472       192       14684        28        3631        0          0          0          0          0          0          0          0          0          0     
   1.6        261       27188      100000      4389      65673       2044      50522       189       14714        30        3968        0          0          0          0          0          0          0          0          0          0     
   1.7        221       27206      100000      4340      65518       2083      51036       185       14564        33        4434        0          0          0          0          0          0          0          0          0          0     
   1.8        222       27121      100000      4311      65441       2058      50743       188       14641        28        3868        0          0          0          0          0          0          0          0          0          0     
   1.9        215       27363      100000      4368      65399       2040      50294       182       14575        30        4111        0          0          0          0          0          0          0          0          0          0     
   2.0        234       27398      100000      4329      65359       2044      50630       180       14621        42        5657        0          0          0          0          0          0          0          0          0          0     
   2.1        179       27418      100000      4384      65694       2101      50794       184       13849        25        3084        0          0          0          0          0          0          0          0          0          0     
   2.2        292       27031      100000      4355      65964       2058      51103       209       15914        27        3655        0          0          0          0          0          0          0          0          0          0     
   2.3        257       27292      100000      4392      65620       2108      50874       174       13053        26        3442        0          0          0          0          0          0          0          0          0          0     
   2.4        196       27313      100000      4316      65272       2073      50723       175       13006        24        2992        0          0          0          0          0          0          0          0          0          0     
