 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       334212     583326    1000000      581       337322       2        334222       1        334212       1        334212       1        334212       1        334212       1        334212       1        334212       1        334212  
   0.2       337953     206119    1000000     26805      742032     12486      649598      1254      431849      187       360770       1        337953       1        337953       1        337953       1        337953       1        337953  
   0.3       342003     206637    1000000     26217      740906     12118      650267      1239      439737      223       371398       1        342003       1        342003       1        342003       1        342003       1        342003  
   0.5       345847     206527    1000000     26088      740972     11978      650329      1235      443230      214       375552       1        345847       1        345847       1        345847       1        345847       1        345847  
   0.7       349047     206827    1000000     25509      738849     11739      649942      1223      447586      233       380885       1        349047       1        349047       1        349047       1        349047       1        349047  
   0.8       352373     206477    1000000     25657      740457     11623      650099      1185      449620      262       387350       1        352373       1        352373       1        352373       1        352373       1        352373  
   1.0       355403     207066    1000000     25653      739529     11466      648707      1148      450480      248       390532       1        355403       1        355403       1        355403       1        355403       1        355403  
   1.2       358462     207161    1000000     25332      738898     11507      649986      1131      452048      245       392775       1        358462       1        358462       1        358462       1        358462       1        358462  
   1.3       361383     207213    1000000     25181      738662     11450      650437      1085      450694      231       393922       1        361383       1        361383       1        361383       1        361383       1        361383  
   1.5       364399     208335    1000000     25223      737193     11146      646727      1090      454724      236       397149       1        364399       1        364399       1        364399       1        364399       1        364399  
   1.7       367845     207099    1000000     24918      738742     11051      649757      1125      459961      241       400950       1        367845       1        367845       1        367845       1        367845       1        367845  
   1.8       370805     207974    1000000     24807      737539     10974      648679      1093      460719      230       402931       1        370805       1        370805       1        370805       1        370805       1        370805  
   2.0       373577     208364    1000000     24632      737088     10873      648796      1120      462979      221       403413       1        373577       1        373577       1        373577       1        373577       1        373577  
   2.2       376599     207950    1000000     24581      737157     10839      648917      1035      461111      230       407599       1        376599       1        376599       1        376599       1        376599       1        376599  
   2.3       379770     207804    1000000     24536      737807     10806      649540      1036      464349      216       409917       1        379770       1        379770       1        379770       1        379770       1        379770  
   2.5       382518     207367    1000000     24207      738304     10718      651707      1059      469790      229       414751       1        382518       1        382518       1        382518       1        382518       1        382518  
   2.7       385270     208168    1000000     24090      736611     10544      649569      1033      469024      202       413698       1        385270       1        385270       1        385270       1        385270       1        385270  
   2.8       388331     208332    1000000     24091      736093     10499      649046      983       468309      197       415837       1        388331       1        388331       1        388331       1        388331       1        388331  
   3.0       391107     207189    1000000     24154      737869     10510      650343      949       468709      193       417860       1        391107       1        391107       1        391107       1        391107       1        391107  
   3.2       394047     207765    1000000     23948      737021     10352      649805      949       471528      188       420510       1        394047       1        394047       1        394047       1        394047       1        394047  
   3.3       396728     207864    1000000     23890      736791     10420      650719      885       469528      185       422659       1        396728       1        396728       1        396728       1        396728       1        396728  
   3.5       399644     207383    1000000     23711      737833     10220      651041      946       476229      191       425988       1        399644       1        399644       1        399644       1        399644       1        399644  
   3.7       402294     207827    1000000     23642      737098     10172      650665      911       475200      181       426741       1        402294       1        402294       1        402294       1        402294       1        402294  
   3.8       405280     207881    1000000     23415      736152     10045      650017      915       478679      165       428362       1        405280       1        405280       1        405280       1        405280       1        405280  
   4.0       407869     208349    1000000     23263      735261     10019      650414      875       478238      172       431187       1        407869       1        407869       1        407869       1        407869       1        407869  
   4.2       410668     206842    1000000     23237      737925     10062      653512      867       480760      178       435046       1        410668       1        410668       1        410668       1        410668       1        410668  
   4.3       413469     207437    1000000     23111      736920      9775      651202      872       482918      167       436587       1        413469       1        413469       1        413469       1        413469       1        413469  
   4.5       416288     207211    1000000     23067      737872      9698      652165      862       486247      168       439665       1        416288       1        416288       1        416288       1        416288       1        416288  
   4.7       418989     206967    1000000     22926      737534      9664      652659      843       486899      165       441432       1        418989       1        418989       1        418989       1        418989       1        418989  
   4.8       421497     207423    1000000     22692      736142      9556      651927      829       487345      153       441959       1        421497       1        421497       1        421497       1        421497       1        421497  
   5.0       424007     207420    1000000     22622      736455      9583      652800      816       489739      155       445091       1        424007       1        424007       1        424007       1        424007       1        424007  
