 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       296674     523437    1000000      4607      322641       48       297189       1        296674       1        296674       1        296674       1        296674       1        296674       1        296674       1        296674  
   1.7       296678     237201    1000000     35473      691591     14085      553754      271       313121       4        296992       1        296678       1        296678       1        296678       1        296678       1        296678  
   3.3       296681     236775    1000000     34744      690819     13917      556787      372       320068       11       297892       1        296681       1        296681       1        296681       1        296681       1        296681  
   5.0       295569     237123    1000000     34847      690675     13863      555426      361       318690       17       297413       1        295569       1        295569       1        295569       1        295569       1        295569  
   6.7       294142     237360    1000000     34834      690015     13830      554434      377       317969       12       295386       1        294142       1        294142       1        294142       1        294142       1        294142  
   8.3       292303     238022    1000000     34814      690030     13982      556067      397       317672       15       293920       1        292303       1        292303       1        292303       1        292303       1        292303  
   10.0      290395     237951    1000000     35112      689592     13996      553943      375       314586       17       292277       1        290395       1        290395       1        290395       1        290395       1        290395  
   11.7      288309     238944    1000000     35039      687887     13920      551939      377       312698       18       290292       1        288309       1        288309       1        288309       1        288309       1        288309  
   13.3      286003     238323    1000000     35060      688993     14051      553432      409       312340       18       287941       1        286003       1        286003       1        286003       1        286003       1        286003  
   15.0      283470     239259    1000000     35086      687686     14101      552333      404       310013       24       286237       1        283470       1        283470       1        283470       1        283470       1        283470  
   16.7      281336     239606    1000000     35325      688137     14234      552208      409       308246       25       284274       1        281336       1        281336       1        281336       1        281336       1        281336  
   18.3      279385     240398    1000000     35532      686755     14113      548575      424       307412       31       282849       1        279385       1        279385       1        279385       1        279385       1        279385  
   20.0      272406     240703    1000000     35574      686572     14222      548784      418       305518       27       280934       2        277882       2        277882       2        277882       1        272406       1        272406  
   21.7      274850     240976    1000000     35718      686555     14482      549934      411       302612       27       278032       1        274850       1        274850       1        274850       1        274850       1        274850  
   23.3      271254     241775    1000000     35746      684437     14368      546413      417       300046       25       274949       2        272265       2        272265       1        271254       1        271254       1        271254  
   25.0      270635     242767    1000000     35811      684002     14478      546605      390       296413       25       273516       1        270635       1        270635       1        270635       1        270635       1        270635  
   26.7      259165     242231    1000000     35845      684862     14452      547176      453       298864       29       272076       3        268666       3        268666       2        264758       1        259165       1        259165  
   28.3      264256     243725    1000000     35965      682530     14374      543523      447       298018       36       272245       3        268112       2        267292       1        264256       1        264256       1        264256  
   30.0      255568     243495    1000000     35818      682719     14400      544774      453       297061       31       270379       6        267224       4        265536       2        261149       1        255568       1        255568  
   31.7      254552     243719    1000000     35851      682065     14494      544628      425       296173       35       271493       5        267386       4        266641       1        254552       1        254552       1        254552  
   33.3      231801     243798    1000000     36028      682594     14481      543916      440       296433       26       270349       6        267692       5        267066       3        258790       3        258790       1        231801  
   35.0      127027     243822    1000000     36028      682621     14432      543440      465       297791       40       271074       8        266426       7        265781       5        257366       4        249569       2        217383  
   36.7      164000     244294    1000000     35777      681623     14547      544924      452       296300       27       269553       6        266688       5        266133       3        258491       3        258491       2        243213  
   38.3      177264     244657    1000000     35988      680653     14505      542326      420       292606       21       267897       8        265985       8        265985       6        260773       5        253053       1        177264  
   40.0      229296     244478    1000000     35934      681018     14587      543287      408       293503       28       269604       5        266679       5        266679       4        263371       3        254951       1        229296  
   41.7      176776     245124    1000000     36056      680504     14445      541439      472       296716       29       268855       7        266014       7        266014       6        262678       4        246471       1        176776  
   43.3      204856     244947    1000000     36101      680458     14442      541399      450       295026       27       268548       8        266146       8        266146       7        262771       4        241258       1        204856  
