 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       249640     667208    1000000      438       251986       3        249662       1        249640       1        249640       1        249640       1        249640       1        249640       1        249640       1        249640  
   0.2       261664     244042    1000000     35282      684091     14464      550086      575       299820       30       265135       1        261664       1        261664       1        261664       1        261664       1        261664  
   0.3       274356     245625    1000000     34730      680721     14077      548083      476       305252       23       276953       1        274356       1        274356       1        274356       1        274356       1        274356  
   0.5       287340     246004    1000000     33971      680558     13387      547785      470       318438       26       290232       1        287340       1        287340       1        287340       1        287340       1        287340  
   0.7       300327     247338    1000000     33085      677601     12845      547727      439       329356       19       302383       1        300327       1        300327       1        300327       1        300327       1        300327  
   0.8       313424     248061    1000000     32291      675882     12367      548125      393       338723       19       315525       1        313424       1        313424       1        313424       1        313424       1        313424  
   1.0       326216     248204    1000000     31612      674717     11837      547925      325       347459       18       328183       1        326216       1        326216       1        326216       1        326216       1        326216  
   1.2       339909     249458    1000000     30917      672096     11276      546164      284       358460       14       341450       1        339909       1        339909       1        339909       1        339909       1        339909  
   1.3       353294     250342    1000000     30133      669854     10653      545410      236       368154       10       354356       1        353294       1        353294       1        353294       1        353294       1        353294  
   1.5       366825     250046    1000000     29355      669845     10178      547332      213       380503       9        367705       1        366825       1        366825       1        366825       1        366825       1        366825  
   1.7       380552     250404    1000000     28597      668765      9636      547606      168       391006       9        381400       1        380552       1        380552       1        380552       1        380552       1        380552  
   1.8       394272     249936    1000000     27880      668593      9152      548930      123       401955       2        394376       1        394272       1        394272       1        394272       1        394272       1        394272  
   2.0       407987     250596    1000000     27008      667085      8489      549396      100       414265       6        408582       1        407987       1        407987       1        407987       1        407987       1        407987  
   2.2       421958     250278    1000000     26094      666416      8061      551981       64       426105       3        422194       1        421958       1        421958       1        421958       1        421958       1        421958  
   2.3       436031     250399    1000000     25122      666258      7429      553831       59       439730       4        436354       1        436031       1        436031       1        436031       1        436031       1        436031  
   2.5       450439     248986    1000000     24053      666961      6884      558254       52       453532       1        450439       1        450439       1        450439       1        450439       1        450439       1        450439  
   2.7       464505     248722    1000000     23049      667502      6392      562096       37       466583       1        464505       1        464505       1        464505       1        464505       1        464505       1        464505  
   2.8       478440     247532    1000000     21933      667955      5795      565677       26       479910       1        478440       1        478440       1        478440       1        478440       1        478440       1        478440  
   3.0       493087     246016    1000000     20853      669381      5318      571433       18       494066       1        493087       1        493087       1        493087       1        493087       1        493087       1        493087  
   3.2       507048     243982    1000000     20098      672297      4735      575453       8        507499       1        507048       1        507048       1        507048       1        507048       1        507048       1        507048  
   3.3       521006     242775    1000000     18822      672573      4227      580857       5        521224       1        521006       1        521006       1        521006       1        521006       1        521006       1        521006  
   3.5       534801     241076    1000000     17825      675656      3712      587035       4        534984       1        534801       1        534801       1        534801       1        534801       1        534801       1        534801  
   3.7       548657     239019    1000000     16696      677537      3325      594388       2        548724       1        548657       1        548657       1        548657       1        548657       1        548657       1        548657  
   3.8       562111     236912    1000000     15459      679599      2885      601243       3        562217       1        562111       1        562111       1        562111       1        562111       1        562111       1        562111  
   4.0       575671     234667    1000000     14487      684202      2539      609862       2        575725       1        575671       1        575671       1        575671       1        575671       1        575671       1        575671  
   4.2       588991     231700    1000000     13529      688159      2251      618383       1        588991       1        588991       1        588991       1        588991       1        588991       1        588991       1        588991  
   4.3       602033     229063    1000000     12399      691594      1930      627022       1        602033       1        602033       1        602033       1        602033       1        602033       1        602033       1        602033  
   4.5       615094     225332    1000000     11489      696633      1649      636108       1        615094       1        615094       1        615094       1        615094       1        615094       1        615094       1        615094  
