 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       234447     693517    1000000      250       235741       2        234458       1        234447       1        234447       1        234447       1        234447       1        234447       1        234447       1        234447  
   0.2       241341     286764    1000000     35898      625904     13316      480966      247       256839       7        242069       1        241341       1        241341       1        241341       1        241341       1        241341  
   0.3       248855     287869    1000000     35305      625112     13112      482953      253       264663       7        249544       1        248855       1        248855       1        248855       1        248855       1        248855  
   0.5       256280     287046    1000000     34492      625139     12690      485484      277       273978       15       257768       1        256280       1        256280       1        256280       1        256280       1        256280  
   0.7       263529     287425    1000000     33899      623227     12348      485096      249       279429       11       264667       1        263529       1        263529       1        263529       1        263529       1        263529  
   0.8       270538     287238    1000000     33630      624756     12285      488298      207       283751       12       271769       1        270538       1        270538       1        270538       1        270538       1        270538  
   1.0       277886     286852    1000000     33299      624676     11855      487162      195       289867       4        278204       1        277886       1        277886       1        277886       1        277886       1        277886  
   1.2       285272     286493    1000000     32907      625707     11509      489164      215       298519       10       286247       1        285272       1        285272       1        285272       1        285272       1        285272  
   1.3       292590     286831    1000000     32295      624313     11223      489931      211       305839       7        293281       1        292590       1        292590       1        292590       1        292590       1        292590  
   1.5       299660     286338    1000000     31811      624601     10952      491635      208       312692       3        299888       1        299660       1        299660       1        299660       1        299660       1        299660  
   1.7       306779     287355    1000000     31281      622214     10612      490305      181       318057       5        307194       1        306779       1        306779       1        306779       1        306779       1        306779  
   1.8       313937     285700    1000000     30910      625100     10552      495123      157       323543       5        314428       1        313937       1        313937       1        313937       1        313937       1        313937  
   2.0       321200     285419    1000000     30459      625771     10246      497162      150       330712       5        321628       1        321200       1        321200       1        321200       1        321200       1        321200  
   2.2       328311     285249    1000000     30030      624721      9864      495843      134       336959       7        329025       1        328311       1        328311       1        328311       1        328311       1        328311  
   2.3       335266     285692    1000000     29419      623432      9517      496626      141       344055       5        335773       1        335266       1        335266       1        335266       1        335266       1        335266  
   2.5       342607     284550    1000000     29081      625606      9311      499510      112       349517       6        343172       1        342607       1        342607       1        342607       1        342607       1        342607  
   2.7       349907     284832    1000000     28540      624213      8971      500042      105       356153       1        349907       1        349907       1        349907       1        349907       1        349907       1        349907  
   2.8       357193     284965    1000000     28107      623904      8731      500733      107       363757       2        357312       1        357193       1        357193       1        357193       1        357193       1        357193  
