 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       401315     400079    1000000      8881      453731      253       404090       1        401315       1        401315       1        401315       1        401315       1        401315       1        401315       1        401315  
   1.7       400166     159277    1000000     27156      800529     13315      710703      975       465755       57       406552       1        400166       1        400166       1        400166       1        400166       1        400166  
   3.3       400110     158245    1000000     25845      800445     12670      715436      1186      488049      172       421431       1        400110       1        400110       1        400110       1        400110       1        400110  
   5.0       399791     158931    1000000     25618      798699     12364      713005      1215      492753      204       426362       1        399791       1        399791       1        399791       1        399791       1        399791  
   6.7       399332     159101    1000000     25597      798622     12326      712910      1206      493949      214       427495       1        399332       1        399332       1        399332       1        399332       1        399332  
   8.3       399242     159428    1000000     25459      797690     12326      712943      1245      495990      212       427504       1        399242       1        399242       1        399242       1        399242       1        399242  
   10.0      397825     160029    1000000     25632      798018     12135      710592      1254      497600      227       428744       1        397825       1        397825       1        397825       1        397825       1        397825  
   11.7      396677     159784    1000000     25596      797221     12262      711513      1287      497279      218       426082       1        396677       1        396677       1        396677       1        396677       1        396677  
   13.3      395665     160109    1000000     25714      797734     12303      711170      1281      496903      241       427667       1        395665       1        395665       1        395665       1        395665       1        395665  
   15.0      394770     160125    1000000     25735      797094     12375      710836      1278      496235      238       426393       1        394770       1        394770       1        394770       1        394770       1        394770  
   16.7      394683     159971    1000000     25787      798276     12352      711485      1325      497350      233       425206       1        394683       1        394683       1        394683       1        394683       1        394683  
   18.3      392941     161312    1000000     25629      795178     12160      708232      1266      493924      247       425926       1        392941       1        392941       1        392941       1        392941       1        392941  
   20.0      392097     160739    1000000     25750      797144     12150      709369      1320      497093      247       425878       1        392097       1        392097       1        392097       1        392097       1        392097  
   21.7      391340     161145    1000000     25506      795543     12150      709412      1309      496442      264       426256       1        391340       1        391340       1        391340       1        391340       1        391340  
   23.3      390250     161207    1000000     25816      795365     12249      707889      1291      494214      254       424426       1        390250       1        390250       1        390250       1        390250       1        390250  
   25.0      389314     161587    1000000     25744      795175     12293      708186      1297      493326      237       422025       1        389314       1        389314       1        389314       1        389314       1        389314  
   26.7      388066     161261    1000000     25917      796407     12415      709412      1336      494161      236       420715       1        388066       1        388066       1        388066       1        388066       1        388066  
   28.3      385949     162387    1000000     25853      794437     12483      708134      1296      489627      249       419793       1        385949       1        385949       1        385949       1        385949       1        385949  
   30.0      382837     162151    1000000     25853      794411     12551      708389      1301      489837      278       421142       2        383391       1        382837       1        382837       1        382837       1        382837  
   31.7      383023     162465    1000000     26163      795366     12539      706987      1284      485414      236       415580       1        383023       1        383023       1        383023       1        383023       1        383023  
   33.3      381263     162388    1000000     25998      794376     12522      707418      1280      486823      281       420393       1        381263       1        381263       1        381263       1        381263       1        381263  
   35.0      380373     163100    1000000     25968      793207     12394      705739      1322      486938      252       414809       1        380373       1        380373       1        380373       1        380373       1        380373  
   36.7      376533     163383    1000000     26455      793335     12842      705264      1319      482414      251       410802       1        376533       1        376533       1        376533       1        376533       1        376533  
   38.3      378374     162781    1000000     26392      794660     12657      706019      1309      483022      241       411754       1        378374       1        378374       1        378374       1        378374       1        378374  
   40.0      374817     163490    1000000     26355      793556     12571      704465      1373      484494      258       410360       1        374817       1        374817       1        374817       1        374817       1        374817  
   41.7      373238     164249    1000000     26287      792239     12638      703787      1369      482804      259       409241       1        373238       1        373238       1        373238       1        373238       1        373238  
   43.3      372165     164759    1000000     26451      791481     12878      703763      1313      477905      253       406393       1        372165       1        372165       1        372165       1        372165       1        372165  
   45.0      371142     164320    1000000     26465      792753     12760      704192      1330      481043      290       411106       1        371142       1        371142       1        371142       1        371142       1        371142  
   46.7      370072     165006    1000000     26420      790941     12713      702586      1359      480914      271       408106       1        370072       1        370072       1        370072       1        370072       1        370072  
   48.3      369554     165331    1000000     26274      790573     12663      702580      1368      481212      296       410355       2        370124       1        369554       1        369554       1        369554       1        369554  
   50.0      368225     165497    1000000     26674      790920     12724      700719      1342      477124      281       406706       1        368225       1        368225       1        368225       1        368225       1        368225  
   51.7      364209     165886    1000000     26726      790611     12778      700435      1340      474955      257       402712       3        367095       2        366331       1        364209       1        364209       1        364209  
   53.3      362850     164785    1000000     26501      791660     12995      704527      1396      477963      278       403833       2        365200       2        365200       1        362850       1        362850       1        362850  
   55.0      363037     165557    1000000     26785      790936     12764      700325      1358      476656      288       404340       3        364386       1        363037       1        363037       1        363037       1        363037  
   56.7      363380     165940    1000000     26456      789068     12733      700204      1413      478863      294       404461       1        363380       1        363380       1        363380       1        363380       1        363380  
   58.3      356425     166454    1000000     26803      789548     12942      700238      1395      476063      289       401739       4        362334       2        360838       1        356425       1        356425       1        356425  
   60.0      361110     166329    1000000     26629      789997     12747      699651      1375      476606      299       404281       3        362792       2        362137       1        361110       1        361110       1        361110  
   61.7      359782     166501    1000000     26796      789876     12789      699582      1426      477980      303       402403       1        359782       1        359782       1        359782       1        359782       1        359782  
   63.3      359547     167593    1000000     26929      787773     12977      697441      1377      471687      269       397629       1        359547       1        359547       1        359547       1        359547       1        359547  
   65.0      351167     167052    1000000     26884      788445     12875      698069      1413      473275      301       399056       4        356781       2        355381       1        351167       1        351167       1        351167  
   66.7      351441     167185    1000000     26725      788498     12869      698739      1450      474433      295       397203       3        356539       3        356539       1        351441       1        351441       1        351441  
   68.3      351737     167358    1000000     26887      787988     12877      697414      1412      473080      294       397193       3        356337       2        355800       1        351737       1        351737       1        351737  
   70.0      342622     167826    1000000     26966      787854     12839      696848      1424      473210      305       398089       6        355380       5        354686       2        347961       1        342622       1        342622  
   71.7      349346     167993    1000000     26939      786621     12861      695709      1423      471548      268       394611       3        355542       3        355542       1        349346       1        349346       1        349346  
   73.3      334530     168140    1000000     27070      786618     12999      695546      1440      470868      284       393464       7        354337       5        353063       3        346018       1        334530       1        334530  
   75.0      319588     168494    1000000     27066      786927     13071      696654      1372      467079      313       395282       8        352981       7        352293       3        339263       2        333569       1        319588  
   76.7      316933     168131    1000000     26877      786279     12939      696362      1435      470530      309       394589       5        352041       5        352041       2        340713       2        340713       1        316933  
   78.3      303930     168565    1000000     26969      786353     13044      696435      1387      468148      311       395505       7        352236       7        352236       4        344520       3        338621       1        303930  
   80.0      320982     169024    1000000     26988      785982     13092      696205      1432      468747      306       393180       8        350743       7        349845       3        334872       1        320982       1        320982  
   81.7      317837     168805    1000000     27066      786153     13032      695643      1413      469153      323       395592       4        350552       4        350552       3        348830       2        340806       1        317837  
   83.3      323951     169111    1000000     27084      786125     12902      694300      1443      470331      307       393983       8        351221       7        350530       3        337622       1        323951       1        323951  
   85.0      327946     169223    1000000     27218      785898     13098      694437      1426      466797      290       390597       8        349679       5        347827       3        341092       1        327946       1        327946  
   86.7      283898     169123    1000000     27193      785822     13063      694124      1443      468844      305       392245       4        350089       4        350089       2        346685       2        346685       2        346685  
   88.3      262751     169915    1000000     27369      785016     13161      692955      1395      463646      290       389160       8        349480       7        348717       4        340939       2        327856       2        327856  
   90.0      321414     169260    1000000     27169      785419     13107      694600      1478      469476      294       389937       9        349322       8        348436       3        334391       1        321414       1        321414  
   91.7      331441     169783    1000000     27368      784907     13082      692848      1438      465370      305       389185       5        347453       5        347453       2        339086       1        331441       1        331441  
   93.3      211224     170524    1000000     27347      783544     13026      691210      1407      464273      302       389675       6        348403       6        348403       4        343039       2        329963       2        329963  
   95.0      152924     170772    1000000     27362      783873     13114      691951      1419      462278      296       387258       11       348088       11       348088       5        330544       4        323069       3        312262  
   96.7      263953     169665    1000000     27576      785739     13240      692929      1388      460765      300       388150       8        346427       8        346427       3        333809       2        326417       2        326417  
   98.3      303918     170288    1000000     27235      783936     13076      692356      1471      465389      307       388112       10       347421       9        346918       3        330928       2        323635       1        303918  
  100.0      220069     170194    1000000     27616      785171     13295      692543      1395      460213      286       386293       9        347279       9        347279       3        330136       2        322888       2        322888  
  101.7      257338     170709    1000000     27549      784080     13182      691091      1412      459810      284       384150       11       347200       11       347200       3        325215       2        320194       2        320194  
  103.3      279923     170494    1000000     27345      784142     13093      692034      1448      465023      320       389194       9        346185       9        346185       3        330471       2        325465       1        279923  
  105.0      306278     170939    1000000     27571      783303     13166      690341      1394      458931      284       384724       11       346967       11       346967       3        322444       1        306278       1        306278  
  106.7      291795     171057    1000000     27412      782716     13217      690846      1417      460455      273       384054       13       347084       13       347084       5        323440       2        304169       1        291795  
  108.3      305228     170758    1000000     27642      784156     13226      691310      1423      461103      301       386500       10       346317       10       346317       4        329227       1        305228       1        305228  
  110.0      291791     171657    1000000     27560      783111     13164      689956      1375      459492      302       386843       10       346949       10       346949       6        335158       2        311231       1        291791  
  111.7      310645     171239    1000000     27462      783565     12998      690071      1399      462791      309       389439       10       347756       10       347756       4        330172       1        310645       1        310645  
  113.3      315941     170963    1000000     27493      783403     13161      690941      1413      462871      293       387749       10       348674       9        347842       4        334127       1        315941       1        315941  
  115.0      305005     171123    1000000     27305      783191     13199      691987      1386      460068      299       387263       11       347563       11       347563       4        326228       1        305005       1        305005  
  116.7      304230     171344    1000000     27311      782894     13131      691176      1438      465209      313       389885       13       347733       11       346314       5        328896       1        304230       1        304230  
  118.3      293478     170888    1000000     27363      784264     13080      692139      1415      463937      289       388375       11       348876       10       348131       5        333150       2        312838       1        293478  
  120.0      213283     171788    1000000     27483      782532     13202      690347      1376      460413      309       389089       9        348261       8        347728       5        339834       3        326929       2        301050  
  121.7      274487     171227    1000000     27154      782600     12936      690766      1423      464510      305       389480       12       347973       11       347363       5        329576       3        314794       1        274487  
  123.3      268542     171230    1000000     27292      783077     13049      690973      1456      464818      297       387657       12       348237       11       347694       5        331444       4        323793       1        268542  
  125.0      231644     171184    1000000     27333      783701     13149      692086      1436      463091      298       387466       13       347374       13       347374       7        330918       4        309319       1        231644  
  126.7      198359     171237    1000000     27266      783595     13033      691508      1398      464396      317       392080       10       347866       10       347866       6        337204       3        318294       2        298668  
  128.3      173365     171856    1000000     27389      781634     13213      690076      1353      457749      278       385754       10       348220       10       348220       7        341037       4        322321       2        286870  
  130.0      284477     170876    1000000     27359      783538     13099      691547      1417      461902      287       385792       10       347989       9        347450       5        337737       3        323908       1        284477  
  131.7      226249     171737    1000000     27389      781976     12988      688781      1407      462034      300       387900       17       349542       16       348946       10       331749       4        292272       1        226249  
  133.3      128201     171858    1000000     27504      782386     13188      689920      1411      461071      312       387698       20       348014       18       346595       10       321723       5        287635       2        222743  
  135.0      169355     171672    1000000     27653      783054     13218      690135      1442      460319      275       382815       16       346665       14       345544       10       334483       4        294177       2        219427  
  136.7      166601     171487    1000000     27505      782751     13140      689998      1449      462884      292       384817       15       346170       15       346170       11       330224       5        288526       2        216871  
  138.3      154909     171329    1000000     27391      782713     13142      690782      1443      463783      301       386896       18       346832       17       345875       12       328723       5        276921       1        154909  
  140.0      138279     172152    1000000     27629      782099     13123      688434      1381      458832      307       386861       20       347668       18       345941       15       336670       5        266038       2        220787  
  141.7      138208     172264    1000000     27627      781384     13239      688545      1424      459254      284       383817       19       347250       18       346400       13       329504       5        270520       1        138208  
  143.3      144068     171567    1000000     27362      782810     13196      690997      1403      460072      304       386743       18       346051       17       345281       11       327068       4        274383       2        234200  
  145.0      151045     171862    1000000     27578      782304     13032      688279      1412      461684      304       387215       19       346855       18       346083       13       332404       5        275594       2        231205  
  146.7      115106     171781    1000000     27702      782395     13248      689171      1383      458387      307       385791       19       346004       18       345341       13       331933       7        289072       2        171816  
  148.3      113495     171982    1000000     27563      781507     13134      688202      1361      458209      304       387246       18       347028       17       346202       10       325794       6        295808       2        180575  
  150.0      116718     173013    1000000     27763      781711     13135      687277      1377      458283      308       386505       15       346069       14       345399       7        325253       4        306049       3        275424  
  151.7      161951     171812    1000000     27598      782502     13155      689274      1426      460457      302       385065       17       345820       16       345301       10       326846       6        298654       1        161951  
  153.3      107735     172636    1000000     27597      780798     13191      687722      1368      457415      316       386632       18       347046       16       345521       11       328031       6        293940       2        192713  
  155.0      92967      172624    1000000     27666      781296     13299      688846      1386      457969      277       383117       15       346485       13       345021       10       334869       8        321124       2        146016  
  156.7      91284      172320    1000000     27385      781354     13091      689218      1398      458914      307       385657       18       345989       17       345093       12       329487       8        302040       2        172535  
  158.3      120627     173244    1000000     27768      780792     13294      687458      1365      456698      272       382399       16       346042       15       345065       10       327945       8        315122       2        188245  
  160.0      73863      172306    1000000     27478      781954     13278      690467      1371      458178      317       387513       21       345664       20       344807       15       329120       9        285513       2        128935  
  161.7      103782     173416    1000000     27773      779977     13200      685768      1374      456776      308       385957       18       346124       18       346124       12       327390       8        301499       1        103782  
  163.3      73134      172624    1000000     27528      781712     13203      689046      1403      459636      295       385878       21       347077       20       346106       15       330948       11       305040       1        73134   
