 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       290436     618993    1000000      725       294289       1        290436       1        290436       1        290436       1        290436       1        290436       1        290436       1        290436       1        290436  
   0.2       300565     206187    1000000     31188      738170     14343      629416      1030      377253      133       317665       1        300565       1        300565       1        300565       1        300565       1        300565  
   0.3       311783     206908    1000000     30714      736108     13855      626909      971       384290      125       328379       1        311783       1        311783       1        311783       1        311783       1        311783  
   0.5       322377     208919    1000000     30205      733068     13471      625011      906       388195      103       335564       1        322377       1        322377       1        322377       1        322377       1        322377  
   0.7       332889     208996    1000000     29965      732354     13026      623500      879       396779      108       346338       1        332889       1        332889       1        332889       1        332889       1        332889  
   0.8       343763     210771    1000000     29352      729955     12575      622100      796       403550      119       358406       1        343763       1        343763       1        343763       1        343763       1        343763  
   1.0       354602     210753    1000000     28369      727799     12176      623808      780       412025       93       366665       1        354602       1        354602       1        354602       1        354602       1        354602  
   1.2       365203     211357    1000000     28323      727650     11886      621782      704       417048       83       376175       1        365203       1        365203       1        365203       1        365203       1        365203  
   1.3       376118     212970    1000000     27978      724518     11460      618510      618       420957       80       386095       1        376118       1        376118       1        376118       1        376118       1        376118  
   1.5       386749     214018    1000000     27348      722442     11009      617410      589       428506       59       394067       1        386749       1        386749       1        386749       1        386749       1        386749  
   1.7       397532     214342    1000000     26871      721341     10642      617214      542       436820       64       405732       1        397532       1        397532       1        397532       1        397532       1        397532  
   1.8       408288     215381    1000000     26512      719837     10270      615717      442       439658       47       414084       1        408288       1        408288       1        408288       1        408288       1        408288  
   2.0       419253     215169    1000000     26103      719276      9871      615341      436       449386       41       423890       1        419253       1        419253       1        419253       1        419253       1        419253  
   2.2       430051     215877    1000000     25639      717510      9509      614247      355       454785       39       434644       1        430051       1        430051       1        430051       1        430051       1        430051  
   2.3       441112     216183    1000000     25300      717364      9253      614795      279       460099       14       442632       1        441112       1        441112       1        441112       1        441112       1        441112  
   2.5       452003     216647    1000000     24614      716335      8773      615090      258       469331       16       453760       1        452003       1        452003       1        452003       1        452003       1        452003  
   2.7       463330     217249    1000000     23974      714289      8389      614651      204       476939       15       464982       1        463330       1        463330       1        463330       1        463330       1        463330  
   2.8       474441     216411    1000000     23191      715269      7939      618017      206       487884       15       475976       1        474441       1        474441       1        474441       1        474441       1        474441  
   3.0       485388     217075    1000000     22697      714279      7554      617923      167       496428       13       486857       1        485388       1        485388       1        485388       1        485388       1        485388  
   3.2       496602     216915    1000000     21981      713319      6973      617799      123       504892       7        497347       1        496602       1        496602       1        496602       1        496602       1        496602  
   3.3       507696     216284    1000000     21302      713797      6623      620669      124       515741       8        508451       1        507696       1        507696       1        507696       1        507696       1        507696  
   3.5       518943     215374    1000000     20873      715113      6303      622740       82       524253       6        519490       1        518943       1        518943       1        518943       1        518943       1        518943  
   3.7       530133     215355    1000000     19988      714199      5755      624043       64       534130       2        530254       1        530133       1        530133       1        530133       1        530133       1        530133  
   3.8       541290     214383    1000000     19126      714957      5420      628449       59       544836       1        541290       1        541290       1        541290       1        541290       1        541290       1        541290  
