 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       322414     593589    1000000      594       325580       1        322414       1        322414       1        322414       1        322414       1        322414       1        322414       1        322414       1        322414  
   0.2       327215     204706    1000000     28053      742107     13014      645243      1172      415120      175       349020       1        327215       1        327215       1        327215       1        327215       1        327215  
   0.3       332972     204745    1000000     27542      742045     12641      646224      1151      424197      209       361710       1        332972       1        332972       1        332972       1        332972       1        332972  
   0.5       338072     204593    1000000     27309      742174     12432      646301      1138      429105      218       368067       1        338072       1        338072       1        338072       1        338072       1        338072  
   0.7       342852     205880    1000000     27025      739817     12247      644609      1124      432008      216       371431       1        342852       1        342852       1        342852       1        342852       1        342852  
   0.8       347500     206002    1000000     26912      739830     12152      644721      1110      433636      170       370205       1        347500       1        347500       1        347500       1        347500       1        347500  
   1.0       352110     206545    1000000     26467      738467     11943      645127      1041      436265      208       380492       1        352110       1        352110       1        352110       1        352110       1        352110  
   1.2       356880     206372    1000000     26398      738247     11702      643959      1079      441365      182       381427       1        356880       1        356880       1        356880       1        356880       1        356880  
   1.3       361564     207610    1000000     26450      736758     11643      641531      993       440585      180       386193       1        361564       1        361564       1        361564       1        361564       1        361564  
   1.5       366142     206978    1000000     26113      737823     11423      643549      1009      447391      194       393258       1        366142       1        366142       1        366142       1        366142       1        366142  
   1.7       370805     206666    1000000     25899      737969     11327      644294      989       449557      194       396464       1        370805       1        370805       1        370805       1        370805       1        370805  
   1.8       375628     207595    1000000     25892      736350     11245      642306      938       447895      154       396055       1        375628       1        375628       1        375628       1        375628       1        375628  
   2.0       380225     207136    1000000     25337      736292     11051      644420      935       453630      170       402504       1        380225       1        380225       1        380225       1        380225       1        380225  
   2.2       384828     208400    1000000     25201      734638     10854      642508      908       456064      149       405264       1        384828       1        384828       1        384828       1        384828       1        384828  
   2.3       389529     208069    1000000     25162      735452     10706      642725      899       459709      157       410572       1        389529       1        389529       1        389529       1        389529       1        389529  
   2.5       394002     208257    1000000     24816      734855     10567      643402      863       461990      158       415636       1        394002       1        394002       1        394002       1        394002       1        394002  
   2.7       398388     208171    1000000     24661      734365     10369      642768      852       464557      148       418143       1        398388       1        398388       1        398388       1        398388       1        398388  
   2.8       402935     208369    1000000     24753      734313     10354      642082      803       465035      126       420059       1        402935       1        402935       1        402935       1        402935       1        402935  
   3.0       407312     207789    1000000     24442      734811     10167      643363      780       469414      142       427175       1        407312       1        407312       1        407312       1        407312       1        407312  
   3.2       411692     207320    1000000     24239      735442     10102      644973      751       470335      127       429147       1        411692       1        411692       1        411692       1        411692       1        411692  
   3.3       416018     207414    1000000     23828      734922      9927      645995      777       476712      133       433621       1        416018       1        416018       1        416018       1        416018       1        416018  
   3.5       420464     208685    1000000     23914      733374      9831      643354      682       473119      109       434726       1        420464       1        420464       1        420464       1        420464       1        420464  
   3.7       424668     208162    1000000     23928      734322      9871      644357      686       476734      109       439152       1        424668       1        424668       1        424668       1        424668       1        424668  
   3.8       428917     207563    1000000     23570      734920      9676      646042      676       480701      111       443595       1        428917       1        428917       1        428917       1        428917       1        428917  
   4.0       433205     207634    1000000     23157      733786      9572      646997      635       482144      105       447103       1        433205       1        433205       1        433205       1        433205       1        433205  
   4.2       437228     208121    1000000     23101      733456      9440      646058      614       483967       98       449878       1        437228       1        437228       1        437228       1        437228       1        437228  
   4.3       441346     208422    1000000     22966      732485      9266      644883      593       486165       83       452451       1        441346       1        441346       1        441346       1        441346       1        441346  
   4.5       445646     207960    1000000     23007      733757      9132      644856      573       489412       86       457437       1        445646       1        445646       1        445646       1        445646       1        445646  
   4.7       449690     207553    1000000     22659      734217      9051      647286      594       492653       65       458123       1        449690       1        449690       1        449690       1        449690       1        449690  
   4.8       453858     208523    1000000     22468      732047      8795      644436      520       494004       88       466026       1        453858       1        453858       1        453858       1        453858       1        453858  
