 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       383855     421424    1000000      7773      429347      169       385720       1        383855       1        383855       1        383855       1        383855       1        383855       1        383855       1        383855  
   1.7       383892     168188    1000000     29529      785471     13615      682741      811       439317       63       391020       1        383892       1        383892       1        383892       1        383892       1        383892  
   3.3       383405     168810    1000000     29100      784002     13344      681563      911       448319       87       394582       1        383405       1        383405       1        383405       1        383405       1        383405  
   5.0       382011     170001    1000000     29127      782437     13391      680518      864       443700       98       393864       1        382011       1        382011       1        382011       1        382011       1        382011  
   6.7       379445     170563    1000000     29103      781587     13401      680255      916       444311       97       391184       1        379445       1        379445       1        379445       1        379445       1        379445  
   8.3       375908     172448    1000000     29609      778953     13386      674074      896       438690       80       386007       1        375908       1        375908       1        375908       1        375908       1        375908  
   10.0      372877     172718    1000000     29804      778967     13660      674405      844       432491       77       382296       1        372877       1        372877       1        372877       1        372877       1        372877  
   11.7      369505     173594    1000000     29817      777812     13562      672512      861       431182       97       381728       1        369505       1        369505       1        369505       1        369505       1        369505  
   13.3      366473     174283    1000000     29813      776610     13766      672877      886       429873       92       378284       1        366473       1        366473       1        366473       1        366473       1        366473  
   15.0      365560     176306    1000000     29997      774210     13583      667955      891       429393       96       377625       1        365560       1        365560       1        365560       1        365560       1        365560  
   16.7      361566     177229    1000000     30226      773232     13721      666764      869       424828       93       374920       2        363712       2        363712       1        361566       1        361566       1        361566  
   18.3      363188     177659    1000000     29983      771795     13694      666811      876       425852       94       374641       1        363188       1        363188       1        363188       1        363188       1        363188  
   20.0      356114     178706    1000000     30074      770520     13566      663732      845       424292       94       375075       3        363525       3        363525       2        361332       1        356114       1        356114  
   21.7      352038     178278    1000000     30227      771357     13537      663261      871       425861       87       375005       3        364277       3        364277       3        364277       1        352038       1        352038  
   23.3      352356     179796    1000000     30226      768896     13519      660591      860       425055       76       373912       4        364808       3        363999       3        363999       1        352356       1        352356  
   25.0      352599     179936    1000000     30039      768726     13423      661199      859       426598      107       378405       4        364995       3        364417       3        364417       1        352599       1        352599  
   26.7      350227     180442    1000000     29896      768045     13364      661184      831       427028       86       378415       4        367802       4        367802       4        367802       1        350227       1        350227  
   28.3      356259     180922    1000000     29894      767401     13302      659914      800       426225       87       380031       3        369346       3        369346       3        369346       1        356259       1        356259  
   30.0      352167     180889    1000000     29575      766465     13093      659936      827       430978       88       382405       5        372173       5        372173       4        370297       1        352167       1        352167  
   31.7      361921     181293    1000000     29555      766587     13159      660858      827       431827       77       382854       3        373454       3        373454       3        373454       1        361921       1        361921  
   33.3      341742     180753    1000000     29797      766873     12969      658434      818       431410       80       383589       7        374839       6        373935       4        370780       2        356093       1        341742  
   35.0      252330     181972    1000000     29510      765044     12971      658228      823       434266       91       387347       9        376848       9        376848       5        369273       3        355630       2        322385  
   36.7      331545     182371    1000000     29379      763963     12761      656850      772       433754       83       388995       7        379653       6        378691       3        371336       2        365280       1        331545  
   38.3      373190     181477    1000000     29390      765857     13024      660505      754       434500       82       390702       4        381041       3        380304       2        379250       1        373190       1        373190  
   40.0      329841     182519    1000000     29203      763215     12772      657420      713       433197       77       391716       10       383116       9        382531       6        375396       2        343015       1        329841  
   41.7      339758     182696    1000000     29150      763623     12589      657224      775       438835       91       394879       7        384267       6        383552       3        377957       3        377957       1        339758  
   43.3      382153     182887    1000000     29044      762869     12511      656372      748       439221       73       394972       3        385684       3        385684       1        382153       1        382153       1        382153  
   45.0      358956     182202    1000000     28918      764560     12536      658424      706       438676       76       397578       5        388400       4        387735       2        382783       2        382783       1        358956  
   46.7      385752     182399    1000000     28836      764145     12539      659408      707       440786       81       400300       3        390329       3        390329       1        385752       1        385752       1        385752  
   48.3      356348     183101    1000000     28922      762836     12498      656971      639       438741       85       402350       6        392097       6        392097       3        388031       3        388031       1        356348  
   50.0      350855     183888    1000000     28487      761270     12243      656416      687       443060       77       402840       6        393890       6        393890       3        390265       3        390265       1        350855  
   51.7      387230     183490    1000000     28771      761935     12304      655759      661       442476       65       403763       5        396167       4        395195       2        392974       1        387230       1        387230  
   53.3      395034     184002    1000000     28470      761003     12144      655671      658       444303       74       406651       4        397914       2        396076       1        395034       1        395034       1        395034  
   55.0      380887     183134    1000000     28428      762233     12170      657252      650       445671       67       407642       6        399800       4        398249       3        397188       2        391390       1        380887  
   56.7      382676     183743    1000000     28274      761181     11977      656170      650       446665       65       408111       6        400880       3        398984       3        398984       2        393166       1        382676  
   58.3      385220     183637    1000000     28363      761419     12017      655844      654       448905       67       410458       3        402172       2        401612       2        401612       2        401612       1        385220  
   60.0      402153     184135    1000000     28132      760578     11969      656501      630       447447       55       410588       2        404047       2        404047       1        402153       1        402153       1        402153  
   61.7      387761     184560    1000000     27857      759581     11707      655628      684       454927       74       415119       3        406065       3        406065       2        404221       2        404221       1        387761  
