 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       29938      438615    1000000     33723      377032      5217      201183      260       133555      144       125603       31       102534       15       91344        4        66586        2        53132        0          0     
   1.7       167960     165837    1000000     31005      801242     18210      717823      2737      382084      466       230715       1        167960       1        167960       1        167960       1        167960       1        167960  
   3.3       167365     160280    1000000     25587      803495     14655      733052      3503      491130      1033      320347       1        167365       1        167365       1        167365       1        167365       1        167365  
   5.0       167412     158142    1000000     24156      805164     13420      736172      3467      523661      1308      373953       3        168648       1        167412       1        167412       1        167412       1        167412  
   6.7       167257     158451    1000000     23172      803202     12715      735978      3351      538181      1406      401841       7        170826       1        167257       1        167257       1        167257       1        167257  
   8.3       166840     157763    1000000     22748      803653     12120      735364      3254      552921      1446      425587       15       175294       1        166840       1        166840       1        166840       1        166840  
   10.0      166964     159252    1000000     22642      801245     12080      733276      3141      550231      1471      433633       12       173365       1        166964       1        166964       1        166964       1        166964  
   11.7      167274     158283    1000000     22446      801646     11790      733131      3025      554293      1423      441945       35       187195       1        167274       1        167274       1        167274       1        167274  
   13.3      167099     158507    1000000     22186      801499     11479      732543      2958      559786      1458      454488       34       186850       1        167099       1        167099       1        167099       1        167099  
   15.0      167502     157781    1000000     22094      802407     11529      734535      2977      562466      1472      457976       29       184654       3        169592       1        167502       1        167502       1        167502  
   16.7      167761     158047    1000000     21879      801669     11224      733088      2875      562669      1438      462801       47       194931       1        167761       1        167761       1        167761       1        167761  
   18.3      167914     158227    1000000     22138      801304     11384      732084      2873      558485      1467      460176       34       188378       1        167914       1        167914       1        167914       1        167914  
   20.0      167072     158351    1000000     22160      801785     11367      732676      2835      560055      1421      462253       38       189324       1        167072       1        167072       1        167072       1        167072  
   21.7      167417     158228    1000000     21934      801300     11327      733115      2865      562053      1443      462897       43       193299       1        167417       1        167417       1        167417       1        167417  
   23.3      168322     158104    1000000     21912      801904     11394      734355      2791      560264      1385      462099       52       201652       4        171670       1        168322       1        168322       1        168322  
   25.0      168547     157669    1000000     21734      801996     11157      734034      2783      564784      1440      472103       42       195476       4        171877       1        168547       1        168547       1        168547  
   26.7      168931     157887    1000000     21849      801620     11261      733785      2795      565232      1387      467128       52       202177       4        172150       1        168931       1        168931       1        168931  
   28.3      169649     157698    1000000     21655      802089     11076      734300      2788      567500      1407      471538       61       206178       1        169649       1        169649       1        169649       1        169649  
   30.0      168200     157794    1000000     21546      801921     11121      735035      2766      566656      1362      468608       58       205042       1        168200       1        168200       1        168200       1        168200  
   31.7      167773     158064    1000000     21852      801735     11128      733068      2711      564148      1385      472221       73       211845       2        169210       1        167773       1        167773       1        167773  
   33.3      169335     157748    1000000     21530      802092     10983      734449      2748      568775      1402      474986       65       208282       1        169335       1        169335       1        169335       1        169335  
   35.0      168979     157974    1000000     21777      801790     11103      733298      2714      564604      1363      470613       67       210544       2        170089       1        168979       1        168979       1        168979  
   36.7      169965     157903    1000000     21777      802176     11101      733533      2704      563689      1338      468906       70       213174       3        172290       1        169965       1        169965       1        169965  
