 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       341591     472196    1000000      5998      375738       78       342449       1        341591       1        341591       1        341591       1        341591       1        341591       1        341591       1        341591  
   1.7       341792     201114    1000000     32666      739537     13970      618736      480       373002       19       343808       1        341792       1        341792       1        341792       1        341792       1        341792  
   3.3       341616     201076    1000000     32578      739002     13874      618109      510       375016       25       344247       1        341616       1        341616       1        341616       1        341616       1        341616  
   5.0       339922     201448    1000000     32380      738762     13827      619009      575       377802       34       343780       1        339922       1        339922       1        339922       1        339922       1        339922  
   6.7       336708     201819    1000000     32939      739333     13969      616587      564       373717       31       340269       1        336708       1        336708       1        336708       1        336708       1        336708  
   8.3       333818     203439    1000000     32761      736326     13905      614371      577       372998       44       338976       1        333818       1        333818       1        333818       1        333818       1        333818  
   10.0      331084     203865    1000000     32903      736709     13997      614249      589       370387       41       335875       1        331084       1        331084       1        331084       1        331084       1        331084  
   11.7      328209     204937    1000000     33028      734907     14113      613071      577       367013       40       332916       1        328209       1        328209       1        328209       1        328209       1        328209  
   13.3      325783     206062    1000000     33090      733195     14070      610223      585       365183       37       329891       1        325783       1        325783       1        325783       1        325783       1        325783  
   15.0      323672     206116    1000000     32984      732185     14104      610014      590       364230       47       329351       1        323672       1        323672       1        323672       1        323672       1        323672  
   16.7      321726     207228    1000000     33291      731761     14035      607189      601       363074       49       327863       2        322263       1        321726       1        321726       1        321726       1        321726  
   18.3      320346     207342    1000000     33368      731476     14149      607502      610       361317       45       325936       2        320944       1        320346       1        320346       1        320346       1        320346  
   20.0      308280     209460    1000000     33870      728568     14248      601582      560       355709       35       322096       4        317845       3        316940       1        308280       1        308280       1        308280  
   21.7      313201     209269    1000000     33360      728597     14137      604142      579       356845       39       322750       3        318318       2        317622       1        313201       1        313201       1        313201  
   23.3      293553     209471    1000000     33469      728459     14107      603465      573       357884       44       324047       7        319522       6        318987       4        314832       2        303748       1        293553  
   25.0      284067     210058    1000000     33312      727311     14143      603356      569       357346       40       323932       5        319566       5        319566       2        310523       2        310523       1        284067  
   26.7      291923     210490    1000000     33282      726497     14068      602750      586       359187       31       323836       8        321138       7        320142       3        311564       2        302448       1        291923  
