 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       85676      100000      149        800         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1       13326      100000      1514      83441       786       78731       226       67542       149       62184        41       37160        12       16806        0          0          0          0          0          0     
   0.2       13319      100000      1635      83639       795       78296       183       66412       119       62150        39       44284        22       31688        0          0          0          0          0          0     
   0.3       13743      100000      1651      82882       813       77526       180       65240       115       60593        35       43268        17       30643        0          0          0          0          0          0     
   0.4       13881      100000      1667      82815       809       77302       189       65355       104       59355        33       43835        14       30800        1         6133        0          0          0          0     
   0.5       13905      100000      1632      82626       826       77421       217       65684       115       58847        32       40513        22       33793        0          0          0          0          0          0     
   0.6       14313      100000      1755      82375       888       76832       192       62953        98       56573        33       43329        20       34632        0          0          0          0          0          0     
   0.7       14156      100000      1799      82610       871       76680       199       63856       108       57628        36       42108        18       28859        0          0          0          0          0          0     
   0.8       14311      100000      1791      82370       866       76387       195       63045       106       56877        31       42049        16       31022        0          0          0          0          0          0     
   0.9       14646      100000      1814      81855       882       75863       163       61731        89       56593        30       45680        17       35358        0          0          0          0          0          0     
   1.0       14721      100000      1859      81686       897       75531       174       61031        97       55760        30       42050        18       33143        0          0          0          0          0          0     
   1.1       15292      100000      1947      80991       909       74353       175       60146        73       53003        26       44345        19       38592        0          0          0          0          0          0     
   1.2       15602      100000      1924      80586       906       74088       152       59770        77       54430        21       42142        16       38734        0          0          0          0          0          0     
   1.3       16159      100000      1919      79566       902       73109       170       58976        67       52003        19       42426        16       40276        1         5245        0          0          0          0     
   1.4       16339      100000      1989      79422       900       72410       132       57648        63       52857        18       44901        14       41417        1         5907        0          0          0          0     
   1.5       16887      100000      1941      78614       803       71345       118       58244        48       53556        17       48349        14       45765        3        21460        0          0          0          0     
   1.6       17350      100000      1812      77959       766       71218        94       59189        37       55320        17       52037        13       49116        4        31144        1        10831        0          0     
   1.7       17553      100000      1787      77457       678       70376        66       59138        28       56577        14       54227        11       52267        4        32326        1        11736        0          0     
   1.8       17506      100000      1641      77313       617       70678        52       60717        22       58692        14       57140        11       54696        5        40289        1        12683        0          0     
   1.9       17637      100000      1547      77337       532       70843        27       61955        14       61081        11       60212        9        58860        6        51742        1        13515        0          0     
   2.0       17418      100000      1427      77422       444       71144        20       64277        13       63810        11       63196        10       62613        6        53836        2        24488        0          0     
   2.1       17073      100000      1244      78007       362       72527        16       67242        11       66892        10       66782        10       66782        6        57685        2        26178        0          0     
   2.2       16859      100000      994       78102       243       73428        11       70108        11       70108        11       70108        9        68519        6        60307        2        27762        0          0     
   2.3       16251      100000      868       79096       159       74735        10       72647        10       72647        9        72305        9        72305        6        63719        3        38953        0          0     
   2.4       15766      100000      648       79497       110       76202        9        74914        9        74914        9        74914        9        74914        6        66251        4        50702        0          0     
   2.5       15008      100000      538       80565        80       77805        9        76877        9        76877        9        76877        9        76877        6        68321        4        52108        0          0     
   2.6       14331      100000      442       81539        52       79164        9        78604        9        78604        9        78604        9        78604        6        70185        4        53504        0          0     
   2.7       13784      100000      392       82271        49       80222        9        79722        9        79722        9        79722        9        79722        6        71740        4        54704        0          0     
   2.8       13488      100000      337       82880        30       80989        9        80732        9        80732        9        80732        9        80732        6        73030        4        55693        0          0     
   2.9       13224      100000      310       83256        27       81533        9        81309        9        81309        9        81309        9        81309        6        74180        5        66848        0          0     
   3.0       13173      100000      303       83316        41       81732        9        81314        9        81314        9        81314        9        81314        6        74928        5        67708        0          0     
   3.1       13026      100000      284       83457        31       81961        9        81667        9        81667        9        81667        9        81667        6        75738        5        68737        0          0     
