 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       155679     623943    1000000      5836      188470       54       156249       1        155679       1        155679       1        155679       1        155679       1        155679       1        155679       1        155679  
   1.7       155397     297234    1000000     42256      616014     17046      453550      156       164313       1        155397       1        155397       1        155397       1        155397       1        155397       1        155397  
   3.3       155322     293068    1000000     40159      620689     16481      468327      423       181613       10       156332       1        155322       1        155322       1        155322       1        155322       1        155322  
   5.0       155266     291706    1000000     39798      622676     16418      472112      500       186959       16       156918       1        155266       1        155266       1        155266       1        155266       1        155266  
   6.7       154853     291434    1000000     39474      622988     16187      473335      588       193263       30       158148       1        154853       1        154853       1        154853       1        154853       1        154853  
   8.3       154582     291626    1000000     39183      622292     16086      473900      630       195425       31       158056       1        154582       1        154582       1        154582       1        154582       1        154582  
   10.0      154097     291162    1000000     39081      622695     16104      474845      609       193788       19       156204       1        154097       1        154097       1        154097       1        154097       1        154097  
   11.7      154143     291531    1000000     39192      623084     16062      474601      602       194328       33       158264       1        154143       1        154143       1        154143       1        154143       1        154143  
   13.3      153816     290899    1000000     38954      622305     16006      474585      630       196214       37       158349       1        153816       1        153816       1        153816       1        153816       1        153816  
   15.0      152710     290433    1000000     38854      623425     16135      477278      645       196915       54       159201       1        152710       1        152710       1        152710       1        152710       1        152710  
   16.7      152000     291421    1000000     38944      622462     16110      475699      671       197106       51       157863       1        152000       1        152000       1        152000       1        152000       1        152000  
   18.3      151255     291487    1000000     38855      622508     16021      475623      669       197059       50       157397       1        151255       1        151255       1        151255       1        151255       1        151255  
   20.0      151839     290254    1000000     39072      624522     16084      476783      676       197496       45       157443       1        151839       1        151839       1        151839       1        151839       1        151839  
   21.7      151086     290554    1000000     39256      624280     16073      475082      685       197747       56       157802       1        151086       1        151086       1        151086       1        151086       1        151086  
   23.3      151004     290251    1000000     39054      623898     15958      475607      724       200041       58       157799       1        151004       1        151004       1        151004       1        151004       1        151004  
   25.0      150330     289909    1000000     39248      625089     16107      476417      692       197158       45       155804       1        150330       1        150330       1        150330       1        150330       1        150330  
   26.7      148869     291136    1000000     39094      623918     16039      475721      712       197229       45       154376       1        148869       1        148869       1        148869       1        148869       1        148869  
   28.3      149536     290595    1000000     39044      624884     16074      477241      697       197353       49       155615       1        149536       1        149536       1        149536       1        149536       1        149536  
   30.0      148325     290301    1000000     38911      624793     16034      477763      749       200577       66       156689       1        148325       1        148325       1        148325       1        148325       1        148325  
   31.7      147909     290282    1000000     38864      624351     16000      477292      729       197676       56       154546       1        147909       1        147909       1        147909       1        147909       1        147909  
   33.3      147550     290788    1000000     39160      624755     16189      477095      713       196141       52       153808       1        147550       1        147550       1        147550       1        147550       1        147550  
   35.0      146594     290750    1000000     39033      623523     16116      476364      750       197652       62       154442       2        147123       1        146594       1        146594       1        146594       1        146594  
   36.7      147400     290650    1000000     39034      624423     16226      477626      723       197539       64       155423       1        147400       1        147400       1        147400       1        147400       1        147400  
   38.3      146773     290703    1000000     39065      623371     16116      475579      701       194895       51       152976       1        146773       1        146773       1        146773       1        146773       1        146773  
   40.0      146240     290491    1000000     38852      624151     16109      477829      726       197639       75       156051       1        146240       1        146240       1        146240       1        146240       1        146240  
   41.7      145472     290439    1000000     38892      623415     16101      476773      756       198154       76       154820       1        145472       1        145472       1        145472       1        145472       1        145472  
   43.3      144564     290385    1000000     39079      624372     16269      478038      744       197177       77       154570       1        144564       1        144564       1        144564       1        144564       1        144564  
   45.0      145544     290714    1000000     39142      624634     16199      476975      725       196153       73       154561       1        145544       1        145544       1        145544       1        145544       1        145544  
   46.7      145220     290829    1000000     39128      623403     16072      475264      760       197191       61       152558       1        145220       1        145220       1        145220       1        145220       1        145220  
   48.3      145173     291010    1000000     38896      623065     16204      476828      732       196104       57       152636       1        145173       1        145173       1        145173       1        145173       1        145173  
   50.0      144111     290767    1000000     38991      623575     16129      476432      750       197136       67       152943       2        144792       1        144111       1        144111       1        144111       1        144111  
   51.7      144113     289690    1000000     39109      625529     16279      479025      763       197250       61       151996       1        144113       1        144113       1        144113       1        144113       1        144113  
   53.3      143516     290128    1000000     39241      625313     16191      477405      741       196288       72       153297       1        143516       1        143516       1        143516       1        143516       1        143516  
   55.0      142857     290564    1000000     38999      623701     16200      476502      734       196170       82       154050       1        142857       1        142857       1        142857       1        142857       1        142857  
   56.7      142442     290238    1000000     39016      624845     16216      477953      743       195414       86       153226       1        142442       1        142442       1        142442       1        142442       1        142442  
   58.3      141958     290185    1000000     39100      623840     16255      477049      765       196500       71       151232       1        141958       1        141958       1        141958       1        141958       1        141958  
   60.0      142541     290034    1000000     39120      624274     16218      477075      780       198065       78       152660       1        142541       1        142541       1        142541       1        142541       1        142541  
   61.7      142081     290834    1000000     39253      624783     16239      476335      744       194664       78       152002       1        142081       1        142081       1        142081       1        142081       1        142081  
   63.3      141280     290746    1000000     39256      625140     16173      476780      773       196188       74       151258       1        141280       1        141280       1        141280       1        141280       1        141280  
   65.0      139676     290936    1000000     38859      623346     16201      477612      763       195384       78       151141       3        141097       1        139676       1        139676       1        139676       1        139676  
