 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       317123     597743    1000000      595       320311       1        317123       1        317123       1        317123       1        317123       1        317123       1        317123       1        317123       1        317123  
   0.2       322842     205189    1000000     28591      741440     13164      641856      1197      413366      192       347359       1        322842       1        322842       1        322842       1        322842       1        322842  
   0.3       329059     204641    1000000     28241      741915     12925      642922      1135      416806      186       353583       1        329059       1        329059       1        329059       1        329059       1        329059  
   0.5       335076     205250    1000000     28052      741193     12702      642410      1125      420347      167       357023       1        335076       1        335076       1        335076       1        335076       1        335076  
   0.7       340809     205978    1000000     27652      740246     12435      642453      1090      424729      175       363906       1        340809       1        340809       1        340809       1        340809       1        340809  
   0.8       346576     206548    1000000     27412      738795     12278      641412      1052      427336      177       369724       1        346576       1        346576       1        346576       1        346576       1        346576  
   1.0       352210     207761    1000000     27110      736402     12089      639829      1027      428913      157       371890       1        352210       1        352210       1        352210       1        352210       1        352210  
   1.2       357623     207486    1000000     27088      736964     11876      639326      960       431664      165       378939       1        357623       1        357623       1        357623       1        357623       1        357623  
   1.3       363218     208044    1000000     26617      736018     11581      639425      970       437958      174       385439       1        363218       1        363218       1        363218       1        363218       1        363218  
   1.5       368813     207557    1000000     26544      735989     11569      639807      911       439495      149       388665       1        368813       1        368813       1        368813       1        368813       1        368813  
   1.7       374201     207153    1000000     26245      737335     11405      642063      900       443554      148       393673       1        374201       1        374201       1        374201       1        374201       1        374201  
   1.8       379386     207926    1000000     25885      734723     11095      639592      879       446222      132       396602       1        379386       1        379386       1        379386       1        379386       1        379386  
   2.0       384809     208342    1000000     25703      734179     11062      640443      850       449722      146       403308       1        384809       1        384809       1        384809       1        384809       1        384809  
   2.2       390290     208042    1000000     25463      734345     10793      640258      810       452675      136       407693       1        390290       1        390290       1        390290       1        390290       1        390290  
   2.3       395499     208338    1000000     25163      733646     10605      640252      798       456636      122       411720       1        395499       1        395499       1        395499       1        395499       1        395499  
   2.5       400569     208329    1000000     25030      733977     10567      641078      770       458864      121       416051       1        400569       1        400569       1        400569       1        400569       1        400569  
   2.7       405717     208417    1000000     24923      733592     10360      640132      703       459452      118       421116       1        405717       1        405717       1        405717       1        405717       1        405717  
   2.8       410812     208511    1000000     24741      733465     10301      641375      692       463560      118       426166       1        410812       1        410812       1        410812       1        410812       1        410812  
   3.0       416017     208408    1000000     24346      733189     10078      641535      652       468032      120       432482       1        416017       1        416017       1        416017       1        416017       1        416017  
   3.2       420954     209166    1000000     24210      732067      9833      639942      662       470983       96       433754       1        420954       1        420954       1        420954       1        420954       1        420954  
   3.3       426026     208866    1000000     23949      731809      9590      639809      641       475255      103       439853       1        426026       1        426026       1        426026       1        426026       1        426026  
   3.5       431032     209140    1000000     23753      731217      9539      640339      599       476882      100       444405       1        431032       1        431032       1        431032       1        431032       1        431032  
   3.7       436168     208649    1000000     23630      732103      9322      640469      601       481550       95       447996       1        436168       1        436168       1        436168       1        436168       1        436168  
   3.8       441117     207929    1000000     23291      732818      9309      643336      569       484452       88       452576       1        441117       1        441117       1        441117       1        441117       1        441117  
   4.0       446099     209004    1000000     23431      731647      9177      640356      527       485063       72       455465       1        446099       1        446099       1        446099       1        446099       1        446099  
   4.2       450980     208686    1000000     22943      730914      8935      641582      539       490104       69       459726       1        450980       1        450980       1        450980       1        450980       1        450980  
   4.3       455811     209094    1000000     22906      730919      8853      641339      478       491368       65       464723       1        455811       1        455811       1        455811       1        455811       1        455811  
   4.5       460948     209915    1000000     22467      728965      8676      641125      489       496525       58       468489       1        460948       1        460948       1        460948       1        460948       1        460948  
   4.7       465863     208209    1000000     22188      731039      8548      644173      450       498833       62       473863       1        465863       1        465863       1        465863       1        465863       1        465863  
   4.8       470567     209888    1000000     22016      728839      8273      641111      401       499392       47       476544       1        470567       1        470567       1        470567       1        470567       1        470567  
