 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0         6        92378      100000       9          46         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1        409       22166      100000      3360      72522       1741      62120       339       33609       108       17690        0          0          0          0          0          0          0          0          0          0     
   0.2        619       22242      100000      3343      72453       1722      62008       310       33834       120       20685        2         1193        0          0          0          0          0          0          0          0     
   0.3        546       22111      100000      3284      72763       1705      62546       337       35641       118       20781        1         546         0          0          0          0          0          0          0          0     
   0.4        543       22460      100000      3370      72152       1727      61561       303       32103       107       18612        1         543         0          0          0          0          0          0          0          0     
   0.5        716       22111      100000      3281      72492       1703      62335       321       34722       122       21234        1         716         0          0          0          0          0          0          0          0     
   0.6        1008      22136      100000      3309      72395       1713      62095       316       33914       114       20010        2         1531        1         1008        0          0          0          0          0          0     
   0.7        752       21842      100000      3276      73018       1705      63002       309       34884       116       21510        3         1932        0          0          0          0          0          0          0          0     
   0.8        638       22250      100000      3306      72324       1740      62211       304       32902       115       20341        1         638         0          0          0          0          0          0          0          0     
   0.9        940       21987      100000      3254      72611       1629      62053       311       35511       118       22036        1         940         0          0          0          0          0          0          0          0     
   1.0        370       22201      100000      3374      72586       1678      61622       304       34002       133       22382        0          0          0          0          0          0          0          0          0          0     
   1.1        582       21908      100000      3228      72793       1668      62707       316       35457       127       22393        3         1617        0          0          0          0          0          0          0          0     
   1.2        601       22201      100000      3301      72437       1754      62505       319       33965       111       19384        2         1109        0          0          0          0          0          0          0          0     
   1.3        846       21939      100000      3281      72790       1716      62768       304       34179       104       20179        3         2147        0          0          0          0          0          0          0          0     
   1.4        856       22060      100000      3165      72372       1685      62856       310       35488       123       22437        2         1401        0          0          0          0          0          0          0          0     
   1.5        529       22095      100000      3276      72740       1657      62290       316       35232       120       21655        1         529         0          0          0          0          0          0          0          0     
   1.6        588       22258      100000      3371      72346       1710      61602       334       34259       108       18921        1         588         0          0          0          0          0          0          0          0     
   1.7        681       22169      100000      3255      72564       1709      62562       309       34482       116       21395        2         1262        0          0          0          0          0          0          0          0     
   1.8        590       22226      100000      3296      72615       1690      62297       316       34566       114       20840        2         1111        0          0          0          0          0          0          0          0     
   1.9        574       22071      100000      3357      72629       1683      61818       301       34064       110       20885        2         1095        0          0          0          0          0          0          0          0     
   2.0        595       22124      100000      3363      72705       1688      61848       305       34212       113       21176        2         1101        0          0          0          0          0          0          0          0     
   2.1        616       22072      100000      3340      72613       1703      61995       317       34374       115       20703        2         1138        0          0          0          0          0          0          0          0     
   2.2        463       22145      100000      3246      72581       1683      62543       322       35770       117       21424        0          0          0          0          0          0          0          0          0          0     
   2.3        693       22191      100000      3298      72589       1701      62356       318       34916       117       21330        2         1217        0          0          0          0          0          0          0          0     
   2.4        600       22075      100000      3350      72557       1709      62060       310       34134       126       21170        1         600         0          0          0          0          0          0          0          0     
   2.5        546       22111      100000      3300      72587       1686      62148       315       34629       121       21630        1         546         0          0          0          0          0          0          0          0     
   2.6        843       22002      100000      3337      72769       1720      62253       306       33987       119       21022        1         843         0          0          0          0          0          0          0          0     
