 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       284981     623472    1000000      730       288912       5        285022       1        284981       1        284981       1        284981       1        284981       1        284981       1        284981       1        284981  
   0.2       296351     205751    1000000     31842      738285     14473      625752      1022      370380      124       311951       1        296351       1        296351       1        296351       1        296351       1        296351  
   0.3       308737     207123    1000000     31004      735242     13761      623714      1025      383051      132       324608       1        308737       1        308737       1        308737       1        308737       1        308737  
   0.5       320827     208790    1000000     30602      732769     13460      622187      916       387251      108       334197       1        320827       1        320827       1        320827       1        320827       1        320827  
   0.7       333088     210054    1000000     30046      730317     12792      619180      858       395812      100       345982       1        333088       1        333088       1        333088       1        333088       1        333088  
   0.8       345321     212198    1000000     29643      727231     12581      617463      766       401676       95       357317       1        345321       1        345321       1        345321       1        345321       1        345321  
   1.0       357663     212961    1000000     29168      724897     12076      614963      697       407961       71       366937       1        357663       1        357663       1        357663       1        357663       1        357663  
   1.2       370060     214535    1000000     28550      721773     11584      612965      612       413807       60       377555       1        370060       1        370060       1        370060       1        370060       1        370060  
   1.3       382598     213929    1000000     28028      722070     11218      613930      580       422575       46       387958       1        382598       1        382598       1        382598       1        382598       1        382598  
   1.5       395154     215252    1000000     27274      719320     10637      612547      515       432084       61       402538       1        395154       1        395154       1        395154       1        395154       1        395154  
   1.7       407746     216484    1000000     26909      716964     10164      609778      415       437512       48       413527       1        407746       1        407746       1        407746       1        407746       1        407746  
   1.8       420696     217226    1000000     26199      716017      9789      610925      378       447157       34       424781       1        420696       1        420696       1        420696       1        420696       1        420696  
   2.0       433496     217367    1000000     25677      715340      9346      611175      304       454362       24       436328       1        433496       1        433496       1        433496       1        433496       1        433496  
   2.2       446079     217483    1000000     25124      713883      8821      609459      279       464054       10       447177       1        446079       1        446079       1        446079       1        446079       1        446079  
   2.3       458612     217961    1000000     24602      712321      8374      608902      196       471622       13       459988       1        458612       1        458612       1        458612       1        458612       1        458612  
   2.5       471652     219068    1000000     23644      709603      7835      608817      167       482148       9        472536       1        471652       1        471652       1        471652       1        471652       1        471652  
   2.7       484721     218915    1000000     23038      710493      7436      611119      105       491372       5        485173       1        484721       1        484721       1        484721       1        484721       1        484721  
   2.8       497770     218117    1000000     22205      710383      6921      612927       90       503256       3        498007       1        497770       1        497770       1        497770       1        497770       1        497770  
   3.0       510500     217422    1000000     21505      711489      6450      615984       75       515047       3        510718       1        510500       1        510500       1        510500       1        510500       1        510500  
   3.2       523524     216755    1000000     20570      711512      5969      618832       47       526705       7        524216       1        523524       1        523524       1        523524       1        523524       1        523524  
