 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       340829     462237    1000000      6987      381376      150       342433       1        340829       1        340829       1        340829       1        340829       1        340829       1        340829       1        340829  
   1.7       340052     194908    1000000     31525      751877     14522      641782      616       378206       9        340982       1        340052       1        340052       1        340052       1        340052       1        340052  
   3.3       339931     194522    1000000     30288      751777     13841      645313      831       397514       67       347941       1        339931       1        339931       1        339931       1        339931       1        339931  
   5.0       339540     194286    1000000     30098      752085     13604      645572      900       402796       85       350093       1        339540       1        339540       1        339540       1        339540       1        339540  
   6.7       338751     194641    1000000     30092      751106     13631      645188      950       405855       96       350377       1        338751       1        338751       1        338751       1        338751       1        338751  
   8.3       338497     194069    1000000     30134      752983     13623      646603      934       404859       91       349641       1        338497       1        338497       1        338497       1        338497       1        338497  
   10.0      337209     195459    1000000     29958      750083     13459      643626      990       409157      132       353468       1        337209       1        337209       1        337209       1        337209       1        337209  
   11.7      336820     195583    1000000     29914      749587     13500      643669      953       407323      132       353415       1        336820       1        336820       1        336820       1        336820       1        336820  
   13.3      335044     195002    1000000     29969      750305     13537      644110      978       405947      117       349632       1        335044       1        335044       1        335044       1        335044       1        335044  
   15.0      334036     195489    1000000     30069      749923     13566      643452      979       405084      120       349351       1        334036       1        334036       1        334036       1        334036       1        334036  
   16.7      332115     195779    1000000     30262      750570     13778      644357      987       403195      113       346092       1        332115       1        332115       1        332115       1        332115       1        332115  
   18.3      330446     195826    1000000     30128      749839     13584      642923      1040      405678      115       345198       1        330446       1        330446       1        330446       1        330446       1        330446  
   20.0      329251     196193    1000000     30308      749020     13763      642540      973       400019      115       344022       1        329251       1        329251       1        329251       1        329251       1        329251  
   21.7      327321     196764    1000000     30508      749089     13706      640544      992       398862      107       340585       1        327321       1        327321       1        327321       1        327321       1        327321  
   23.3      327461     196188    1000000     30225      749284     13669      642363      995       399004      106       340694       1        327461       1        327461       1        327461       1        327461       1        327461  
   25.0      324927     196740    1000000     30460      748980     13923      642485      1008      399148      135       341634       1        324927       1        324927       1        324927       1        324927       1        324927  
   26.7      325308     196148    1000000     30346      749663     13725      642310      1024      400351      132       342347       1        325308       1        325308       1        325308       1        325308       1        325308  
   28.3      322200     196850    1000000     30294      748566     13759      641938      1041      399709      135       339726       1        322200       1        322200       1        322200       1        322200       1        322200  
   30.0      322142     197279    1000000     30426      748471     13714      640765      1031      399166      127       339637       2        322653       1        322142       1        322142       1        322142       1        322142  
   31.7      320826     196956    1000000     30428      748179     13939      642044      1022      396819      133       338063       1        320826       1        320826       1        320826       1        320826       1        320826  
   33.3      319582     196879    1000000     30285      747823     13885      641725      1068      399649      143       338516       1        319582       1        319582       1        319582       1        319582       1        319582  
   35.0      317482     197323    1000000     30347      747695     13861      641228      1062      397346      157       338155       1        317482       1        317482       1        317482       1        317482       1        317482  
   36.7      314762     197477    1000000     30487      747865     13968      641445      1066      394044      143       334098       1        314762       1        314762       1        314762       1        314762       1        314762  
   38.3      313672     197590    1000000     30762      748003     14083      640360      1067      393200      149       333211       1        313672       1        313672       1        313672       1        313672       1        313672  
   40.0      312299     197843    1000000     30503      747576     14049      641278      1085      393561      156       332713       1        312299       1        312299       1        312299       1        312299       1        312299  
   41.7      311840     198248    1000000     30588      746471     13883      638253      1101      394961      152       332065       1        311840       1        311840       1        311840       1        311840       1        311840  
   43.3      310296     198089    1000000     30790      747732     14029      639638      1083      393604      161       332462       1        310296       1        310296       1        310296       1        310296       1        310296  
   45.0      307850     199143    1000000     30539      744976     13989      638294      1077      391910      174       331651       1        307850       1        307850       1        307850       1        307850       1        307850  
   46.7      306980     198649    1000000     30618      746076     14215      640107      1089      390370      170       330323       2        307501       1        306980       1        306980       1        306980       1        306980  
   48.3      307788     199023    1000000     30686      745988     14079      638656      1074      389565      171       329816       1        307788       1        307788       1        307788       1        307788       1        307788  
   50.0      306224     199507    1000000     30692      744838     14152      637903      1099      389055      162       327637       1        306224       1        306224       1        306224       1        306224       1        306224  
   51.7      305712     199523    1000000     30703      745304     13921      636938      1145      391854      165       327745       1        305712       1        305712       1        305712       1        305712       1        305712  
   53.3      301590     199852    1000000     30981      745366     14127      636347      1105      387636      168       325524       2        303359       2        303359       1        301590       1        301590       1        301590  
   55.0      300716     199690    1000000     30955      745227     14103      636478      1142      388829      176       325493       3        301877       1        300716       1        300716       1        300716       1        300716  
   56.7      292884     200551    1000000     30994      744080     14211      635737      1140      389548      173       325468       4        302437       3        301586       2        299257       1        292884       1        292884  
   58.3      297873     199648    1000000     30897      745608     14207      637829      1131      388282      189       326444       4        301422       2        299846       1        297873       1        297873       1        297873  
   60.0      295850     199145    1000000     30822      745530     14169      638207      1153      388738      199       325882       3        298210       2        297510       1        295850       1        295850       1        295850  
   61.7      287550     200398    1000000     31003      744406     14226      636007      1129      386098      188       324140       6        298579       5        298022       1        287550       1        287550       1        287550  
   63.3      296157     200457    1000000     31149      744145     14205      634779      1156      385421      182       321355       3        297398       1        296157       1        296157       1        296157       1        296157  
   65.0      295593     200645    1000000     31122      743880     14266      634925      1166      385553      169       319121       2        296359       1        295593       1        295593       1        295593       1        295593  
   66.7      295610     200873    1000000     31410      744358     14361      634403      1126      382690      164       319206       3        296862       1        295610       1        295610       1        295610       1        295610  
   68.3      283126     201280    1000000     31406      743142     14406      633328      1125      382494      186       320985       4        295126       4        295126       2        290565       1        283126       1        283126  
   70.0      283868     201156    1000000     31391      743165     14369      633463      1112      381637      186       320287       5        295475       5        295475       1        283868       1        283868       1        283868  
   71.7      265084     200979    1000000     31259      743990     14371      635181      1174      384373      173       318041       5        295558       4        294701       2        286430       2        286430       1        265084  
   73.3      282041     201407    1000000     31299      743444     14275      633384      1167      384741      182       319467       3        295577       3        295577       3        295577       1        282041       1        282041  
   75.0      285605     201528    1000000     31257      742965     14228      633424      1161      383996      198       320559       3        294203       3        294203       2        291510       1        285605       1        285605  
   76.7      269178     201828    1000000     31274      742180     14303      632975      1142      380301      195       317788       6        292735       6        292735       3        283043       1        269178       1        269178  
   78.3      266229     201319    1000000     31400      743282     14345      633023      1162      380132      184       316114       6        291808       6        291808       3        282891       2        276807       1        266229  
   80.0      258872     202458    1000000     31195      741682     14281      632529      1197      382815      209       318149       9        290491       9        290491       2        269551       2        269551       1        258872  
   81.7      260260     202579    1000000     31250      741342     14241      631511      1197      382565      200       316719       9        290759       9        290759       2        270538       2        270538       1        260260  
   83.3      283616     201821    1000000     31219      742588     14500      634812      1174      380848      183       315697       3        290776       3        290776       1        283616       1        283616       1        283616  
   85.0      274960     202094    1000000     31449      742453     14383      631663      1153      377742      177       313795       3        289926       3        289926       3        289926       1        274960       1        274960  
   86.7      132905     202190    1000000     31465      742853     14442      632767      1198      381745      213       316884       10       290358       9        289377       6        277977       4        262884       2        233986  
   88.3      188930     202731    1000000     31545      741281     14253      629760      1202      381000      203       314905       10       289288       10       289288       4        270226       3        264008       2        245522  
   90.0      213583     202429    1000000     31270      740595     14394      631918      1229      380656      183       311484       9        287819       8        287268       3        271743       2        265588       2        265588  
   91.7      256568     202868    1000000     31297      740354     14368      630932      1174      377626      187       313078       6        288344       5        287842       3        281135       2        275000       1        256568  
   93.3      141591     203055    1000000     31607      740935     14449      629986      1202      377938      175       310473       10       288367       10       288367       6        276800       5        270797       2        195561  
   95.0      143876     203055    1000000     31622      740694     14487      630068      1129      374683      208       313729       11       287253       10       286441       5        272488       3        260162       2        244636  
   96.7      110682     203340    1000000     31577      740481     14480      630066      1145      373079      183       309927       7        285810       7        285810       4        277012       3        270983       3        270983  
   98.3      191362     203416    1000000     31759      740415     14626      629643      1165      372833      179       307866       8        285525       7        284917       4        278300       4        278300       2        248863  
  100.0      154383     204293    1000000     31814      738877     14581      627474      1140      370330      172       306749       8        285544       7        285002       3        275573       3        275573       3        275573  
  101.7      218800     202682    1000000     32014      742303     14797      631447      1129      371183      169       308481       8        287415       7        286523       3        274057       2        267193       1        218800  
  103.3      217382     203080    1000000     31937      741814     14600      630061      1192      375064      170       307770       9        286554       8        285697       3        268780       2        261095       1        217382  
  105.0      213397     203660    1000000     31834      740363     14583      628976      1197      375309      169       307514       10       286313       9        285557       3        266455       2        259534       1        213397  
  106.7      124591     203333    1000000     31663      740438     14495      629300      1216      375779      184       307822       17       286012       14       284204       7        261980       5        245742       1        124591  
  108.3      139808     204014    1000000     31723      739084     14521      628366      1159      372854      175       308275       13       286445       12       285713       6        267796       5        261755       1        139808  
  110.0      220886     203619    1000000     31726      740107     14576      629406      1145      372401      172       307884       9        286508       8        285874       2        268068       2        268068       1        220886  
  111.7      173765     204668    1000000     31804      739009     14531      627299      1181      373823      172       307640       13       286793       11       285519       4        263584       4        263584       1        173765  
  113.3      101349     203704    1000000     31673      739640     14409      628272      1187      375785      186       309587       10       286882       9        286356       5        275493       5        275493       2        179515  
  115.0      125975     204491    1000000     31652      739344     14491      628526      1190      374302      185       308430       12       285784       10       284736       4        265982       4        265982       2        190369  
  116.7      158795     204596    1000000     31694      738345     14476      626965      1152      372771      190       309503       14       286410       13       285844       4        257355       3        250723       2        225850  
  118.3      127721     203986    1000000     31707      739130     14496      628075      1168      373210      185       308302       11       284808       11       284808       5        265041       5        265041       1        127721  
  120.0      217178     204057    1000000     31675      739564     14471      628515      1145      371496      182       308585       8        285373       8        285373       3        271699       2        264971       1        217178  
  121.7      179012     204174    1000000     31761      739347     14581      628319      1156      372363      181       307908       11       284814       11       284814       4        266305       4        266305       1        179012  
  123.3      192331     204646    1000000     31941      739314     14537      627240      1144      371082      175       306982       10       285057       10       285057       3        264965       3        264965       1        192331  
  125.0      183766     204451    1000000     31883      738642     14612      627117      1107      369714      183       308474       9        285032       9        285032       4        270315       4        270315       1        183766  
  126.7      198198     205016    1000000     31976      739027     14616      626883      1169      373541      179       308121       8        285140       8        285140       3        272752       3        272752       1        198198  
  128.3      231406     205490    1000000     31982      738072     14567      625694      1160      371969      167       307093       7        285782       7        285782       3        273875       3        273875       1        231406  
  130.0      225436     204305    1000000     31916      738878     14618      627261      1124      370456      178       307813       9        286128       9        286128       3        266161       3        266161       1        225436  
  131.7      228752     204334    1000000     31796      739619     14669      629272      1159      371144      143       304497       9        286053       9        286053       3        269306       3        269306       1        228752  
