 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       203119     497490    1000000     16745      307029      883       213389       2        203184       1        203119       1        203119       1        203119       1        203119       1        203119       1        203119  
   1.7       208435     205542    1000000     36177      747218     19090      636222      989       272168       42       213257       1        208435       1        208435       1        208435       1        208435       1        208435  
   3.3       208099     200356    1000000     31724      749949     16552      651962      1974      349332      212       233657       1        208099       1        208099       1        208099       1        208099       1        208099  
   5.0       207651     198588    1000000     30195      751535     15455      656580      2252      383505      397       259124       1        207651       1        207651       1        207651       1        207651       1        207651  
   6.7       207887     197683    1000000     29945      752100     15108      656350      2328      396616      475       270859       1        207887       1        207887       1        207887       1        207887       1        207887  
   8.3       207150     197858    1000000     29816      751959     14928      656102      2299      400250      532       280036       1        207150       1        207150       1        207150       1        207150       1        207150  
   10.0      207240     197225    1000000     29395      752009     14710      657585      2320      406765      564       286717       1        207240       1        207240       1        207240       1        207240       1        207240  
   11.7      206827     197828    1000000     29215      751420     14552      656720      2343      411314      621       293670       1        206827       1        206827       1        206827       1        206827       1        206827  
   13.3      206899     196904    1000000     29028      752279     14699      659774      2309      409930      596       292666       1        206899       1        206899       1        206899       1        206899       1        206899  
   15.0      206645     197107    1000000     29227      753022     14557      658190      2277      412801      662       302615       2        207151       1        206645       1        206645       1        206645       1        206645  
   16.7      206014     197261    1000000     29097      751817     14537      658025      2269      411748      674       303520       1        206014       1        206014       1        206014       1        206014       1        206014  
   18.3      206248     197253    1000000     28859      752032     14441      659277      2284      414818      646       302159       1        206248       1        206248       1        206248       1        206248       1        206248  
   20.0      206007     197066    1000000     29073      751737     14448      657447      2281      412904      663       301766       2        206534       1        206007       1        206007       1        206007       1        206007  
   21.7      205537     196769    1000000     28963      752409     14481      659300      2246      414230      671       306535       1        205537       1        205537       1        205537       1        205537       1        205537  
   23.3      205978     197758    1000000     28989      751379     14264      656615      2254      415459      677       307726       2        206482       1        205978       1        205978       1        205978       1        205978  
   25.0      206330     196484    1000000     28678      752764     14256      659743      2318      420110      682       308633       1        206330       1        206330       1        206330       1        206330       1        206330  
   26.7      206099     196718    1000000     28471      751442     14110      658716      2258      419313      691       312781       1        206099       1        206099       1        206099       1        206099       1        206099  
   28.3      205736     196789    1000000     28723      751667     14266      658701      2286      419052      704       311828       2        206277       1        205736       1        205736       1        205736       1        205736  
   30.0      204684     196627    1000000     28588      751901     14140      658594      2310      421897      703       312459       3        205711       1        204684       1        204684       1        204684       1        204684  
   31.7      204685     197009    1000000     28638      751873     14213      658940      2318      419708      670       306476       2        205230       1        204685       1        204685       1        204685       1        204685  
   33.3      204673     196314    1000000     28704      753132     14303      660340      2307      419204      668       307507       1        204673       1        204673       1        204673       1        204673       1        204673  
   35.0      205033     196828    1000000     28607      751798     14245      659409      2287      418761      694       310430       1        205033       1        205033       1        205033       1        205033       1        205033  
   36.7      204551     196824    1000000     28879      752042     14178      657247      2329      422178      728       313306       1        204551       1        204551       1        204551       1        204551       1        204551  
   38.3      204743     196709    1000000     28576      752054     14233      659790      2296      420194      668       309377       2        205273       1        204743       1        204743       1        204743       1        204743  
   40.0      204221     196993    1000000     28732      752349     14194      658810      2253      419487      693       312280       1        204221       1        204221       1        204221       1        204221       1        204221  
   41.7      204224     196702    1000000     28828      752479     14339      659114      2280      417095      680       307877       1        204224       1        204224       1        204224       1        204224       1        204224  
   43.3      204449     196642    1000000     28849      752668     14281      658783      2279      419297      715       312681       1        204449       1        204449       1        204449       1        204449       1        204449  
   45.0      204632     197209    1000000     28641      751179     14209      658332      2258      419099      717       314401       1        204632       1        204632       1        204632       1        204632       1        204632  
   46.7      203633     197062    1000000     28954      751936     14413      658308      2264      416782      675       307709       2        204247       1        203633       1        203633       1        203633       1        203633  
   48.3      202855     197726    1000000     28986      751076     14380      657092      2231      414121      664       306981       1        202855       1        202855       1        202855       1        202855       1        202855  
   50.0      202354     196633    1000000     28876      751855     14241      657778      2251      419628      720       314738       1        202354       1        202354       1        202354       1        202354       1        202354  
   51.7      204064     197043    1000000     28697      751525     14074      657286      2299      422384      692       311772       3        205122       1        204064       1        204064       1        204064       1        204064  
   53.3      202338     196487    1000000     28465      751998     14203      660096      2284      422690      733       316465       3        203358       1        202338       1        202338       1        202338       1        202338  
   55.0      203284     196709    1000000     28751      752468     14302      659681      2224      418116      706       312960       1        203284       1        203284       1        203284       1        203284       1        203284  
   56.7      202378     196600    1000000     28565      752111     14009      658402      2306      426061      745       318722       3        203591       1        202378       1        202378       1        202378       1        202378  
   58.3      201249     197185    1000000     28583      751503     13979      657331      2297      424674      743       318254       3        202374       1        201249       1        201249       1        201249       1        201249  
   60.0      202343     196786    1000000     28838      752390     14221      658440      2260      419192      712       313193       2        202863       1        202343       1        202343       1        202343       1        202343  
   61.7      202359     196672    1000000     28530      751822     14105      658831      2239      422495      727       318691       2        202864       1        202359       1        202359       1        202359       1        202359  
   63.3      202261     197163    1000000     28627      750772     14164      658013      2262      419552      702       313860       3        203432       1        202261       1        202261       1        202261       1        202261  
   65.0      202195     196305    1000000     28539      753059     14178      660529      2290      422622      721       315578       3        203296       1        202195       1        202195       1        202195       1        202195  
   66.7      202495     196423    1000000     28460      752341     14181      660132      2245      423484      714       318712       3        203609       1        202495       1        202495       1        202495       1        202495  
