 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       309269     467348    1000000      9438      364979      262       312162       1        309269       1        309269       1        309269       1        309269       1        309269       1        309269       1        309269  
   1.7       308040     196288    1000000     32218      752954     15813      646447      682       350976       17       309898       1        308040       1        308040       1        308040       1        308040       1        308040  
   3.3       307866     194269    1000000     30112      754374     14369      652845      1204      390902       97       319157       1        307866       1        307866       1        307866       1        307866       1        307866  
   5.0       307547     193671    1000000     29463      755082     13993      655123      1363      407344      171       328725       1        307547       1        307547       1        307547       1        307547       1        307547  
   6.7       307446     193745    1000000     29256      754844     13789      655060      1408      412419      199       332326       1        307446       1        307446       1        307446       1        307446       1        307446  
   8.3       307207     192836    1000000     29207      755045     13790      655567      1348      412474      243       337822       1        307207       1        307207       1        307207       1        307207       1        307207  
   10.0      306348     192998    1000000     29102      755518     13806      657008      1381      413253      246       337699       1        306348       1        306348       1        306348       1        306348       1        306348  
   11.7      305644     193793    1000000     29044      754020     13769      655405      1394      413447      243       337085       1        305644       1        305644       1        305644       1        305644       1        305644  
   13.3      305526     193819    1000000     28872      753533     13756      656197      1381      414359      266       340258       1        305526       1        305526       1        305526       1        305526       1        305526  
   15.0      304275     192957    1000000     29287      755631     13805      655974      1437      415649      238       335334       1        304275       1        304275       1        304275       1        304275       1        304275  
   16.7      303791     193530    1000000     29172      755237     13726      655594      1403      413875      257       337462       1        303791       1        303791       1        303791       1        303791       1        303791  
   18.3      303356     194039    1000000     29200      753797     13726      654043      1409      414888      261       338345       1        303356       1        303356       1        303356       1        303356       1        303356  
   20.0      303017     193760    1000000     29002      753619     13575      654098      1396      415901      267       339823       1        303017       1        303017       1        303017       1        303017       1        303017  
   21.7      302419     193746    1000000     29145      754250     13694      654676      1414      414292      256       337158       1        302419       1        302419       1        302419       1        302419       1        302419  
   23.3      302425     194055    1000000     29147      754498     13727      655224      1399      415750      282       340731       1        302425       1        302425       1        302425       1        302425       1        302425  
   25.0      301974     194197    1000000     29006      753597     13711      655194      1407      416417      299       342886       1        301974       1        301974       1        301974       1        301974       1        301974  
   26.7      301264     193763    1000000     28872      752996     13643      654740      1450      419027      302       342947       1        301264       1        301264       1        301264       1        301264       1        301264  
   28.3      301636     193868    1000000     29138      754347     13761      655049      1458      417254      269       337925       1        301636       1        301636       1        301636       1        301636       1        301636  
   30.0      300139     193820    1000000     28828      753304     13549      654771      1460      418147      291       339891       1        300139       1        300139       1        300139       1        300139       1        300139  
   31.7      300219     194248    1000000     28946      753216     13516      653625      1400      415989      308       342388       1        300219       1        300219       1        300219       1        300219       1        300219  
   33.3      299353     192969    1000000     28956      755586     13745      657580      1487      419999      299       340041       1        299353       1        299353       1        299353       1        299353       1        299353  
   35.0      298669     193504    1000000     29099      755408     13656      655799      1473      417954      303       340482       1        298669       1        298669       1        298669       1        298669       1        298669  
   36.7      298381     192873    1000000     28926      755682     13758      657783      1432      416724      315       341737       1        298381       1        298381       1        298381       1        298381       1        298381  
   38.3      297802     193208    1000000     29028      755318     13802      657170      1497      416978      285       336071       1        297802       1        297802       1        297802       1        297802       1        297802  
   40.0      296713     193737    1000000     28966      753765     13674      655249      1477      416797      306       337833       1        296713       1        296713       1        296713       1        296713       1        296713  
   41.7      296853     194435    1000000     29090      753630     13710      654439      1515      417494      284       334601       1        296853       1        296853       1        296853       1        296853       1        296853  
   43.3      296502     194143    1000000     29165      753610     13798      654407      1446      412949      301       337721       1        296502       1        296502       1        296502       1        296502       1        296502  
   45.0      296445     194109    1000000     29042      753334     13706      654542      1492      416502      291       336256       1        296445       1        296445       1        296445       1        296445       1        296445  
   46.7      295848     193639    1000000     29166      754850     13784      655711      1457      414142      286       335393       1        295848       1        295848       1        295848       1        295848       1        295848  
   48.3      296345     193447    1000000     28991      754802     13784      656903      1528      418584      298       336881       1        296345       1        296345       1        296345       1        296345       1        296345  
   50.0      294484     194051    1000000     29034      753980     13754      655501      1502      416944      291       336090       2        295211       1        294484       1        294484       1        294484       1        294484  
   51.7      292049     194477    1000000     29049      753243     13646      653895      1503      416580      319       337425       2        292687       1        292049       1        292049       1        292049       1        292049  
   53.3      292825     193912    1000000     29162      754170     13547      653343      1541      420710      340       340635       2        293364       1        292825       1        292825       1        292825       1        292825  
   55.0      293339     193888    1000000     29032      753637     13657      654748      1513      417102      328       337945       1        293339       1        293339       1        293339       1        293339       1        293339  
   56.7      294587     194406    1000000     28929      753693     13813      656000      1482      415147      296       336205       2        295338       1        294587       1        294587       1        294587       1        294587  
   58.3      292491     193740    1000000     29083      754394     13877      656129      1474      412703      276       332567       2        293490       1        292491       1        292491       1        292491       1        292491  
   60.0      292259     194333    1000000     29045      752812     13820      654716      1453      412851      316       336611       2        292814       1        292259       1        292259       1        292259       1        292259  
   61.7      292219     193798    1000000     29109      754509     13898      656390      1462      412257      300       334470       1        292219       1        292219       1        292219       1        292219       1        292219  
   63.3      292085     193213    1000000     29183      755176     13880      656461      1495      415188      306       335583       2        292592       1        292085       1        292085       1        292085       1        292085  
   65.0      290703     194198    1000000     29082      753947     13935      656131      1469      413479      309       335736       2        291251       1        290703       1        290703       1        290703       1        290703  
   66.7      290703     194543    1000000     29225      752946     13808      653385      1497      413707      289       332172       1        290703       1        290703       1        290703       1        290703       1        290703  
   68.3      288954     193646    1000000     29072      754624     13912      656677      1518      414699      312       333694       1        288954       1        288954       1        288954       1        288954       1        288954  
   70.0      291108     193147    1000000     28938      755009     13787      657304      1486      415908      337       339615       1        291108       1        291108       1        291108       1        291108       1        291108  
   71.7      289428     193444    1000000     28918      754365     13902      657834      1466      415192      330       339068       2        290102       1        289428       1        289428       1        289428       1        289428  
   73.3      288664     192786    1000000     28979      756001     13761      657571      1533      419959      351       341265       1        288664       1        288664       1        288664       1        288664       1        288664  
   75.0      289430     193486    1000000     28963      754444     13645      655967      1499      416916      333       338486       2        290439       2        290439       1        289430       1        289430       1        289430  
   76.7      291567     193183    1000000     29131      755295     13853      657006      1525      417202      301       335623       3        292618       1        291567       1        291567       1        291567       1        291567  
   78.3      288689     194001    1000000     28904      753930     13863      656766      1527      416085      318       334974       1        288689       1        288689       1        288689       1        288689       1        288689  
   80.0      287951     193836    1000000     28826      754446     13790      657365      1600      418858      325       333768       1        287951       1        287951       1        287951       1        287951       1        287951  
   81.7      285587     193948    1000000     29127      754514     13811      655659      1528      415883      362       337137       1        285587       1        285587       1        285587       1        285587       1        285587  
   83.3      288406     193459    1000000     28942      755019     13727      656816      1534      419345      356       340324       4        290254       1        288406       1        288406       1        288406       1        288406  
