 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       223065     703473    1000000      277       224509       2        223075       1        223065       1        223065       1        223065       1        223065       1        223065       1        223065       1        223065  
   0.2       233096     286634    1000000     37079      624247     13550      473188      230       247249       6        233657       1        233096       1        233096       1        233096       1        233096       1        233096  
   0.3       243800     287302    1000000     36359      622178     13030      472759      228       258132       10       244742       1        243800       1        243800       1        243800       1        243800       1        243800  
   0.5       254336     286649    1000000     35559      622894     12759      476696      223       268147       7        255019       1        254336       1        254336       1        254336       1        254336       1        254336  
   0.7       265002     286963    1000000     34823      622206     12261      477900      182       276429       8        265817       1        265002       1        265002       1        265002       1        265002       1        265002  
   0.8       275769     287451    1000000     33973      619838     11686      477605      180       286925       5        276207       1        275769       1        275769       1        275769       1        275769       1        275769  
   1.0       286391     287275    1000000     33425      620840     11291      479801      162       296684       5        286880       1        286391       1        286391       1        286391       1        286391       1        286391  
   1.2       297384     286675    1000000     32598      620539     10915      482015      131       305210       3        297603       1        297384       1        297384       1        297384       1        297384       1        297384  
   1.3       308245     287438    1000000     31931      620115     10520      483623      116       315448       3        308453       1        308245       1        308245       1        308245       1        308245       1        308245  
   1.5       319252     287258    1000000     31103      618983      9872      483524      123       326847       2        319381       1        319252       1        319252       1        319252       1        319252       1        319252  
   1.7       330910     286419    1000000     30421      619467      9487      486169       99       337001       3        331162       1        330910       1        330910       1        330910       1        330910       1        330910  
   1.8       342169     286710    1000000     29684      617680      8951      486263       71       346383       2        342297       1        342169       1        342169       1        342169       1        342169       1        342169  
   2.0       353462     286079    1000000     28904      618224      8532      488737       64       357344       3        353718       1        353462       1        353462       1        353462       1        353462       1        353462  
   2.2       364764     286036    1000000     28212      619219      8068      491399       45       367525       3        364985       1        364764       1        364764       1        364764       1        364764       1        364764  
   2.3       376409     284827    1000000     27297      619031      7609      494421       27       377941       1        376409       1        376409       1        376409       1        376409       1        376409       1        376409  
   2.5       387895     284414    1000000     26445      619743      7214      498166       32       389686       2        388008       1        387895       1        387895       1        387895       1        387895       1        387895  
   2.7       399743     284086    1000000     25533      619077      6594      499388       32       401506       1        399743       1        399743       1        399743       1        399743       1        399743       1        399743  
   2.8       411681     282691    1000000     24647      620700      6213      504554       17       412646       2        411784       1        411681       1        411681       1        411681       1        411681       1        411681  
   3.0       423723     282271    1000000     23917      621469      5693      506679       12       424358       1        423723       1        423723       1        423723       1        423723       1        423723       1        423723  
