 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0         19       69190      100000      1471       9064        75        863         0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1       73300       7611      100000      876       90519       386       87420        53       81142        22       78992        3        75334        2        74571        1        73300        1        73300        1        73300   
   0.2       50652       8244      100000      955       89557       439       86232        70       79146        35       76926        12       72729        7        69360        3        64104        1        50652        1        50652   
   0.3       30377       8880      100000      1138      88852       551       85103        96       76269        48       72968        16       66973        12       64168        2        43073        2        43073        0          0     
   0.4        6484       9957      100000      1405      87622       695       83057       130       72066        65       67731        25       60648        20       56697        4        23032        0          0          0          0     
   0.5        8140      11245      100000      1540      85869       666       80239        87       68862        39       65750        20       62072        18       60706        4        27484        0          0          0          0     
   0.6        8206      12105      100000      1539      84525       637       78826        56       68219        23       66144        19       65150        16       63116        4        28745        0          0          0          0     
   0.7       10368      12636      100000      1323      83617       479       78205        38       70505        20       69496        12       67785        11       67018        6        52454        1        10368        0          0     
   0.8       15498      12976      100000      1143      82889       365       78026        18       72467        13       72162        10       71433        10       71433        7        64231        3        36848        0          0     
   0.9       24743      12427      100000      923       83593       235       79259        11       75895        9        75777        9        75777        9        75777        5        66615        3        49995        0          0     
   1.0       35733      12300      100000      815       83705       185       79766        11       77184        8        76984        8        76984        7        76418        5        71335        3        58512        0          0     
   1.1       37433      12253      100000      684       83790       143       80437        6        78605        6        78605        6        78605        6        78605        4        73667        4        73667        0          0     
   1.2       39118      12004      100000      570       84090       107       81232        7        79840        7        79840        7        79840        7        79840        4        73984        4        73984        0          0     
   1.3       40831      11763      100000      648       84595       123       81395        8        79657        8        79657        8        79657        6        78473        4        75291        3        65921        0          0     
   1.4       21587      11774      100000      552       84517        97       81703        7        80478        7        80478        6        80291        6        80291        5        78756        4        69170        0          0     
   1.5       44581      11014      100000      397       85695        60       83644        4        82930        4        82930        4        82930        3        82173        3        82173        2        72232        0          0     
   1.6       45926      10458      100000      268       86420        21       84934        3        84703        3        84703        3        84703        3        84703        3        84703        3        84703        0          0     
   1.7       46542       9861      100000      192       87514        20       86476        3        86278        3        86278        3        86278        3        86278        3        86278        3        86278        0          0     
   1.8       47169       9434      100000      172       88056        16       87151        2        86960        2        86960        2        86960        2        86960        2        86960        2        86960        0          0     
   1.9       47239       9088      100000      179       88641        16       87679        2        87528        2        87528        2        87528        2        87528        2        87528        2        87528        0          0     
   2.0       46861       9090      100000      145       88522        10       87707        2        87618        2        87618        2        87618        2        87618        2        87618        2        87618        0          0     
   2.1       46304       9310      100000      147       88244        10       87419        3        87340        3        87340        3        87340        3        87340        3        87340        2        77789        0          0     
   2.2       46304       9148      100000      130       88539        9        87840        3        87779        3        87779        3        87779        3        87779        3        87779        2        78215        0          0     
   2.3       45925       9222      100000      167       88348        15       87491        2        87324        2        87324        2        87324        2        87324        2        87324        2        87324        0          0     
   2.4       45676       9331      100000      154       88221        10       87363        2        87271        2        87271        2        87271        2        87271        2        87271        2        87271        0          0     
   2.5       45823       9092      100000      108       88632        7        88044        2        87988        2        87988        2        87988        2        87988        2        87988        2        87988        0          0     
