 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       522703    1000000      4896      321524       53       294397       1        293843       1        293843       1        293843       1        293843       1        293843       1        293843       1        293843  
   1.7       236442    1000000     35282      693053     14313      557937      276       310477       3        293769       1        293557       1        293557       1        293557       1        293557       1        293557  
   3.3       235542    1000000     34584      693263     14125      561490      414       319504       11       294558       1        293396       1        293396       1        293396       1        293396       1        293396  
   5.0       235892    1000000     34597      693976     14076      561830      415       320096       20       295238       1        292996       1        292996       1        292996       1        292996       1        292996  
   6.7       236772    1000000     34458      692164     13958      559921      426       319492       18       293671       1        291586       1        291586       1        291586       1        291586       1        291586  
   8.3       236692    1000000     34666      692886     13916      559350      456       320058       19       292997       1        290989       1        290989       1        290989       1        290989       1        290989  
   10.0      236233    1000000     34398      693161     14154      562831      447       318750       24       292348       1        289490       1        289490       1        289490       1        289490       1        289490  
   11.7      236860    1000000     34510      692200     14098      560873      444       316795       24       290209       1        287278       1        287278       1        287278       1        287278       1        287278  
   13.3      237086    1000000     34515      691241     14070      559697      499       318416       19       288151       1        286102       1        286102       1        286102       1        286102       1        286102  
   15.0      237869    1000000     34865      691148     14129      557752      473       314566       25       286666       1        283750       1        283750       1        283750       1        283750       1        283750  
   16.7      237391    1000000     34765      692091     14232      560050      473       314048       28       285337       1        282010       1        282010       1        282010       1        282010       1        282010  
   18.3      238404    1000000     35127      690708     14189      555881      483       312255       31       283850       1        280426       1        280426       1        280426       1        280426       1        280426  
   20.0      238848    1000000     34858      689159     14280      556850      491       310609       38       282459       1        277567       1        277567       1        277567       1        277567       1        277567  
   21.7      239161    1000000     35083      689246     14424      556228      452       306351       32       279798       1        275880       1        275880       1        275880       1        275880       1        275880  
   23.3      239466    1000000     35121      688779     14383      555083      492       306926       32       277853       1        273753       1        273753       1        273753       1        273753       1        273753  
   25.0      240228    1000000     35198      688814     14490      555682      473       304200       34       276251       1        272120       1        272120       1        272120       1        272120       1        272120  
   26.7      240580    1000000     35414      687495     14530      553099      490       302631       33       273968       1        269822       1        269822       1        269822       1        269822       1        269822  
   28.3      241230    1000000     35150      686067     14401      552402      511       303241       35       272889       1        268821       1        268821       1        268821       1        268821       1        268821  
   30.0      241238    1000000     35422      686873     14573      552823      514       301007       32       270447       2        266765       2        266765       1        265389       1        265389       1        265389  
   31.7      241188    1000000     35597      686573     14649      551823      517       300625       37       270329       2        265627       1        264863       1        264863       1        264863       1        264863  
   33.3      242526    1000000     35444      684325     14409      548347      507       298793       32       268778       4        265171       2        263466       1        261410       1        261410       1        261410  
   35.0      242771    1000000     35595      684383     14649      549281      512       297592       46       267972       3        263026       3        263026       2        262007       1        255697       1        255697  
   36.7      242923    1000000     35651      684110     14480      547943      545       300208       37       267484       3        263312       2        262350       1        261107       1        261107       1        261107  
   38.3      243017    1000000     35748      683850     14598      547652      526       296975       36       265782       3        261742       2        260820       1        259713       1        259713       1        259713  
   40.0      244128    1000000     35654      683123     14495      546916      531       297099       38       265615       4        261346       3        260780       1        257721       1        257721       1        257721  
   41.7      243366    1000000     35705      683576     14613      547476      545       296795       35       264476       5        260420       4        259522       2        255202       2        255202       1        243499  
   43.3      244420    1000000     35653      681925     14632      546990      523       295702       38       265188       6        260739       5        259802       3        252846       3        252846       1        217086  
   45.0      243487    1000000     35909      684505     14704      548083      523       295137       35       263938       8        260354       6        258640       3        252152       3        252152       1        186321  
   46.7      244659    1000000     35851      681530     14571      544516      500       294005       44       265261       9        261132       7        259563       3        249928       3        249928       1        212276  
   48.3      245852    1000000     35837      680257     14627      543846      493       293047       30       263700       8        261061       6        259583       3        250602       3        250602       1        211805  
   50.0      244472    1000000     35931      682452     14549      544745      519       294590       34       264267       8        261264       5        259271       3        253576       3        253576       1        201060  
   51.7      244243    1000000     35587      682851     14609      547638      506       295699       44       266009       9        261943       6        259844       3        250031       3        250031       1        210248  
   53.3      244672    1000000     35789      682478     14645      546361      494       293612       37       265020       8        261391       7        260748       3        247932       2        239712       1        225937  
   55.0      244462    1000000     35783      682396     14537      545683      509       295506       38       265324       10       261825       8        260772       4        248539       3        242631       1        180731  
   56.7      245422    1000000     35761      681025     14589      544602      478       292208       34       264195       8        260476       7        259927       5        254930       4        247002       1        161734  
   58.3      244158    1000000     35693      682259     14607      546511      519       294572       39       264522       7        260084       7        260084       3        251068       2        245318       2        245318  
   60.0      245287    1000000     35938      681087     14518      543435      501       294389       39       265102       8        260793       8        260793       5        252592       4        246874       1        171352  
   61.7      244832    1000000     35681      681824     14542      545244      536       295854       41       264688       8        260897       8        260897       5        251726       4        245907       1        179733  
   63.3      245219    1000000     35778      680631     14519      543941      508       294015       47       265059       12       260894       12       260894       8        247540       5        223126       1        136127  
   65.0      245734    1000000     35894      680748     14496      543169      524       294684       48       264887       13       260767       12       259821       6        243074       4        227967       1        136364  
   66.7      246038    1000000     35766      679568     14572      543123      493       292725       33       263628       12       261177       11       260194       8        254638       4        229481       1        136452  
   68.3      246182    1000000     36018      680480     14548      542223      457       291079       35       264404       9        261381       9        261381       8        259244       4        233095       1        128801  
   70.0      246379    1000000     35766      678742     14432      541388      518       294668       39       264403       15       261377       14       260485       9        245510       5        217136       1        128707  
   71.7      246431    1000000     35870      679368     14516      541638      488       293015       30       264056       12       261963       12       261963       7        246780       5        235073       1        136222  
   73.3      246256    1000000     35782      679595     14670      543539      484       294078       31       265095       8        262302       7        261307       3        247091       2        241363       2        241363  
   75.0      246502    1000000     35791      679051     14400      541186      506       295587       31       265802       10       263296       10       263296       6        251247       4        237988       1        136833  
   76.7      246074    1000000     35712      680127     14394      542921      481       293726       30       265557       10       263219       10       263219       7        256015       4        233812       2        204523  
   78.3      245209    1000000     35665      681495     14548      545694      535       298283       42       267283       11       263543       11       263543       7        253027       4        230632       1        134616  
   80.0      245571    1000000     35553      679748     14371      543508      494       295664       36       266846       9        263631       8        262756       7        260777       5        248663       2        163274  
   81.7      245307    1000000     35679      680897     14464      544555      484       294977       34       266401       11       263376       10       262621       8        259227       5        237461       2        179621  
   83.3      246065    1000000     35727      679537     14451      542553      465       293826       32       266064       10       263466       9        262684       6        254574       5        248702       2        168169  
   85.0      246183    1000000     35689      679767     14476      543224      466       293616       34       266286       7        262800       6        262088       4        258748       2        246473       1        213434  
   86.7      245526    1000000     35324      679857     14404      545026      539       298168       42       266900       9        262776       8        262225       4        249464       3        243550       1        210448  
   88.3      246815    1000000     35590      678638     14553      543250      461       292867       37       266292       10       262936       9        262388       5        252977       3        238990       2        205707  
   90.0      246778    1000000     35872      678829     14342      540266      447       292095       27       265753       11       263616       10       263102       6        256161       4        242301       2        170924  
   91.7      246336    1000000     35523      678842     14305      542127      519       296866       36       266553       9        262936       9        262936       6        257919       5        251938       3        218540  
   93.3      245748    1000000     35579      679587     14501      543736      488       294458       39       266082       10       262586       10       262586       6        253382       3        232556       3        232556  
   95.0      246060    1000000     35604      679558     14618      544466      448       292757       33       266613       12       263974       11       262988       7        253001       5        239166       2        142607  
   96.7      246382    1000000     35683      679759     14431      542842      489       295472       34       267149       10       264302       10       264302       7        257031       4        236772       3        198247  
   98.3      246003    1000000     35504      679499     14288      543126      484       295866       39       268194       10       264795       9        263805       6        255717       3        233763       2        186377  
  100.0      247083    1000000     35555      679358     14365      543292      456       295109       38       268832       9        265296       8        264463       5        259155       3        245074       2        211176  
  101.7      246423    1000000     35375      679306     14361      544110      493       295679       23       266656       9        265052       9        265052       6        257199       3        235421       2        201402  
  103.3      246440    1000000     35613      679681     14196      542027      518       299354       36       268917       8        265658       7        264872       4        259613       2        245537       2        245537  
  105.0      246817    1000000     35447      677871     14270      541448      490       297249       31       268044       11       265565       10       264977       6        255257       3        233285       1        175126  
  106.7      246578    1000000     35370      678609     14397      543668      472       296079       35       268682       9        265596       8        265047       5        260134       3        245842       2        211712  
  108.3      246737    1000000     35505      678798     14212      541816      471       296348       35       268904       8        265447       8        265447       4        255956       3        249769       2        225743  
  110.0      246737    1000000     35597      678896     14372      541995      461       295763       37       269173       9        265831       9        265831       5        256441       3        242096       2        217797  
  111.7      246948    1000000     35393      677860     14243      541769      504       297234       36       268171       9        264881       9        264881       5        255852       3        241378       2        217575  
  113.3      246781    1000000     35579      678395     14369      542047      488       295907       32       267493       9        264708       9        264708       5        255878       3        241378       2        217523  
  115.0      246737    1000000     35523      678636     14426      542585      453       294276       42       268802       9        265008       9        265008       4        254264       2        239800       1        215884  
  116.7      246932    1000000     35542      678075     14288      540766      462       294930       33       267995       10       265198       10       265198       4        250647       2        236072       2        236072  
  118.3      247322    1000000     35570      677668     14299      540760      438       294772       35       268809       10       266023       9        265030       6        260493       4        245933       2        188955  
  120.0      246640    1000000     35543      678824     14236      541626      496       297868       33       268599       12       266213       11       265337       7        257141       4        237244       2        180214  
  121.7      246726    1000000     35559      678022     14156      540501      470       296964       29       268933       11       266606       10       265785       6        257696       3        237717       2        204730  
  123.3      247584    1000000     35405      677262     14372      541766      463       295736       25       268204       11       266640       10       265902       6        257910       3        237870       2        204847  
  125.0      247836    1000000     35464      676875     14177      539790      471       297560       35       270006       10       267156       9        266430       6        262363       3        242244       2        208845  
  126.7      246791    1000000     35716      678538     14260      540540      462       296268       26       269028       12       267434       11       266844       7        259069       4        238816       2        184907  
  128.3      246430    1000000     35386      678275     14263      542310      463       298171       45       271704       10       266996       9        266009       6        259429       3        239153       3        239153  
  130.0      246582    1000000     35576      678197     14223      541135      467       296895       31       269343       12       267014       11       266043       8        259595       5        239346       2        160707  
  131.7      247493    1000000     35493      677287     14188      540074      442       295696       27       269853       10       267588       9        266660       6        260360       4        248780       2        190028  
  133.3      247750    1000000     35588      676461     14196      538703      451       295998       37       270286       11       267269       10       266402       7        260270       4        240018       2        181209  
  135.0      247389    1000000     35392      678343     14214      541958      458       297600       28       270433       10       268276       9        267591       7        264986       5        250211       2        177441  
  136.7      247492    1000000     35633      677232     14206      539205      439       296397       34       271056       11       268186       10       267600       8        265094       5        244740       2        171886  
  138.3      247557    1000000     35538      677472     14309      541087      422       295316       37       271127       12       267713       12       267713       9        261731       6        241581       2        154066  
  140.0      247492    1000000     35653      677843     14170      539542      433       296065       30       270610       9        268075       8        267134       7        265683       5        250856       1        127182  
  141.7      247639    1000000     35658      677440     14267      539539      442       296547       31       271056       9        268505       9        268505       7        266101       4        245878       2        186654  
  143.3      247921    1000000     35363      676674     14203      540645      440       296560       27       270747       10       268727       9        268055       8        266649       5        246439       2        168974  
  145.0      247850    1000000     35615      677864     14158      539842      397       294881       22       271098       9        269548       8        268923       7        267479       4        247135       3        222366  
  146.7      248013    1000000     35352      676080     14085      539531      453       299239       25       272600       9        270754       8        269992       7        268547       5        253440       2        175516  
  148.3      246640    1000000     35353      678858     14070      541917      456       300145       28       273296       11       271178       10       270514       9        269108       7        253785       1        110722  
  150.0      247778    1000000     35202      676456     13928      539516      480       301345       28       273099       11       271082       10       270455       9        269056       6        248045       1        105255  
  151.7      247199    1000000     35221      677378     14028      540956      483       301613       31       273489       9        270684       9        270684       8        269378       5        248094       1        150611  
  153.3      247559    1000000     35219      676602     14068      540520      457       300650       31       273738       10       271032       10       271032       9        269788       7        254105       1        105702  
  155.0      247283    1000000     35150      676803     14026      540601      465       301107       30       273667       9        271238       9        271238       8        270095       5        248586       1        149364  
  156.7      247515    1000000     35297      677287     14122      541264      447       300486       35       274529       9        271479       9        271479       8        270309       5        248624       2        185132  
  158.3      247403    1000000     35364      677329     14079      540005      430       299361       32       274505       8        271609       8        271609       7        270578       5        254570       1        129327  
