 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       271250     529120    1000000      5982      305334       89       272198       1        271250       1        271250       1        271250       1        271250       1        271250       1        271250       1        271250  
   1.7       270667     238520    1000000     35900      693333     15272      559860      309       289005       3        270896       1        270667       1        270667       1        270667       1        270667       1        270667  
   3.3       270716     237136    1000000     34410      693957     14721      566994      613       310058       22       273119       1        270716       1        270716       1        270716       1        270716       1        270716  
   5.0       270568     236266    1000000     34240      694770     14577      568089      602       310787       34       274501       1        270568       1        270568       1        270568       1        270568       1        270568  
   6.7       269784     235039    1000000     34201      697379     14647      571089      639       313124       49       275492       1        269784       1        269784       1        269784       1        269784       1        269784  
   8.3       268898     236186    1000000     34234      695086     14523      568287      654       313216       48       274497       1        268898       1        268898       1        268898       1        268898       1        268898  
   10.0      268114     236394    1000000     34318      695059     14640      568243      684       313228       38       272259       1        268114       1        268114       1        268114       1        268114       1        268114  
   11.7      267633     235828    1000000     34260      696659     14565      570106      669       313051       56       274067       1        267633       1        267633       1        267633       1        267633       1        267633  
   13.3      266357     236817    1000000     34165      694864     14453      567810      685       313365       54       273046       1        266357       1        266357       1        266357       1        266357       1        266357  
   15.0      266226     236565    1000000     34142      695313     14624      569824      709       314856       57       272888       1        266226       1        266226       1        266226       1        266226       1        266226  
   16.7      264487     237130    1000000     34009      694036     14523      568568      743       315651       62       272087       1        264487       1        264487       1        264487       1        264487       1        264487  
   18.3      263782     236002    1000000     34302      695612     14707      569245      714       312460       57       270452       1        263782       1        263782       1        263782       1        263782       1        263782  
   20.0      263150     235845    1000000     34154      695739     14660      570015      746       314891       66       271271       1        263150       1        263150       1        263150       1        263150       1        263150  
   21.7      262425     236717    1000000     34063      694782     14564      569024      733       313338       67       270581       1        262425       1        262425       1        262425       1        262425       1        262425  
   23.3      261049     236740    1000000     34360      695869     14757      569692      764       314090       64       268666       1        261049       1        261049       1        261049       1        261049       1        261049  
   25.0      259903     236755    1000000     34070      694775     14567      568860      773       313652       71       268690       1        259903       1        259903       1        259903       1        259903       1        259903  
   26.7      259144     236601    1000000     34154      694703     14675      569231      792       314148       68       267428       1        259144       1        259144       1        259144       1        259144       1        259144  
   28.3      258384     236339    1000000     34166      695934     14647      570061      803       314567       75       267409       1        258384       1        258384       1        258384       1        258384       1        258384  
   30.0      256640     236449    1000000     34176      696301     14872      572048      779       312706       91       267941       1        256640       1        256640       1        256640       1        256640       1        256640  
   31.7      254364     236811    1000000     34216      694928     14743      569562      793       311974       74       265104       2        255541       2        255541       1        254364       1        254364       1        254364  
   33.3      254724     237383    1000000     34288      694521     14699      568379      795       311484       84       265633       1        254724       1        254724       1        254724       1        254724       1        254724  
   35.0      253861     237154    1000000     34379      694761     14838      568548      770       308427       70       263117       1        253861       1        253861       1        253861       1        253861       1        253861  
   36.7      252320     236607    1000000     34554      695770     14969      569749      783       308508       77       262836       1        252320       1        252320       1        252320       1        252320       1        252320  
   38.3      250576     236926    1000000     34433      694928     14767      568304      858       312198       90       262583       1        250576       1        250576       1        250576       1        250576       1        250576  
   40.0      249701     237454    1000000     34426      694107     14761      567648      823       308958       89       261224       1        249701       1        249701       1        249701       1        249701       1        249701  
   41.7      248699     236686    1000000     34451      695314     14898      569499      849       309693       73       259259       1        248699       1        248699       1        248699       1        248699       1        248699  
