 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       339167     474601    1000000      5983      373302       84       340048       1        339167       1        339167       1        339167       1        339167       1        339167       1        339167       1        339167  
   1.7       339302     201858    1000000     32891      737765     14050      616079      489       370198       15       341069       1        339302       1        339302       1        339302       1        339302       1        339302  
   3.3       338162     201858    1000000     33057      739357     13972      615923      522       373110       27       341349       1        338162       1        338162       1        338162       1        338162       1        338162  
   5.0       336034     202816    1000000     32956      737163     13940      614014      516       369986       23       338565       1        336034       1        336034       1        336034       1        336034       1        336034  
   6.7       333530     203713    1000000     33008      735423     14042      612996      556       370270       32       337223       1        333530       1        333530       1        333530       1        333530       1        333530  
   8.3       330498     205040    1000000     33329      734062     14084      609682      521       365324       35       334604       1        330498       1        330498       1        330498       1        330498       1        330498  
   10.0      326840     206439    1000000     33393      731871     14109      607333      552       363094       30       330381       1        326840       1        326840       1        326840       1        326840       1        326840  
   11.7      323523     207072    1000000     33699      731569     14246      605894      534       358791       30       326898       1        323523       1        323523       1        323523       1        323523       1        323523  
   13.3      320834     208609    1000000     33767      729476     14207      603063      554       357587       31       325097       1        320834       1        320834       1        320834       1        320834       1        320834  
   15.0      320126     208534    1000000     33638      728479     14201      602903      559       357417       37       324549       1        320126       1        320126       1        320126       1        320126       1        320126  
   16.7      316007     209350    1000000     33609      728846     14114      603098      565       357707       35       323265       2        319238       2        319238       1        316007       1        316007       1        316007  
   18.3      320103     209690    1000000     33524      727812     14092      602320      533       355819       38       324602       1        320103       1        320103       1        320103       1        320103       1        320103  
   20.0      291084     210267    1000000     33840      727148     14066      599507      551       355723       25       322444       2        319726       2        319726       2        319726       2        319726       1        291084  
   21.7      143752     211399    1000000     33617      724726     14052      598389      553       357186       37       323918       5        319989       5        319989       4        318868       3        309406       2        280489  
   23.3      290471     211271    1000000     33757      726125     14089      599268      509       355146       34       324960       5        321242       5        321242       4        320177       2        306670       1        290471  
   25.0      315097     211474    1000000     33506      725267     14176      600687      524       357056       37       326396       3        321885       2        321111       2        321111       1        315097       1        315097  
   26.7      312951     211954    1000000     33625      724004     13872      596771      508       356432       29       325622       4        322434       3        321669       2        319050       1        312951       1        312951  
   28.3      316603     211454    1000000     33454      725143     13980      599635      550       358935       28       326245       2        322824       2        322824       2        322824       1        316603       1        316603  
   30.0      302909     211486    1000000     33260      725281     13902      600712      496       358123       40       328941       3        324733       3        324733       3        324733       2        318508       1        302909  
   31.7      310669     212555    1000000     33304      723005     13784      597150      515       360093       27       329147       2        326298       2        326298       2        326298       2        326298       1        310669  
   33.3      147425     212096    1000000     33010      723479     13675      598864      504       361560       40       332027       3        327780       3        327780       3        327780       3        327780       3        327780  
