 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       386061     395043    1000000     11086      453139      432       390932       1        386061       1        386061       1        386061       1        386061       1        386061       1        386061       1        386061  
   1.7       384538     156942    1000000     27003      804799     13985      720289      1091      457298       73       392825       1        384538       1        384538       1        384538       1        384538       1        384538  
   3.3       384282     155475    1000000     25039      806354     12634      726257      1569      501081      213       410585       1        384282       1        384282       1        384282       1        384282       1        384282  
   5.0       383886     155456    1000000     24514      805532     12294      726752      1619      511145      286       421105       1        383886       1        383886       1        383886       1        383886       1        383886  
   6.7       383451     155375    1000000     23958      805050     11961      727775      1655      519950      366       432520       1        383451       1        383451       1        383451       1        383451       1        383451  
   8.3       383533     155740    1000000     24011      804096     11884      725968      1638      520374      387       436206       1        383533       1        383533       1        383533       1        383533       1        383533  
   10.0      382996     155030    1000000     23791      804979     11893      728275      1638      522762      416       439682       1        382996       1        382996       1        382996       1        382996       1        382996  
   11.7      382809     155824    1000000     24073      804293     11931      725998      1611      521207      404       439473       1        382809       1        382809       1        382809       1        382809       1        382809  
   13.3      382405     155809    1000000     23882      803347     11799      725407      1617      523515      425       442556       1        382405       1        382405       1        382405       1        382405       1        382405  
   15.0      381901     155829    1000000     23883      803876     11801      726035      1638      525016      430       442567       1        381901       1        381901       1        381901       1        381901       1        381901  
   16.7      380925     155392    1000000     23793      804583     11785      727186      1665      526377      427       442160       2        381447       1        380925       1        380925       1        380925       1        380925  
   18.3      380777     155772    1000000     24025      804315     11769      725223      1626      521709      396       439084       1        380777       1        380777       1        380777       1        380777       1        380777  
   20.0      379744     155985    1000000     23814      803566     11740      725445      1626      523917      424       441999       1        379744       1        379744       1        379744       1        379744       1        379744  
   21.7      378923     155611    1000000     23903      804050     11732      725815      1659      525670      440       443135       1        378923       1        378923       1        378923       1        378923       1        378923  
   23.3      378205     155961    1000000     23958      803758     11754      724915      1652      522630      449       441366       1        378205       1        378205       1        378205       1        378205       1        378205  
   25.0      377396     155931    1000000     23776      802961     11789      725683      1665      523559      456       441484       1        377396       1        377396       1        377396       1        377396       1        377396  
   26.7      377875     156304    1000000     23999      803426     11820      725051      1685      524909      425       439916       1        377875       1        377875       1        377875       1        377875       1        377875  
   28.3      376789     156154    1000000     23919      804088     11789      725512      1671      523435      432       438914       1        376789       1        376789       1        376789       1        376789       1        376789  
   30.0      376709     155457    1000000     23757      804149     11772      726720      1664      525521      457       443893       2        377213       1        376709       1        376709       1        376709       1        376709  
   31.7      376943     156108    1000000     23949      803466     11735      724707      1672      525550      443       442235       1        376943       1        376943       1        376943       1        376943       1        376943  
   33.3      375276     155743    1000000     23898      804188     11882      726875      1666      524364      444       441605       2        375832       1        375276       1        375276       1        375276       1        375276  
   35.0      375142     156750    1000000     23783      801928     11740      724215      1633      523128      452       442899       2        375649       1        375142       1        375142       1        375142       1        375142  
   36.7      374020     156460    1000000     24013      803058     11815      724549      1666      522867      427       438853       1        374020       1        374020       1        374020       1        374020       1        374020  
   38.3      372329     156756    1000000     23759      802232     11792      724864      1748      525858      458       438498       2        372960       1        372329       1        372329       1        372329       1        372329  
   40.0      374264     156092    1000000     23945      803221     11764      724585      1683      524544      472       442314       2        374826       1        374264       1        374264       1        374264       1        374264  
   41.7      372555     156920    1000000     23821      802276     11827      724713      1684      523005      472       440598       3        373566       1        372555       1        372555       1        372555       1        372555  
   43.3      371774     156389    1000000     23760      802804     11851      725963      1666      523761      473       442499       1        371774       1        371774       1        371774       1        371774       1        371774  
   45.0      371525     156342    1000000     24200      803159     11878      723598      1680      521164      445       437256       2        372072       1        371525       1        371525       1        371525       1        371525  
   46.7      370333     155862    1000000     23796      804048     11772      726231      1697      526762      489       445071       1        370333       1        370333       1        370333       1        370333       1        370333  
   48.3      371770     155934    1000000     23986      803736     11762      724845      1669      524114      469       443298       2        372437       1        371770       1        371770       1        371770       1        371770  
   50.0      370463     156557    1000000     24011      803034     11835      724574      1660      523007      462       441074       1        370463       1        370463       1        370463       1        370463       1        370463  
   51.7      369750     156442    1000000     23895      802790     11691      724072      1733      526508      474       440221       2        370260       1        369750       1        369750       1        369750       1        369750  
   53.3      369688     155940    1000000     23856      803369     11825      725868      1698      524633      475       441050       3        371118       1        369688       1        369688       1        369688       1        369688  
