 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       527509    1000000      4380      320787       33       296729       1        296384       1        296384       1        296384       1        296384       1        296384       1        296384       1        296384  
   1.7       238924    1000000     35952      685897     13783      543123      239       310943       4        296892       1        296584       1        296584       1        296584       1        296584       1        296584  
   3.3       239666    1000000     35871      685449     13940      544080      275       312350       6        296010       1        295409       1        295409       1        295409       1        295409       1        295409  
   5.0       240440    1000000     35924      683688     13809      541245      265       309800       4        293996       1        293656       1        293656       1        293656       1        293656       1        293656  
   6.7       241139    1000000     35773      682084     13685      540030      304       310073       8        291981       1        291191       1        291191       1        291191       1        291191       1        291191  
   8.3       242221    1000000     36209      681610     13946      538220      284       305313       9        288322       1        287395       1        287395       1        287395       1        287395       1        287395  
   10.0      241722    1000000     36219      682936     14124      540500      294       303372       9        285857       1        284904       1        284904       1        284904       1        284904       1        284904  
   11.7      242866    1000000     36367      681170     14015      537336      312       301324       13       282909       1        281440       1        281440       1        281440       1        281440       1        281440  
   13.3      243878    1000000     36279      678783     14131      536456      349       300330       15       279532       1        277655       1        277655       1        277655       1        277655       1        277655  
   15.0      244606    1000000     36448      678806     14223      535727      304       295739       14       277775       2        275938       2        275938       2        275938       1        269023       1        269023  
   16.7      244413    1000000     36746      678401     14104      532107      317       295868       14       276929       1        275236       1        275236       1        275236       1        275236       1        275236  
   18.3      245766    1000000     36362      675942     14095      532238      314       295041       7        276002       2        275438       2        275438       2        275438       1        270138       1        270138  
   20.0      246676    1000000     36785      675797     14045      529364      315       294960       12       275904       3        274903       3        274903       3        274903       1        262266       1        262266  
   21.7      246460    1000000     36657      676003     14116      530938      291       293368       14       276401       4        275242       4        275242       4        275242       1        256803       1        256803  
   23.3      247117    1000000     36471      674759     14131      531200      313       294865       17       276489       4        274820       3        274281       3        274281       1        262836       1        262836  
   25.0      247634    1000000     36445      674148     13985      529308      306       293946       15       276139       3        274362       3        274362       3        274362       1        261678       1        261678  
   26.7      247517    1000000     36563      674601     13867      528194      297       295303       13       277552       2        275618       2        275618       2        275618       1        269718       1        269718  
   28.3      247866    1000000     36306      673318     13948      529572      266       293722       19       278615       6        276857       6        276857       6        276857       3        255818       1        210500  
   30.0      247745    1000000     36545      674240     13976      529160      269       294417       19       278915       8        277483       8        277483       8        277483       5        253774       2        188213  
   31.7      248762    1000000     36297      672194     13902      528202      292       297203       22       280783       11       279488       10       278676       10       278676       6        247758       3        188356  
   33.3      248571    1000000     36018      671520     13554      526752      289       299153       17       282300       10       281538       9        280930       9        280930       5        249290       1        147833  
   35.0      248399    1000000     36061      672749     13734      529190      240       297852       14       284002       7        282983       7        282983       7        282983       3        251026       2        239314  
   36.7      247991    1000000     35731      673379     13520      530570      306       303890       12       285671       8        285244       8        285244       8        285244       4        256608       1        188357  
   38.3      248015    1000000     35849      673432     13547      530554      279       303612       12       287232       7        286685       7        286685       7        286685       3        257800       2        246162  
   40.0      249004    1000000     35733      670318     13392      526638      224       301949       17       289031       7        287921       7        287921       7        287921       3        258967       2        247274  
   41.7      247889    1000000     35824      673997     13481      530591      256       304971       15       289849       7        288957       7        288957       6        286615       4        270448       2        228458  
   43.3      249022    1000000     35415      671299     13402      529364      267       306119       11       290358       7        289846       7        289846       7        289846       5        273541       1        167260  
   45.0      248422    1000000     35602      671727     13450      529250      242       305391       11       291142       6        290606       6        290606       6        290606       4        274144       1        216112  
   46.7      248833    1000000     35661      671320     13221      526930      240       306092       17       292438       9        291458       9        291458       8        289667       6        273089       1        171862  
   48.3      248848    1000000     35447      671668     13301      529778      248       307724       13       293195       9        292782       8        291837       7        287158       4        263680       1        192940  
   50.0      248931    1000000     35182      670858     13147      529402      260       310228       16       295309       7        294208       7        294208       6        289685       4        273908       1        210201  
   51.7      248046    1000000     35212      672247     13154      530462      269       311679       15       296008       8        295147       8        295147       7        290601       5        274819       1        185163  
   53.3      249164    1000000     35321      671045     13126      528758      241       310829       11       296710       7        296201       7        296201       6        291641       4        275769       1        203739  
   55.0      248268    1000000     34870      671595     13008      531199      252       313499       17       299103       8        298079       8        298079       7        293534       5        277515       1        186612  
   56.7      248900    1000000     34984      670418     12800      528212      257       315173       19       300280       8        299083       8        299083       7        297892       6        288784       1        182751  
   58.3      248890    1000000     35146      670983     12793      527518      237       314255       19       300942       12       300197       11       299205       10       294503       7        271926       1        156913  
   60.0      249014    1000000     34950      670885     12979      529564      234       315093       17       301711       11       301010       10       300130       9        295413       6        272968       1        177628  
   61.7      249176    1000000     34801      670159     12855      529581      230       316168       16       303001       10       302335       8        300597       8        300597       6        285308       1        178583  
   63.3      249368    1000000     34840      670168     12707      528340      233       317688       16       304081       11       303551       9        302194       9        302194       6        280071       1        172384  
   65.0      249508    1000000     34674      669772     12767      529169      239       318916       18       305384       10       304203       9        303518       9        303518       5        275321       1        185547  
   66.7      249389    1000000     34649      669756     12693      528542      236       319796       14       306242       9        305308       9        305308       9        305308       5        277261       1        186319  
   68.3      248902    1000000     34401      670664     12645      531180      239       321830       12       307962       7        307415       7        307415       7        307415       4        285137       1        205794  
   70.0      249181    1000000     34197      669847     12447      530491      225       322629       15       309820       7        308871       7        308871       7        308871       4        286775       1        206959  
   71.7      248654    1000000     34180      670628     12417      530841      237       324727       13       310789       8        310151       8        310151       8        310151       6        293716       1        155176  
