 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       251945     581937    1000000      3068      268788       14       252082       1        251945       1        251945       1        251945       1        251945       1        251945       1        251945       1        251945  
   1.7       251925     282951    1000000     37626      624262     13120      466855       93       257278       1        251925       1        251925       1        251925       1        251925       1        251925       1        251925  
   3.3       251051     282572    1000000     37455      625023     12889      467332      117       257977       2        251156       1        251051       1        251051       1        251051       1        251051       1        251051  
   5.0       249614     282126    1000000     37513      625164     13125      468933      122       256781       1        249614       1        249614       1        249614       1        249614       1        249614       1        249614  
   6.7       247928     283017    1000000     37668      623999     13073      466357      127       255728       1        247928       1        247928       1        247928       1        247928       1        247928       1        247928  
   8.3       245530     283293    1000000     37758      623854     13067      465482      123       253037       2        245640       1        245530       1        245530       1        245530       1        245530       1        245530  
   10.0      243177     284654    1000000     37376      620724     13095      464875      147       252245       3        243400       1        243177       1        243177       1        243177       1        243177       1        243177  
   11.7      239868     283787    1000000     37987      623991     13352      466118      142       248584       2        239980       1        239868       1        239868       1        239868       1        239868       1        239868  
   13.3      236755     284718    1000000     38024      622678     13311      464452      165       246962       4        237084       1        236755       1        236755       1        236755       1        236755       1        236755  
   15.0      233391     285163    1000000     37900      621870     13511      465559      164       244572       7        235144       2        234529       2        234529       1        233391       1        233391       1        233391  
   16.7      229757     286348    1000000     38165      619784     13535      462252      172       242766       14       233106       3        231828       2        231007       1        229757       1        229757       1        229757  
   18.3      227743     286721    1000000     38274      620262     13437      460854      165       240401       10       230868       3        229803       2        229003       1        227743       1        227743       1        227743  
   20.0      223998     287061    1000000     38284      619103     13495      460256      170       239474       12       229861       3        228656       3        228656       1        223998       1        223998       1        223998  
   21.7      189674     287791    1000000     38280      618386     13640      460454      183       239641       15       229152       8        228381       7        227754       2        218847       2        218847       1        189674  
   23.3      203771     288206    1000000     38523      617496     13476      456941      175       238310       11       228482       5        227660       4        227139       3        224519       2        219434       1        203771  
   25.0      191029     288622    1000000     38344      616433     13592      457949      185       237484       13       227017       7        225969       6        225095       2        217598       2        217598       1        191029  
   26.7      180033     288326    1000000     38435      617034     13593      457940      179       236761       13       226477       10       225769       8        224245       4        215851       2        202890       1        180033  
   28.3      184895     289261    1000000     38425      615586     13591      456579      178       237559       12       227402       5        226318       5        226318       4        223034       2        209906       1        184895  
   30.0      221714     289025    1000000     38640      617516     13692      457888      137       234657       6        226906       4        226685       2        225054       1        221714       1        221714       1        221714  
   31.7      194729     289461    1000000     38538      615747     13481      455002      165       236118       13       226850       10       226235       8        224934       4        215485       1        194729       1        194729  
   33.3      202616     289218    1000000     38575      616424     13496      455845      170       236767       9        227199       7        226828       7        226828       2        212325       1        202616       1        202616  
   35.0      163638     288763    1000000     38324      616795     13561      458089      172       237007       14       227582       11       226737       10       226235       5        211848       3        197926       1        163638  
   36.7      189516     289684    1000000     38228      614843     13399      455657      184       238471       14       228298       9        227541       8        226635       3        212380       2        207338       1        189516  
   38.3      140892     289121    1000000     38456      615681     13456      455199      158       237266       10       228308       8        227905       6        226248       3        216390       3        216390       1        140892  
   40.0      218190     289732    1000000     38281      615053     13466      455851      149       237540       9        228829       7        228623       4        226384       1        218190       1        218190       1        218190  
   41.7      69620      289381    1000000     38337      615889     13408      455990      160       238697       12       229667       10       229440       9        228684       5        216270       4        207263       2        134317  
   43.3      115130     289556    1000000     38231      615836     13452      457036      168       239703       13       230204       8        229662       7        228948       4        221045       3        212063       2        180143  
   45.0      212235     290280    1000000     38174      614286     13367      455230      173       239442       9        229625       6        229261       5        228709       2        221197       1        212235       1        212235  
   46.7      142540     290942    1000000     38272      613517     13296      453619      140       238384       8        230339       7        229912       7        229912       4        222242       2        208260       2        208260  
   48.3      100494     289633    1000000     38070      615338     13423      457328      152       239515       11       231051       8        230502       8        230502       5        218831       4        209971       2        166440  
   50.0      86572      290151    1000000     38381      614820     13267      453409      162       239724       13       230859       11       230627       10       229866       6        214110       4        196865       2        152914  
   51.7      103320     290183    1000000     38019      614146     13216      455251      148       240623       9        232184       9        232184       8        231472       5        220112       4        211350       2        169682  
   53.3      95087      289715    1000000     38186      616197     13250      456324      162       242514       10       233167       10       233167       9        232581       6        221207       4        203796       2        161848  
   55.0      88181      289739    1000000     37970      615332     13203      456792      160       243064       13       234270       9        233595       9        233595       6        222238       4        206300       2        164081  
   56.7      92571      289250    1000000     37858      615896     13316      458516      148       243636       12       235371       9        234897       9        234897       7        227446       4        202699       2        160285  
   58.3      92804      289704    1000000     37872      615592     13063      456573      142       244203       12       236494       9        236177       9        236177       8        233736       4        203490       2        160616  
   60.0      84153      290036    1000000     37748      614387     12956      455524      169       246877       11       237412       9        237184       9        237184       8        233142       4        206349       2        163159  
   61.7      100674     290075    1000000     37619      614174     12885      455787      157       246529       11       237697       7        237232       7        237232       7        237232       3        207239       2        194080  
   63.3      172111     289758    1000000     37555      614638     12977      456975      148       246867       7        238303       5        238099       5        238099       5        238099       2        215648       1        172111  
   65.0      172058     290140    1000000     37401      612930     12986      456328      155       247786       7        238912       5        238596       5        238596       5        238596       2        215878       1        172058  
   66.7      168642     290936    1000000     37474      612599     12939      455757      127       246679       7        239550       6        239441       6        239441       5        235450       2        212651       1        168642  
   68.3      98894      290164    1000000     37315      614039     12954      457829      132       248035       7        240464       7        240464       7        240464       6        236482       3        214302       2        170053  
