             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.108                          0.000             
           100.000                         0.113                          0.000             
           100.000                         0.118                          0.000             
           100.000                         0.124                          0.000             
           100.000                         0.129                          0.000             
           100.000                         0.134                          0.000             
           100.000                         0.139                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.176                          0.000             
           100.000                         0.181                          0.000             
           100.000                         0.186                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.213                          0.000             
           100.000                         0.218                          0.000             
           100.000                         0.223                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.239                          0.000             
           100.000                         0.244                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.255                          0.000             
           100.000                         0.260                          0.000             
           100.000                         0.265                          0.000             
           100.000                         0.270                          0.000             
           100.000                         0.276                          0.000             
           100.000                         0.281                          0.000             
           100.000                         0.286                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.307                          0.000             
           100.000                         0.312                          0.000             
           100.000                         0.317                          0.000             
           100.000                         0.323                          0.000             
           100.000                         0.328                          0.000             
           100.000                         0.333                          0.000             
           100.000                         0.338                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.370                          0.000             
           100.000                         0.375                          0.000             
           100.000                         0.380                          0.000             
           100.000                         0.386                          0.000             
           100.000                         0.391                          0.000             
           100.000                         0.396                          0.002             
           100.000                         0.401                          0.039             
           100.000                         0.407                          0.127             
           100.000                         0.412                          0.392             
           100.000                         0.417                          0.896             
           100.000                         0.422                          3.006             
           100.000                         0.428                          8.100             
           100.000                         0.433                          16.169            
           100.000                         0.438                          25.797            
           100.000                         0.443                          33.290            
           100.000                         0.449                          33.235            
           100.000                         0.454                          28.359            
           100.000                         0.459                          21.563            
           100.000                         0.464                          15.544            
           100.000                         0.469                          11.162            
           100.000                         0.475                          7.911             
           100.000                         0.480                          5.807             
           100.000                         0.485                          4.524             
           100.000                         0.490                          3.643             
           100.000                         0.496                          3.175             
           100.000                         0.501                          3.023             
           100.000                         0.506                          2.662             
           100.000                         0.511                          2.461             
           100.000                         0.517                          2.374             
           100.000                         0.522                          2.006             
           100.000                         0.527                          1.975             
           100.000                         0.532                          1.724             
           100.000                         0.538                          1.608             
           100.000                         0.543                          1.623             
           100.000                         0.548                          1.285             
           100.000                         0.553                          1.295             
           100.000                         0.559                          1.186             
           100.000                         0.564                          1.130             
           100.000                         0.569                          0.998             
           100.000                         0.574                          1.095             
           100.000                         0.580                          0.887             
           100.000                         0.585                          0.924             
           100.000                         0.590                          0.915             
           100.000                         0.595                          0.846             
           100.000                         0.601                          0.784             
           100.000                         0.606                          0.782             
           100.000                         0.611                          0.774             
           100.000                         0.616                          0.710             
           100.000                         0.621                          0.716             
           100.000                         0.627                          0.718             
           100.000                         0.632                          0.692             
           100.000                         0.637                          0.669             
           100.000                         0.642                          0.637             
           100.000                         0.648                          0.645             
           100.000                         0.653                          0.618             
           100.000                         0.658                          0.573             
           100.000                         0.663                          0.620             
           100.000                         0.669                          0.565             
           100.000                         0.674                          0.606             
           100.000                         0.679                          0.562             
           100.000                         0.684                          0.641             
           100.000                         0.690                          0.587             
           100.000                         0.695                          0.606             
           100.000                         0.700                          0.658             
           100.000                         0.705                          0.598             
           100.000                         0.711                          0.696             
           100.000                         0.716                          0.780             
           100.000                         0.721                          0.893             
           100.000                         0.726                          1.276             
           100.000                         0.732                          1.716             
           100.000                         0.737                          2.371             
           100.000                         0.742                          3.397             
           100.000                         0.747                          4.530             
           100.000                         0.752                          5.812             
           100.000                         0.758                          7.420             
           100.000                         0.763                          9.203             
           100.000                         0.768                          10.438            
           100.000                         0.773                          11.492            
           100.000                         0.779                          11.621            
           100.000                         0.784                          11.198            
           100.000                         0.789                          10.061            
           100.000                         0.794                          8.486             
           100.000                         0.800                          7.197             
           100.000                         0.805                          5.720             
           100.000                         0.810                          4.557             
           100.000                         0.815                          3.709             
           100.000                         0.821                          3.248             
           100.000                         0.826                          2.781             
           100.000                         0.831                          2.324             
           100.000                         0.836                          2.185             
           100.000                         0.842                          2.063             
           100.000                         0.847                          2.210             
           100.000                         0.852                          2.626             
           100.000                         0.857                          3.346             
           100.000                         0.863                          4.138             
           100.000                         0.868                          5.147             
           100.000                         0.873                          6.439             
           100.000                         0.878                          7.892             
           100.000                         0.884                          8.916             
           100.000                         0.889                          9.810             
           100.000                         0.894                          9.671             
           100.000                         0.899                          9.271             
           100.000                         0.904                          8.660             
           100.000                         0.910                          7.609             
           100.000                         0.915                          6.675             
           100.000                         0.920                          5.688             
           100.000                         0.925                          4.885             
           100.000                         0.931                          4.029             
           100.000                         0.936                          3.563             
           100.000                         0.941                          3.090             
           100.000                         0.946                          2.650             
           100.000                         0.952                          2.281             
           100.000                         0.957                          2.107             
           100.000                         0.962                          1.801             
           100.000                         0.967                          1.665             
           100.000                         0.973                          1.553             
           100.000                         0.978                          1.358             
           100.000                         0.983                          1.267             
           100.000                         0.988                          1.188             
           100.000                         0.994                          1.087             
           100.000                         0.999                          1.017             
           100.000                         1.004                          0.955             
           100.000                         1.009                          0.900             
           100.000                         1.015                          0.881             
           100.000                         1.020                          0.831             
           100.000                         1.025                          0.797             
           100.000                         1.030                          0.846             
           100.000                         1.035                          0.796             
           100.000                         1.041                          0.744             
           100.000                         1.046                          0.738             
           100.000                         1.051                          0.718             
           100.000                         1.056                          0.665             
           100.000                         1.062                          0.687             
           100.000                         1.067                          0.719             
           100.000                         1.072                          0.658             
           100.000                         1.077                          0.660             
           100.000                         1.083                          0.676             
           100.000                         1.088                          0.705             
           100.000                         1.093                          0.751             
           100.000                         1.098                          0.778             
           100.000                         1.104                          0.877             
           100.000                         1.109                          1.010             
           100.000                         1.114                          1.216             
           100.000                         1.119                          1.526             
           100.000                         1.125                          1.907             
           100.000                         1.130                          2.376             
           100.000                         1.135                          3.064             
           100.000                         1.140                          3.648             
           100.000                         1.146                          4.389             
           100.000                         1.151                          5.306             
           100.000                         1.156                          6.135             
           100.000                         1.161                          7.290             
           100.000                         1.167                          8.474             
           100.000                         1.172                          9.368             
           100.000                         1.177                          9.983             
           100.000                         1.182                          10.615            
           100.000                         1.187                          10.562            
           100.000                         1.193                          10.253            
           100.000                         1.198                          10.031            
           100.000                         1.203                          9.017             
           100.000                         1.208                          8.259             
           100.000                         1.214                          7.260             
           100.000                         1.219                          6.327             
           100.000                         1.224                          5.572             
           100.000                         1.229                          4.902             
           100.000                         1.235                          4.247             
           100.000                         1.240                          3.742             
           100.000                         1.245                          3.285             
           100.000                         1.250                          2.964             
           100.000                         1.256                          2.653             
           100.000                         1.261                          2.460             
           100.000                         1.266                          2.380             
           100.000                         1.271                          2.182             
           100.000                         1.277                          2.218             
           100.000                         1.282                          2.373             
           100.000                         1.287                          2.330             
           100.000                         1.292                          2.555             
           100.000                         1.298                          2.699             
           100.000                         1.303                          3.006             
           100.000                         1.308                          3.293             
           100.000                         1.313                          3.907             
           100.000                         1.319                          4.150             
           100.000                         1.324                          4.554             
           100.000                         1.329                          4.697             
           100.000                         1.334                          4.899             
           100.000                         1.339                          4.991             
           100.000                         1.345                          4.955             
           100.000                         1.350                          4.626             
           100.000                         1.355                          4.439             
           100.000                         1.360                          4.073             
           100.000                         1.366                          3.862             
           100.000                         1.371                          3.474             
           100.000                         1.376                          3.207             
           100.000                         1.381                          2.978             
           100.000                         1.387                          2.619             
           100.000                         1.392                          2.367             
           100.000                         1.397                          2.138             
           100.000                         1.402                          1.968             
           100.000                         1.408                          1.863             
           100.000                         1.413                          1.675             
           100.000                         1.418                          1.605             
           100.000                         1.423                          1.483             
           100.000                         1.429                          1.380             
           100.000                         1.434                          1.322             
           100.000                         1.439                          1.274             
           100.000                         1.444                          1.242             
           100.000                         1.450                          1.252             
           100.000                         1.455                          1.177             
           100.000                         1.460                          1.161             
           100.000                         1.465                          1.277             
           100.000                         1.470                          1.275             
           100.000                         1.476                          1.373             
           100.000                         1.481                          1.478             
           100.000                         1.486                          1.518             
           100.000                         1.491                          1.665             
           100.000                         1.497                          1.839             
           100.000                         1.502                          1.952             
           100.000                         1.507                          2.145             
           100.000                         1.512                          2.433             
           100.000                         1.518                          2.735             
           100.000                         1.523                          3.084             
           100.000                         1.528                          3.447             
           100.000                         1.533                          3.786             
           100.000                         1.539                          4.085             
           100.000                         1.544                          4.575             
