             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.108                          0.000             
           100.000                         0.113                          0.000             
           100.000                         0.118                          0.000             
           100.000                         0.124                          0.000             
           100.000                         0.129                          0.000             
           100.000                         0.134                          0.000             
           100.000                         0.139                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.176                          0.000             
           100.000                         0.181                          0.000             
           100.000                         0.186                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.213                          0.000             
           100.000                         0.218                          0.000             
           100.000                         0.223                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.239                          0.000             
           100.000                         0.244                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.255                          0.000             
           100.000                         0.260                          0.000             
           100.000                         0.265                          0.000             
           100.000                         0.270                          0.000             
           100.000                         0.276                          0.000             
           100.000                         0.281                          0.000             
           100.000                         0.286                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.307                          0.000             
           100.000                         0.312                          0.000             
           100.000                         0.317                          0.000             
           100.000                         0.323                          0.000             
           100.000                         0.328                          0.000             
           100.000                         0.333                          0.000             
           100.000                         0.338                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.370                          0.000             
           100.000                         0.375                          0.000             
           100.000                         0.380                          0.000             
           100.000                         0.386                          0.000             
           100.000                         0.391                          0.002             
           100.000                         0.396                          0.048             
           100.000                         0.401                          0.205             
           100.000                         0.407                          0.618             
           100.000                         0.412                          3.832             
           100.000                         0.417                          13.653            
           100.000                         0.422                          27.974            
           100.000                         0.428                          38.459            
           100.000                         0.433                          44.225            
           100.000                         0.438                          41.916            
           100.000                         0.443                          34.878            
           100.000                         0.449                          25.173            
           100.000                         0.454                          16.825            
           100.000                         0.459                          11.237            
           100.000                         0.464                          7.736             
           100.000                         0.469                          5.474             
           100.000                         0.475                          3.991             
           100.000                         0.480                          3.064             
           100.000                         0.485                          2.762             
           100.000                         0.490                          2.400             
           100.000                         0.496                          2.255             
           100.000                         0.501                          2.059             
           100.000                         0.506                          1.809             
           100.000                         0.511                          1.765             
           100.000                         0.517                          1.438             
           100.000                         0.522                          1.427             
           100.000                         0.527                          1.258             
           100.000                         0.532                          1.096             
           100.000                         0.538                          1.169             
           100.000                         0.543                          0.995             
           100.000                         0.548                          0.917             
           100.000                         0.553                          0.900             
           100.000                         0.559                          0.899             
           100.000                         0.564                          0.792             
           100.000                         0.569                          0.776             
           100.000                         0.574                          0.659             
           100.000                         0.580                          0.685             
           100.000                         0.585                          0.622             
           100.000                         0.590                          0.673             
           100.000                         0.595                          0.611             
           100.000                         0.601                          0.576             
           100.000                         0.606                          0.544             
           100.000                         0.611                          0.533             
           100.000                         0.616                          0.573             
           100.000                         0.621                          0.486             
           100.000                         0.627                          0.468             
           100.000                         0.632                          0.512             
           100.000                         0.637                          0.494             
           100.000                         0.642                          0.514             
           100.000                         0.648                          0.481             
           100.000                         0.653                          0.493             
           100.000                         0.658                          0.445             
           100.000                         0.663                          0.470             
           100.000                         0.669                          0.460             
           100.000                         0.674                          0.432             
           100.000                         0.679                          0.444             
           100.000                         0.684                          0.473             
           100.000                         0.690                          0.499             
           100.000                         0.695                          0.491             
           100.000                         0.700                          0.667             
           100.000                         0.705                          0.991             
           100.000                         0.711                          1.745             
           100.000                         0.716                          2.883             
           100.000                         0.721                          4.464             
           100.000                         0.726                          6.348             
           100.000                         0.732                          8.309             
           100.000                         0.737                          10.198            
           100.000                         0.742                          11.930            
           100.000                         0.747                          13.606            
           100.000                         0.752                          14.579            
           100.000                         0.758                          15.369            
           100.000                         0.763                          14.813            
           100.000                         0.768                          13.033            
           100.000                         0.773                          10.913            
           100.000                         0.779                          8.531             
           100.000                         0.784                          6.665             
           100.000                         0.789                          5.085             
           100.000                         0.794                          3.980             
           100.000                         0.800                          3.169             
           100.000                         0.805                          2.590             
           100.000                         0.810                          2.198             
           100.000                         0.815                          2.018             
           100.000                         0.821                          1.912             
           100.000                         0.826                          2.418             
           100.000                         0.831                          3.393             
           100.000                         0.836                          4.867             
           100.000                         0.842                          6.680             
           100.000                         0.847                          8.508             
           100.000                         0.852                          9.962             
           100.000                         0.857                          10.777            
           100.000                         0.863                          11.645            
           100.000                         0.868                          12.074            
           100.000                         0.873                          11.924            
           100.000                         0.878                          11.385            
           100.000                         0.884                          10.249            
           100.000                         0.889                          8.932             
           100.000                         0.894                          7.500             
           100.000                         0.899                          6.317             
           100.000                         0.904                          5.226             
           100.000                         0.910                          4.163             
           100.000                         0.915                          3.481             
           100.000                         0.920                          2.868             
           100.000                         0.925                          2.515             
           100.000                         0.931                          2.154             
           100.000                         0.936                          1.814             
           100.000                         0.941                          1.687             
           100.000                         0.946                          1.419             
           100.000                         0.952                          1.298             
           100.000                         0.957                          1.246             
           100.000                         0.962                          1.098             
           100.000                         0.967                          0.956             
           100.000                         0.973                          0.864             
           100.000                         0.978                          0.882             
           100.000                         0.983                          0.806             
           100.000                         0.988                          0.728             
           100.000                         0.994                          0.683             
           100.000                         0.999                          0.699             
           100.000                         1.004                          0.687             
           100.000                         1.009                          0.611             
           100.000                         1.015                          0.647             
           100.000                         1.020                          0.580             
           100.000                         1.025                          0.568             
           100.000                         1.030                          0.599             
           100.000                         1.035                          0.513             
           100.000                         1.041                          0.515             
           100.000                         1.046                          0.537             
           100.000                         1.051                          0.545             
           100.000                         1.056                          0.543             
           100.000                         1.062                          0.557             
           100.000                         1.067                          0.538             
           100.000                         1.072                          0.614             
           100.000                         1.077                          0.735             
           100.000                         1.083                          1.058             
           100.000                         1.088                          1.403             
           100.000                         1.093                          2.117             
           100.000                         1.098                          3.108             
           100.000                         1.104                          4.179             
           100.000                         1.109                          5.483             
           100.000                         1.114                          6.672             
           100.000                         1.119                          7.854             
           100.000                         1.125                          8.940             
           100.000                         1.130                          9.838             
           100.000                         1.135                          10.909            
           100.000                         1.140                          11.771            
           100.000                         1.146                          12.481            
           100.000                         1.151                          13.157            
           100.000                         1.156                          13.593            
           100.000                         1.161                          13.369            
           100.000                         1.167                          12.931            
           100.000                         1.172                          11.737            
           100.000                         1.177                          10.564            
           100.000                         1.182                          9.045             
           100.000                         1.187                          7.697             
           100.000                         1.193                          6.506             
           100.000                         1.198                          5.468             
           100.000                         1.203                          4.666             
           100.000                         1.208                          3.951             
           100.000                         1.214                          3.418             
           100.000                         1.219                          2.884             
           100.000                         1.224                          2.625             
           100.000                         1.229                          2.387             
           100.000                         1.235                          2.226             
           100.000                         1.240                          2.238             
           100.000                         1.245                          2.456             
           100.000                         1.250                          2.694             
           100.000                         1.256                          3.149             
           100.000                         1.261                          3.592             
           100.000                         1.266                          4.036             
           100.000                         1.271                          4.543             
           100.000                         1.277                          5.022             
           100.000                         1.282                          5.148             
           100.000                         1.287                          5.382             
           100.000                         1.292                          5.621             
           100.000                         1.298                          5.745             
           100.000                         1.303                          5.786             
           100.000                         1.308                          5.845             
           100.000                         1.313                          5.769             
           100.000                         1.319                          5.439             
           100.000                         1.324                          5.074             
           100.000                         1.329                          4.675             
           100.000                         1.334                          4.288             
           100.000                         1.339                          3.866             
           100.000                         1.345                          3.490             
           100.000                         1.350                          3.089             
           100.000                         1.355                          2.709             
           100.000                         1.360                          2.390             
           100.000                         1.366                          2.086             
           100.000                         1.371                          1.863             
           100.000                         1.376                          1.722             
           100.000                         1.381                          1.524             
           100.000                         1.387                          1.446             
           100.000                         1.392                          1.288             
           100.000                         1.397                          1.231             
           100.000                         1.402                          1.120             
           100.000                         1.408                          1.040             
           100.000                         1.413                          1.098             
           100.000                         1.418                          1.122             
           100.000                         1.423                          1.112             
           100.000                         1.429                          1.270             
           100.000                         1.434                          1.438             
           100.000                         1.439                          1.594             
           100.000                         1.444                          1.836             
           100.000                         1.450                          2.000             
           100.000                         1.455                          2.284             
           100.000                         1.460                          2.492             
           100.000                         1.465                          2.747             
           100.000                         1.470                          2.938             
           100.000                         1.476                          3.233             
           100.000                         1.481                          3.697             
           100.000                         1.486                          4.066             
           100.000                         1.491                          4.506             
           100.000                         1.497                          5.079             
           100.000                         1.502                          5.883             
           100.000                         1.507                          6.529             
           100.000                         1.512                          7.180             
           100.000                         1.518                          7.689             
           100.000                         1.523                          8.283             
           100.000                         1.528                          8.558             
           100.000                         1.533                          8.827             
           100.000                         1.539                          8.823             
           100.000                         1.544                          8.977             
