             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.108                          0.000             
           100.000                         0.113                          0.000             
           100.000                         0.118                          0.000             
           100.000                         0.124                          0.000             
           100.000                         0.129                          0.000             
           100.000                         0.134                          0.000             
           100.000                         0.139                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.176                          0.000             
           100.000                         0.181                          0.000             
           100.000                         0.186                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.213                          0.000             
           100.000                         0.218                          0.000             
           100.000                         0.223                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.239                          0.000             
           100.000                         0.244                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.255                          0.000             
           100.000                         0.260                          0.000             
           100.000                         0.265                          0.000             
           100.000                         0.270                          0.000             
           100.000                         0.276                          0.000             
           100.000                         0.281                          0.000             
           100.000                         0.286                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.307                          0.000             
           100.000                         0.312                          0.000             
           100.000                         0.317                          0.000             
           100.000                         0.323                          0.000             
           100.000                         0.328                          0.000             
           100.000                         0.333                          0.000             
           100.000                         0.338                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.370                          0.000             
           100.000                         0.375                          0.000             
           100.000                         0.380                          0.000             
           100.000                         0.386                          0.000             
           100.000                         0.391                          0.000             
           100.000                         0.396                          0.000             
           100.000                         0.401                          0.002             
           100.000                         0.407                          0.002             
           100.000                         0.412                          0.002             
           100.000                         0.417                          0.002             
           100.000                         0.422                          0.015             
           100.000                         0.428                          0.046             
           100.000                         0.433                          0.167             
           100.000                         0.438                          0.296             
           100.000                         0.443                          0.590             
           100.000                         0.449                          0.856             
           100.000                         0.454                          1.265             
           100.000                         0.459                          1.520             
           100.000                         0.464                          2.048             
           100.000                         0.469                          2.343             
           100.000                         0.475                          2.527             
           100.000                         0.480                          2.654             
           100.000                         0.485                          2.777             
           100.000                         0.490                          2.687             
           100.000                         0.496                          2.833             
           100.000                         0.501                          2.640             
           100.000                         0.506                          2.427             
           100.000                         0.511                          2.432             
           100.000                         0.517                          2.412             
           100.000                         0.522                          2.313             
           100.000                         0.527                          2.178             
           100.000                         0.532                          2.088             
           100.000                         0.538                          2.103             
           100.000                         0.543                          1.952             
           100.000                         0.548                          1.874             
           100.000                         0.553                          1.817             
           100.000                         0.559                          1.760             
           100.000                         0.564                          1.734             
           100.000                         0.569                          1.690             
           100.000                         0.574                          1.621             
           100.000                         0.580                          1.626             
           100.000                         0.585                          1.462             
           100.000                         0.590                          1.439             
           100.000                         0.595                          1.412             
           100.000                         0.601                          1.509             
           100.000                         0.606                          1.287             
           100.000                         0.611                          1.415             
           100.000                         0.616                          1.342             
           100.000                         0.621                          1.344             
           100.000                         0.627                          1.340             
           100.000                         0.632                          1.221             
           100.000                         0.637                          1.273             
           100.000                         0.642                          1.127             
           100.000                         0.648                          1.231             
           100.000                         0.653                          1.230             
           100.000                         0.658                          1.164             
           100.000                         0.663                          1.172             
           100.000                         0.669                          1.138             
           100.000                         0.674                          1.102             
           100.000                         0.679                          1.207             
           100.000                         0.684                          1.106             
           100.000                         0.690                          1.139             
           100.000                         0.695                          1.090             
           100.000                         0.700                          1.054             
           100.000                         0.705                          1.077             
           100.000                         0.711                          0.986             
           100.000                         0.716                          1.081             
           100.000                         0.721                          1.133             
           100.000                         0.726                          1.059             
           100.000                         0.732                          1.039             
           100.000                         0.737                          1.022             
           100.000                         0.742                          1.040             
           100.000                         0.747                          1.022             
           100.000                         0.752                          1.058             
           100.000                         0.758                          1.077             
           100.000                         0.763                          1.032             
           100.000                         0.768                          1.023             
           100.000                         0.773                          1.054             
           100.000                         0.779                          1.035             
           100.000                         0.784                          1.036             
           100.000                         0.789                          1.039             
           100.000                         0.794                          1.029             
           100.000                         0.800                          1.045             
           100.000                         0.805                          1.039             
           100.000                         0.810                          1.031             
           100.000                         0.815                          1.055             
           100.000                         0.821                          1.026             
           100.000                         0.826                          0.977             
           100.000                         0.831                          1.015             
           100.000                         0.836                          1.044             
           100.000                         0.842                          1.002             
           100.000                         0.847                          1.026             
           100.000                         0.852                          0.979             
           100.000                         0.857                          0.980             
           100.000                         0.863                          1.055             
           100.000                         0.868                          1.047             
           100.000                         0.873                          1.045             
           100.000                         0.878                          0.978             
           100.000                         0.884                          1.145             
           100.000                         0.889                          0.993             
           100.000                         0.894                          1.008             
           100.000                         0.899                          1.038             
           100.000                         0.904                          1.048             
           100.000                         0.910                          1.095             
           100.000                         0.915                          1.105             
           100.000                         0.920                          1.104             
           100.000                         0.925                          1.119             
           100.000                         0.931                          1.071             
           100.000                         0.936                          1.136             
           100.000                         0.941                          1.140             
           100.000                         0.946                          1.110             
           100.000                         0.952                          1.087             
           100.000                         0.957                          1.088             
           100.000                         0.962                          1.101             
           100.000                         0.967                          1.110             
           100.000                         0.973                          1.098             
           100.000                         0.978                          1.146             
           100.000                         0.983                          1.159             
           100.000                         0.988                          1.122             
           100.000                         0.994                          1.083             
           100.000                         0.999                          1.094             
           100.000                         1.004                          1.119             
           100.000                         1.009                          1.115             
           100.000                         1.015                          1.099             
           100.000                         1.020                          1.090             
           100.000                         1.025                          1.066             
           100.000                         1.030                          1.114             
           100.000                         1.035                          1.054             
           100.000                         1.041                          1.084             
           100.000                         1.046                          1.097             
           100.000                         1.051                          1.053             
           100.000                         1.056                          1.048             
           100.000                         1.062                          1.055             
           100.000                         1.067                          1.073             
           100.000                         1.072                          1.090             
           100.000                         1.077                          1.023             
           100.000                         1.083                          1.064             
           100.000                         1.088                          1.056             
           100.000                         1.093                          1.046             
           100.000                         1.098                          1.086             
           100.000                         1.104                          1.030             
           100.000                         1.109                          1.048             
           100.000                         1.114                          1.073             
           100.000                         1.119                          1.041             
           100.000                         1.125                          1.043             
           100.000                         1.130                          1.056             
           100.000                         1.135                          1.043             
           100.000                         1.140                          1.041             
           100.000                         1.146                          1.018             
           100.000                         1.151                          1.028             
           100.000                         1.156                          1.047             
           100.000                         1.161                          1.043             
           100.000                         1.167                          1.067             
           100.000                         1.172                          1.053             
           100.000                         1.177                          1.041             
           100.000                         1.182                          1.037             
           100.000                         1.187                          1.022             
           100.000                         1.193                          1.065             
           100.000                         1.198                          1.051             
           100.000                         1.203                          1.025             
           100.000                         1.208                          0.995             
           100.000                         1.214                          1.044             
           100.000                         1.219                          1.022             
           100.000                         1.224                          1.001             
           100.000                         1.229                          1.049             
           100.000                         1.235                          1.085             
           100.000                         1.240                          1.085             
           100.000                         1.245                          1.009             
           100.000                         1.250                          1.053             
           100.000                         1.256                          0.977             
           100.000                         1.261                          1.013             
           100.000                         1.266                          1.026             
           100.000                         1.271                          1.057             
           100.000                         1.277                          1.036             
           100.000                         1.282                          1.008             
           100.000                         1.287                          1.016             
           100.000                         1.292                          1.051             
           100.000                         1.298                          1.007             
           100.000                         1.303                          1.006             
           100.000                         1.308                          1.026             
           100.000                         1.313                          1.057             
           100.000                         1.319                          1.048             
           100.000                         1.324                          1.041             
           100.000                         1.329                          1.003             
           100.000                         1.334                          1.057             
           100.000                         1.339                          0.993             
           100.000                         1.345                          1.034             
           100.000                         1.350                          1.031             
           100.000                         1.355                          1.052             
           100.000                         1.360                          1.032             
           100.000                         1.366                          1.023             
           100.000                         1.371                          1.013             
           100.000                         1.376                          1.035             
           100.000                         1.381                          1.041             
           100.000                         1.387                          1.032             
           100.000                         1.392                          1.014             
           100.000                         1.397                          1.042             
           100.000                         1.402                          1.037             
           100.000                         1.408                          1.052             
           100.000                         1.413                          1.070             
           100.000                         1.418                          1.034             
           100.000                         1.423                          1.006             
           100.000                         1.429                          1.043             
           100.000                         1.434                          0.999             
           100.000                         1.439                          1.029             
           100.000                         1.444                          1.064             
           100.000                         1.450                          1.003             
           100.000                         1.455                          1.004             
           100.000                         1.460                          1.033             
           100.000                         1.465                          1.094             
           100.000                         1.470                          0.977             
           100.000                         1.476                          1.038             
           100.000                         1.481                          1.053             
           100.000                         1.486                          1.052             
           100.000                         1.491                          1.059             
           100.000                         1.497                          1.023             
           100.000                         1.502                          1.025             
           100.000                         1.507                          0.958             
           100.000                         1.512                          1.030             
           100.000                         1.518                          1.020             
           100.000                         1.523                          1.030             
           100.000                         1.528                          1.039             
           100.000                         1.533                          0.997             
           100.000                         1.539                          1.018             
           100.000                         1.544                          1.056             
