             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.108                          0.000             
           100.000                         0.113                          0.000             
           100.000                         0.118                          0.000             
           100.000                         0.124                          0.000             
           100.000                         0.129                          0.000             
           100.000                         0.134                          0.000             
           100.000                         0.139                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.176                          0.000             
           100.000                         0.181                          0.000             
           100.000                         0.186                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.213                          0.000             
           100.000                         0.218                          0.000             
           100.000                         0.223                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.239                          0.000             
           100.000                         0.244                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.255                          0.000             
           100.000                         0.260                          0.000             
           100.000                         0.265                          0.000             
           100.000                         0.270                          0.000             
           100.000                         0.276                          0.000             
           100.000                         0.281                          0.000             
           100.000                         0.286                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.307                          0.000             
           100.000                         0.312                          0.000             
           100.000                         0.317                          0.000             
           100.000                         0.323                          0.000             
           100.000                         0.328                          0.000             
           100.000                         0.333                          0.000             
           100.000                         0.338                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.370                          0.000             
           100.000                         0.375                          0.000             
           100.000                         0.380                          0.000             
           100.000                         0.386                          0.000             
           100.000                         0.391                          0.000             
           100.000                         0.396                          0.000             
           100.000                         0.401                          0.000             
           100.000                         0.407                          0.000             
           100.000                         0.412                          0.000             
           100.000                         0.417                          0.000             
           100.000                         0.422                          0.000             
           100.000                         0.428                          0.000             
           100.000                         0.433                          0.000             
           100.000                         0.438                          0.000             
           100.000                         0.443                          0.000             
           100.000                         0.449                          0.000             
           100.000                         0.454                          0.000             
           100.000                         0.459                          0.000             
           100.000                         0.464                          0.000             
           100.000                         0.469                          0.000             
           100.000                         0.475                          0.000             
           100.000                         0.480                          0.000             
           100.000                         0.485                          0.000             
           100.000                         0.490                          0.000             
           100.000                         0.496                          0.000             
           100.000                         0.501                          0.000             
           100.000                         0.506                          0.000             
           100.000                         0.511                          0.000             
           100.000                         0.517                          0.000             
           100.000                         0.522                          0.000             
           100.000                         0.527                          0.000             
           100.000                         0.532                          0.000             
           100.000                         0.538                          0.000             
           100.000                         0.543                          0.000             
           100.000                         0.548                          0.000             
           100.000                         0.553                          0.000             
           100.000                         0.559                          0.000             
           100.000                         0.564                          0.000             
           100.000                         0.569                          0.000             
           100.000                         0.574                          0.000             
           100.000                         0.580                          0.000             
           100.000                         0.585                          0.000             
           100.000                         0.590                          0.000             
           100.000                         0.595                          0.000             
           100.000                         0.601                          0.003             
           100.000                         0.606                          0.006             
           100.000                         0.611                          0.034             
           100.000                         0.616                          0.131             
           100.000                         0.621                          0.267             
           100.000                         0.627                          0.375             
           100.000                         0.632                          0.771             
           100.000                         0.637                          1.756             
           100.000                         0.642                          3.838             
           100.000                         0.648                          7.910             
           100.000                         0.653                          13.811            
           100.000                         0.658                          20.651            
           100.000                         0.663                          26.290            
           100.000                         0.669                          29.507            
           100.000                         0.674                          29.599            
           100.000                         0.679                          26.916            
           100.000                         0.684                          23.117            
           100.000                         0.690                          18.932            
           100.000                         0.695                          14.731            
           100.000                         0.700                          11.491            
           100.000                         0.705                          8.541             
           100.000                         0.711                          6.499             
           100.000                         0.716                          4.859             
           100.000                         0.721                          3.805             
           100.000                         0.726                          3.049             
           100.000                         0.732                          2.438             
           100.000                         0.737                          2.034             
           100.000                         0.742                          1.742             
           100.000                         0.747                          1.540             
           100.000                         0.752                          1.345             
           100.000                         0.758                          1.128             
           100.000                         0.763                          1.020             
           100.000                         0.768                          0.952             
           100.000                         0.773                          0.835             
           100.000                         0.779                          0.791             
           100.000                         0.784                          0.691             
           100.000                         0.789                          0.628             
           100.000                         0.794                          0.597             
           100.000                         0.800                          0.581             
           100.000                         0.805                          0.562             
           100.000                         0.810                          0.552             
           100.000                         0.815                          0.483             
           100.000                         0.821                          0.445             
           100.000                         0.826                          0.445             
           100.000                         0.831                          0.391             
           100.000                         0.836                          0.391             
           100.000                         0.842                          0.374             
           100.000                         0.847                          0.334             
           100.000                         0.852                          0.317             
           100.000                         0.857                          0.300             
           100.000                         0.863                          0.328             
           100.000                         0.868                          0.301             
           100.000                         0.873                          0.288             
           100.000                         0.878                          0.298             
           100.000                         0.884                          0.301             
           100.000                         0.889                          0.240             
           100.000                         0.894                          0.284             
           100.000                         0.899                          0.277             
           100.000                         0.904                          0.264             
           100.000                         0.910                          0.251             
           100.000                         0.915                          0.233             
           100.000                         0.920                          0.219             
           100.000                         0.925                          0.250             
           100.000                         0.931                          0.221             
           100.000                         0.936                          0.266             
           100.000                         0.941                          0.209             
           100.000                         0.946                          0.214             
           100.000                         0.952                          0.223             
           100.000                         0.957                          0.201             
           100.000                         0.962                          0.220             
           100.000                         0.967                          0.208             
           100.000                         0.973                          0.222             
           100.000                         0.978                          0.232             
           100.000                         0.983                          0.201             
           100.000                         0.988                          0.208             
           100.000                         0.994                          0.210             
           100.000                         0.999                          0.204             
           100.000                         1.004                          0.181             
           100.000                         1.009                          0.180             
           100.000                         1.015                          0.230             
           100.000                         1.020                          0.208             
           100.000                         1.025                          0.212             
           100.000                         1.030                          0.205             
           100.000                         1.035                          0.226             
           100.000                         1.041                          0.210             
           100.000                         1.046                          0.245             
           100.000                         1.051                          0.229             
           100.000                         1.056                          0.215             
           100.000                         1.062                          0.229             
           100.000                         1.067                          0.278             
           100.000                         1.072                          0.284             
           100.000                         1.077                          0.314             
           100.000                         1.083                          0.383             
           100.000                         1.088                          0.454             
           100.000                         1.093                          0.558             
           100.000                         1.098                          0.711             
           100.000                         1.104                          0.924             
           100.000                         1.109                          1.206             
           100.000                         1.114                          1.575             
           100.000                         1.119                          2.131             
           100.000                         1.125                          2.773             
           100.000                         1.130                          3.560             
           100.000                         1.135                          4.544             
           100.000                         1.140                          5.800             
           100.000                         1.146                          6.851             
           100.000                         1.151                          7.900             
           100.000                         1.156                          8.740             
           100.000                         1.161                          9.530             
           100.000                         1.167                          10.140            
           100.000                         1.172                          10.023            
           100.000                         1.177                          9.619             
           100.000                         1.182                          9.243             
           100.000                         1.187                          8.521             
           100.000                         1.193                          7.419             
           100.000                         1.198                          6.617             
           100.000                         1.203                          5.811             
           100.000                         1.208                          4.815             
           100.000                         1.214                          4.170             
           100.000                         1.219                          3.326             
           100.000                         1.224                          2.933             
           100.000                         1.229                          2.446             
           100.000                         1.235                          1.989             
           100.000                         1.240                          1.719             
           100.000                         1.245                          1.465             
           100.000                         1.250                          1.269             
           100.000                         1.256                          1.135             
           100.000                         1.261                          1.069             
           100.000                         1.266                          0.951             
           100.000                         1.271                          0.936             
           100.000                         1.277                          0.957             
           100.000                         1.282                          1.084             
           100.000                         1.287                          1.232             
           100.000                         1.292                          1.566             
           100.000                         1.298                          2.151             
           100.000                         1.303                          2.722             
           100.000                         1.308                          3.647             
           100.000                         1.313                          4.592             
           100.000                         1.319                          5.548             
           100.000                         1.324                          6.511             
           100.000                         1.329                          7.292             
           100.000                         1.334                          7.986             
           100.000                         1.339                          8.279             
           100.000                         1.345                          8.446             
           100.000                         1.350                          8.167             
           100.000                         1.355                          7.984             
           100.000                         1.360                          7.402             
           100.000                         1.366                          6.778             
           100.000                         1.371                          6.240             
           100.000                         1.376                          5.569             
           100.000                         1.381                          4.852             
           100.000                         1.387                          4.256             
           100.000                         1.392                          3.665             
           100.000                         1.397                          3.193             
           100.000                         1.402                          2.748             
           100.000                         1.408                          2.463             
           100.000                         1.413                          2.066             
           100.000                         1.418                          1.791             
           100.000                         1.423                          1.536             
           100.000                         1.429                          1.362             
           100.000                         1.434                          1.253             
           100.000                         1.439                          1.091             
           100.000                         1.444                          0.946             
           100.000                         1.450                          0.879             
           100.000                         1.455                          0.798             
           100.000                         1.460                          0.692             
           100.000                         1.465                          0.645             
           100.000                         1.470                          0.624             
           100.000                         1.476                          0.568             
           100.000                         1.481                          0.516             
           100.000                         1.486                          0.467             
           100.000                         1.491                          0.461             
           100.000                         1.497                          0.449             
           100.000                         1.502                          0.385             
           100.000                         1.507                          0.379             
           100.000                         1.512                          0.370             
           100.000                         1.518                          0.374             
           100.000                         1.523                          0.342             
           100.000                         1.528                          0.337             
           100.000                         1.533                          0.335             
           100.000                         1.539                          0.333             
           100.000                         1.544                          0.288             
