             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.108                          0.000             
           100.000                         0.113                          0.000             
           100.000                         0.118                          0.000             
           100.000                         0.124                          0.000             
           100.000                         0.129                          0.000             
           100.000                         0.134                          0.000             
           100.000                         0.139                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.176                          0.000             
           100.000                         0.181                          0.000             
           100.000                         0.186                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.213                          0.000             
           100.000                         0.218                          0.000             
           100.000                         0.223                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.239                          0.000             
           100.000                         0.244                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.255                          0.000             
           100.000                         0.260                          0.000             
           100.000                         0.265                          0.000             
           100.000                         0.270                          0.000             
           100.000                         0.276                          0.000             
           100.000                         0.281                          0.000             
           100.000                         0.286                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.307                          0.000             
           100.000                         0.312                          0.000             
           100.000                         0.317                          0.000             
           100.000                         0.323                          0.000             
           100.000                         0.328                          0.000             
           100.000                         0.333                          0.000             
           100.000                         0.338                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.370                          0.000             
           100.000                         0.375                          0.000             
           100.000                         0.380                          0.000             
           100.000                         0.386                          0.000             
           100.000                         0.391                          0.000             
           100.000                         0.396                          0.000             
           100.000                         0.401                          0.000             
           100.000                         0.407                          0.000             
           100.000                         0.412                          0.000             
           100.000                         0.417                          0.000             
           100.000                         0.422                          0.000             
           100.000                         0.428                          0.000             
           100.000                         0.433                          0.000             
           100.000                         0.438                          0.000             
           100.000                         0.443                          0.000             
           100.000                         0.449                          0.000             
           100.000                         0.454                          0.000             
           100.000                         0.459                          0.000             
           100.000                         0.464                          0.000             
           100.000                         0.469                          0.000             
           100.000                         0.475                          0.000             
           100.000                         0.480                          0.000             
           100.000                         0.485                          0.000             
           100.000                         0.490                          0.000             
           100.000                         0.496                          0.002             
           100.000                         0.501                          0.016             
           100.000                         0.506                          0.115             
           100.000                         0.511                          0.241             
           100.000                         0.517                          0.594             
           100.000                         0.522                          1.664             
           100.000                         0.527                          4.577             
           100.000                         0.532                          10.543            
           100.000                         0.538                          19.691            
           100.000                         0.543                          28.754            
           100.000                         0.548                          34.563            
           100.000                         0.553                          35.850            
           100.000                         0.559                          33.082            
           100.000                         0.564                          27.559            
           100.000                         0.569                          21.332            
           100.000                         0.574                          15.757            
           100.000                         0.580                          11.232            
           100.000                         0.585                          8.100             
           100.000                         0.590                          5.826             
           100.000                         0.595                          4.397             
           100.000                         0.601                          3.610             
           100.000                         0.606                          2.831             
           100.000                         0.611                          2.327             
           100.000                         0.616                          2.054             
           100.000                         0.621                          1.793             
           100.000                         0.627                          1.647             
           100.000                         0.632                          1.478             
           100.000                         0.637                          1.348             
           100.000                         0.642                          1.171             
           100.000                         0.648                          1.041             
           100.000                         0.653                          0.926             
           100.000                         0.658                          0.937             
           100.000                         0.663                          0.903             
           100.000                         0.669                          0.802             
           100.000                         0.674                          0.735             
           100.000                         0.679                          0.752             
           100.000                         0.684                          0.635             
           100.000                         0.690                          0.629             
           100.000                         0.695                          0.572             
           100.000                         0.700                          0.597             
           100.000                         0.705                          0.579             
           100.000                         0.711                          0.532             
           100.000                         0.716                          0.510             
           100.000                         0.721                          0.464             
           100.000                         0.726                          0.466             
           100.000                         0.732                          0.406             
           100.000                         0.737                          0.442             
           100.000                         0.742                          0.427             
           100.000                         0.747                          0.431             
           100.000                         0.752                          0.383             
           100.000                         0.758                          0.425             
           100.000                         0.763                          0.381             
           100.000                         0.768                          0.387             
           100.000                         0.773                          0.315             
           100.000                         0.779                          0.380             
           100.000                         0.784                          0.352             
           100.000                         0.789                          0.351             
           100.000                         0.794                          0.371             
           100.000                         0.800                          0.329             
           100.000                         0.805                          0.304             
           100.000                         0.810                          0.312             
           100.000                         0.815                          0.339             
           100.000                         0.821                          0.313             
           100.000                         0.826                          0.341             
           100.000                         0.831                          0.321             
           100.000                         0.836                          0.318             
           100.000                         0.842                          0.331             
           100.000                         0.847                          0.367             
           100.000                         0.852                          0.335             
           100.000                         0.857                          0.365             
           100.000                         0.863                          0.298             
           100.000                         0.868                          0.341             
           100.000                         0.873                          0.359             
           100.000                         0.878                          0.376             
           100.000                         0.884                          0.408             
           100.000                         0.889                          0.500             
           100.000                         0.894                          0.626             
           100.000                         0.899                          0.757             
           100.000                         0.904                          1.109             
           100.000                         0.910                          1.514             
           100.000                         0.915                          2.180             
           100.000                         0.920                          2.971             
           100.000                         0.925                          4.188             
           100.000                         0.931                          5.481             
           100.000                         0.936                          7.137             
           100.000                         0.941                          8.542             
           100.000                         0.946                          9.936             
           100.000                         0.952                          11.268            
           100.000                         0.957                          11.845            
           100.000                         0.962                          11.834            
           100.000                         0.967                          11.809            
           100.000                         0.973                          11.086            
           100.000                         0.978                          9.874             
           100.000                         0.983                          8.669             
           100.000                         0.988                          7.372             
           100.000                         0.994                          6.286             
           100.000                         0.999                          5.071             
           100.000                         1.004                          4.167             
           100.000                         1.009                          3.339             
           100.000                         1.015                          2.742             
           100.000                         1.020                          2.332             
           100.000                         1.025                          1.924             
           100.000                         1.030                          1.577             
           100.000                         1.035                          1.444             
           100.000                         1.041                          1.338             
           100.000                         1.046                          1.265             
           100.000                         1.051                          1.445             
           100.000                         1.056                          1.785             
           100.000                         1.062                          2.314             
           100.000                         1.067                          3.160             
           100.000                         1.072                          4.222             
           100.000                         1.077                          5.512             
           100.000                         1.083                          6.746             
           100.000                         1.088                          8.074             
           100.000                         1.093                          9.098             
           100.000                         1.098                          9.671             
           100.000                         1.104                          10.125            
           100.000                         1.109                          10.241            
           100.000                         1.114                          9.668             
           100.000                         1.119                          8.901             
           100.000                         1.125                          8.068             
           100.000                         1.130                          7.276             
           100.000                         1.135                          6.418             
           100.000                         1.140                          5.434             
           100.000                         1.146                          4.626             
           100.000                         1.151                          3.896             
           100.000                         1.156                          3.298             
           100.000                         1.161                          2.801             
           100.000                         1.167                          2.341             
           100.000                         1.172                          2.048             
           100.000                         1.177                          1.784             
           100.000                         1.182                          1.574             
           100.000                         1.187                          1.334             
           100.000                         1.193                          1.193             
           100.000                         1.198                          1.044             
           100.000                         1.203                          0.984             
           100.000                         1.208                          0.862             
           100.000                         1.214                          0.838             
           100.000                         1.219                          0.736             
           100.000                         1.224                          0.699             
           100.000                         1.229                          0.671             
           100.000                         1.235                          0.619             
           100.000                         1.240                          0.594             
           100.000                         1.245                          0.576             
           100.000                         1.250                          0.568             
           100.000                         1.256                          0.539             
           100.000                         1.261                          0.476             
           100.000                         1.266                          0.485             
           100.000                         1.271                          0.498             
           100.000                         1.277                          0.472             
           100.000                         1.282                          0.462             
           100.000                         1.287                          0.448             
           100.000                         1.292                          0.473             
           100.000                         1.298                          0.423             
           100.000                         1.303                          0.430             
           100.000                         1.308                          0.405             
           100.000                         1.313                          0.414             
           100.000                         1.319                          0.385             
           100.000                         1.324                          0.409             
           100.000                         1.329                          0.388             
           100.000                         1.334                          0.425             
           100.000                         1.339                          0.413             
           100.000                         1.345                          0.444             
           100.000                         1.350                          0.459             
           100.000                         1.355                          0.419             
           100.000                         1.360                          0.479             
           100.000                         1.366                          0.498             
           100.000                         1.371                          0.550             
           100.000                         1.376                          0.688             
           100.000                         1.381                          0.763             
           100.000                         1.387                          0.959             
           100.000                         1.392                          1.260             
           100.000                         1.397                          1.575             
           100.000                         1.402                          2.024             
           100.000                         1.408                          2.577             
           100.000                         1.413                          3.252             
           100.000                         1.418                          3.995             
           100.000                         1.423                          4.967             
           100.000                         1.429                          5.801             
           100.000                         1.434                          6.904             
           100.000                         1.439                          7.883             
           100.000                         1.444                          8.950             
           100.000                         1.450                          9.602             
           100.000                         1.455                          10.347            
           100.000                         1.460                          10.801            
           100.000                         1.465                          11.022            
           100.000                         1.470                          10.972            
           100.000                         1.476                          10.870            
           100.000                         1.481                          10.285            
           100.000                         1.486                          9.806             
           100.000                         1.491                          9.004             
           100.000                         1.497                          8.432             
           100.000                         1.502                          7.498             
           100.000                         1.507                          6.729             
           100.000                         1.512                          6.066             
           100.000                         1.518                          5.302             
           100.000                         1.523                          4.575             
           100.000                         1.528                          4.009             
           100.000                         1.533                          3.459             
           100.000                         1.539                          2.914             
           100.000                         1.544                          2.588             
