 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          27         0          27         0        0.9483     0.9483     0.0000     0.0000      0.47     18.7311     0.0000    18.7311     0.0000     0.0000     0.0000    78539.82 
174999.00    39234        0        39234      10766        0        10766       399         0         399        149       0.9160     0.9160     0.0000     0.0000      0.43     262.0488    0.0000    262.0488  7066.5786    0.0000   7066.5786   78539.82 
349998.00    33965        0        33965      16035        0        16035       593         0         593        172       0.9210     0.9210     0.0000     0.0000      0.43     387.5546    0.0000    387.5546  10484.0147   0.0000   10484.0147  78539.82 
524997.00    30171        0        30171      19829        0        19829       539         0         539        215       0.9165     0.9165     0.0000     0.0000      0.43     350.3658    0.0000    350.3658  12945.0180   0.0000   12945.0180  78539.82 
699996.00    29565        0        29565      20435        0        20435       1087        0         1087       246       0.9231     0.9231     0.0000     0.0000      0.43     707.8279    0.0000    707.8279  13305.9948   0.0000   13305.9948  78539.82 
874995.00    29151        0        29151      20849        0        20849       888         0         888        239       0.9204     0.9204     0.0000     0.0000      0.43     576.7987    0.0000    576.7987  13556.0596   0.0000   13556.0596  78539.82 
1049994.00   28440        0        28440      21560        0        21560       739         0         739        276       0.9144     0.9144     0.0000     0.0000      0.43     479.6207    0.0000    479.6207  14009.4753   0.0000   14009.4753  78539.82 
1224993.00   28295        0        28295      21705        0        21705       1018        0         1018       267       0.9183     0.9183     0.0000     0.0000      0.43     656.4800    0.0000    656.4800  14074.9039   0.0000   14074.9039  78539.82 
1399992.00   27183        0        27183      22817        0        22817       1135        0         1135       288       0.9119     0.9119     0.0000     0.0000      0.43     732.7234    0.0000    732.7234  14786.0328   0.0000   14786.0328  78539.82 
1574991.00   28088        0        28088      21912        0        21912       1076        0         1076       292       0.9140     0.9140     0.0000     0.0000      0.43     698.2588    0.0000    698.2588  14164.2366   0.0000   14164.2366  78539.82 
1749990.00   27716        0        27716      22284        0        22284       1243        0         1243       327       0.9109     0.9109     0.0000     0.0000      0.43     798.4563    0.0000    798.4563  14396.1638   0.0000   14396.1638  78539.82 
1924989.00   27074        0        27074      22926        0        22926       1328        0         1328       318       0.9182     0.9182     0.0000     0.0000      0.43     860.3978    0.0000    860.3978  14805.8883   0.0000   14805.8883  78539.82 
