 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          48         0          48         0        0.8853     0.8853     0.0000     0.0000      0.45     31.6056     0.0000    31.6056     0.0000     0.0000     0.0000    78539.82 
300000.00    38443        0        38443      11557        0        11557       367         0         367        148       0.8601     0.8601     0.0000     0.0000      0.39     209.2784    0.0000    209.2784  6693.3883    0.0000   6693.3883   78539.82 
600000.00    35860        0        35860      14140        0        14140       563         0         563        183       0.8611     0.8611     0.0000     0.0000      0.39     324.0938    0.0000    324.0938  8149.7463    0.0000   8149.7463   78539.82 
900000.00    34521        0        34521      15479        0        15479       437         0         437        198       0.8563     0.8563     0.0000     0.0000      0.39     244.9026    0.0000    244.9026  8880.8641    0.0000   8880.8641   78539.82 
1200000.00   33437        0        33437      16563        0        16563       672         0         672        220       0.8540     0.8540     0.0000     0.0000      0.39     386.3352    0.0000    386.3352  9495.8947    0.0000   9495.8947   78539.82 
1500000.00   33617        0        33617      16383        0        16383       811         0         811        212       0.8580     0.8580     0.0000     0.0000      0.39     466.2088    0.0000    466.2088  9373.6519    0.0000   9373.6519   78539.82 
1800000.00   33490        0        33490      16510        0        16510       726         0         726        246       0.8555     0.8555     0.0000     0.0000      0.39     399.1295    0.0000    399.1295  9437.2022    0.0000   9437.2022   78539.82 
2100000.00   32760        0        32760      17240        0        17240       829         0         829        257       0.8541     0.8541     0.0000     0.0000      0.39     450.2672    0.0000    450.2672  9835.4538    0.0000   9835.4538   78539.82 
2400000.00   32854        0        32854      17146        0        17146       916         0         916        241       0.8547     0.8547     0.0000     0.0000      0.39     489.9583    0.0000    489.9583  9760.8031    0.0000   9760.8031   78539.82 
2700000.00   32858        0        32858      17142        0        17142       1122        0         1122       244       0.8526     0.8526     0.0000     0.0000      0.39     596.7639    0.0000    596.7639  9714.0866    0.0000   9714.0866   78539.82 
3000000.00   33449        0        33449      16551        0        16551       1433        0         1433       280       0.8595     0.8595     0.0000     0.0000      0.39     765.1602    0.0000    765.1602  9345.3972    0.0000   9345.3972   78539.82 
