 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         115920.298            7190.494              0.062              55264.284           72698759.615           1315.475           1025220.881             779.4                90424        
  0.167         116331.457           85520.574              0.735              54549.170           88531035.179           1622.958           1331753.977             820.9                90783        
  0.333         115887.506           102525.587             0.885              54581.962           85830458.401           1572.506           1459652.215             928.8                89976        
  0.500         117013.778           161403.418             1.379              52943.633           84780265.513           1601.331           1751892.255             1095.0               87734        
  0.667         118481.842           223645.837             1.888              51177.920           85477431.569           1670.201           1914805.311             1147.7               85734        
  0.833         119461.813           254457.181             2.130              49977.236           85972655.350           1720.236           2033698.802             1183.7               84315        
  1.000         120373.677           301284.268             2.503              48787.902           86429444.951           1771.534           2185366.277             1235.3               82896        
  1.167         121377.611           356339.484             2.936              47728.475           85888030.245           1799.513           2277906.668             1267.9               81508        
  1.333         122169.659           386112.558             3.160              46802.737           85882152.329           1834.981           2359622.020             1288.1               80241        
  1.500         122941.528           417821.128             3.399              45953.933           84487376.664           1838.523           2454558.306             1337.5               78979        
  1.667         123931.588           475899.931             3.840              45093.779           85259891.041           1890.724           2455978.920             1301.6               77869        
  1.833         124480.221           517155.492             4.155              44430.376           86285844.513           1942.046           2572426.563             1327.4               77061        
  2.000         125134.796           540259.748             4.317              44205.878           85890689.172           1942.970           2329591.303             1201.7               76411        
  2.167         125621.628           602620.369             4.797              43428.964           85590038.988           1970.805           2550135.968             1297.1               75541        
  2.333         126098.370           611969.224             4.853              43138.883           85048334.611           1971.501           2440533.673             1241.0               74917        
  2.500         126847.537           631517.763             4.979              42681.059           86267184.649           2021.205           2379787.050             1180.3               74319        
  2.667         127218.336           635203.835             4.993              42649.528           87015607.329           2040.248           2201106.592             1081.5               74028        
  2.833         127756.879           660561.094             5.170              42529.712           86782329.644           2040.511           2022908.667             993.9                73735        
  3.000         127618.144           668954.790             5.242              42518.361           85520618.201           2011.381           2074993.094             1034.3               73551        
  3.167         127876.695           677071.697             5.295              42224.496           85344000.202           2021.196           2087354.778             1035.4               73201        
  3.333         128064.617           703476.751             5.493              41996.215           86001094.893           2047.830           2174360.975             1064.6               73011        
  3.500         128268.935           692921.675             5.402              41837.300           86515355.453           2067.900           2163397.877             1048.9               72875        
  3.667         128229.838           697627.274             5.440              41926.847           85422942.933           2037.428           2062934.911             1015.2               72816        
  3.833         128388.752           722849.649             5.630              41916.757           84949284.264           2026.619           1985948.125             982.7                72716        
  4.000         128181.911           699131.913             5.454              42075.672           84558944.220           2009.687           2019001.654             1007.4               72854        
  4.167         128097.409           693161.515             5.411              42196.749           83231740.082           1972.468           1941787.887             987.2                72822        
  4.333         128045.699           701553.536             5.479              42187.921           83284425.981           1974.130           1961048.319             996.1                72754        
  4.500         128256.323           711848.925             5.550              42008.827           83780846.283           1994.363           1987832.981             999.5                72624        
  4.667         128115.066           726460.783             5.670              42167.741           83155095.132           1972.007           1952118.643             992.8                72639        
  4.833         128331.997           719039.298             5.603              41941.982           84180978.007           2007.082           2002740.360             1000.6               72584        
  5.000         128387.490           716272.716             5.579              41911.713           84997648.858           2028.017           1989643.361             983.8                72660        
  5.167         128449.290           712483.075             5.547              41936.937           85033481.816           2027.651           1939355.596             959.1                72607        
  5.333         128541.360           731318.633             5.689              41723.790           85986907.195           2060.860           2077239.050             1010.7               72494        
  5.500         128780.992           719120.950             5.584              41600.190           87510071.400           2103.598           2019227.070             962.4                72454        
  5.667         128740.633           730345.684             5.673              41634.243           87751468.568           2107.675           2041950.935             971.4                72595        
  5.833         128697.751           693866.613             5.391              41892.794           86488258.441           2064.514           1889297.031             917.5                72641        
  6.000         128470.731           720506.834             5.608              42049.186           85928466.691           2043.523           1901879.321             933.2                72844        
  6.167         128421.544           692906.843             5.396              42247.198           86029910.292           2036.346           1829235.745             900.7                72978        
