 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         90580.300             1242.547              0.014              27868.720           51419372.288           1845.057           1019103.150             552.3                90450        
  0.167         91394.013            42123.082              0.461              26881.634           70516162.534           2623.210           1540129.804             587.2                90617        
  0.333         91102.949            58197.358              0.639              26780.395           68006399.009           2539.410           1719294.069             677.2                89440        
  0.500         91790.113            101730.432             1.108              25593.361           68682873.877           2683.621           2196864.425             819.0                86593        
  0.667         92431.719            126250.701             1.366              24658.160           69137109.909           2803.823           2512623.301             896.6                84603        
  0.833         93149.254            167441.361             1.798              24007.696           68229581.134           2841.988           2453797.903             864.0                82416        
  1.000         93682.027            186032.878             1.986              23490.109           66615494.930           2835.896           2483439.602             876.3                80503        
  1.167         94062.941            214129.410             2.276              22852.300           65828214.842           2880.595           2687491.159             933.7                78862        
  1.333         94872.857            257260.434             2.712              22087.941           65539136.844           2967.191           2671228.619             901.1                76814        
  1.500         95090.522            292226.231             3.073              21496.955           64983863.684           3022.933           3115202.731             1031.6               75170        
  1.667         95843.492            322142.485             3.361              20832.571           65980292.753           3167.170           3174718.537             1003.4               73519        
  1.833         96435.743            367636.766             3.812              20273.222           66524549.753           3281.400           3281515.513             1001.2               72177        
  2.000         96897.649            391150.653             4.037              20016.327           65438945.121           3269.278           3030396.222             928.1                70989        
  2.167         97301.341            413917.408             4.254              19748.042           64147925.284           3248.318           2897611.061             893.2                70236        
  2.333         97203.898            434820.819             4.473              19601.244           62591450.195           3193.239           3088558.566             968.6                69626        
  2.500         97519.006            452923.691             4.644              19532.908           61696758.582           3158.606           2820678.884             894.3                68909        
  2.667         97640.494            467562.729             4.789              19214.003           62587451.737           3257.387           3058911.461             940.5                68309        
  2.833         97868.283            476850.242             4.872              18944.453           61947175.329           3269.937           3195517.690             978.7                67721        
  3.000         97811.336            480800.712             4.916              19105.171           59497876.515           3114.229           2910167.328             936.0                67494        
  3.167         97934.089            524231.188             5.353              18792.593           59566385.814           3169.674           3182351.401             1005.7               66754        
  3.333         98064.435            534465.962             5.450              18635.672           59903436.385           3214.450           3252554.795             1013.6               66290        
  3.500         98676.934            568060.338             5.757              18273.741           59523104.248           3257.303           2984765.253             918.0                65215        
  3.667         98670.606            559542.663             5.671              18253.493           59387473.042           3253.485           3021529.761             930.3                65126        
  3.833         98761.722            573337.869             5.805              18269.944           58530498.894           3203.650           2939067.124             919.1                64918        
  4.000         98664.279            575038.774             5.828              18153.519           59282027.867           3265.594           3138992.922             963.0                64802        
  4.167         98824.997            584036.594             5.910              18223.121           59368702.029           3257.878           2941253.463             904.5                64679        
  4.333         98904.723            588014.206             5.945              18020.642           58485215.261           3245.457           3057536.368             943.8                64280        
  4.500         99059.113            607770.339             6.135              17982.677           57530952.313           3199.243           2920345.399             914.6                63792        
  4.667         99355.239            614929.373             6.189              17858.658           58358283.444           3267.787           2784852.838             853.8                63633        
  4.833         99379.283            622758.560             6.266              17868.782           58749488.665           3287.828           2816665.414             858.3                63660        
  5.000         99431.169            619329.065             6.229              17942.181           58718603.823           3272.657           2664043.182             815.6                63563        
  5.167         99529.877            625367.710             6.283              17815.632           58546449.799           3286.240           2689836.268             820.1                63370        
  5.333         99471.664            620445.878             6.237              17864.986           58127379.815           3253.704           2688763.878             828.0                63587        
  5.500         99280.575            612670.541             6.171              18056.076           57229211.817           3169.527           2654709.229             839.2                63808        
  5.667         99338.788            607568.252             6.116              18013.049           57923085.446           3215.618           2660941.125             829.1                63651        
  5.833         99558.984            612251.770             6.150              17792.853           58984463.475           3315.065           2780586.393             840.3                63418        
  6.000         99485.585            624772.337             6.280              17777.667           59055787.419           3321.909           2857095.772             861.7                63298        
  6.167         99780.445            621121.547             6.225              17725.782           59611658.863           3362.992           2620660.698             780.7                63115        
  6.333         99709.577            614827.189             6.166              17687.817           60018580.924           3393.216           2819573.527             832.5                63299        
  6.500         99613.400            607639.561             6.100              17763.746           59883197.090           3371.091           2767141.437             822.3                63257        
  6.667         99675.409            639521.479             6.416              17600.498           59886356.794           3402.538           2922636.533             860.6                63011        
  6.833         99863.968            635900.188             6.368              17515.709           60270007.996           3440.912           2847519.441             829.1                62786        
  7.000         100031.013           647147.954             6.469              17558.736           60090982.792           3422.284           2639861.577             772.8                62649        
  7.167         99933.570            640124.305             6.405              17547.347           59780309.930           3406.801           2731226.474             803.2                62685        
  7.333         100043.668           648184.202             6.479              17520.771           58982275.195           3366.420           2638257.634             785.2                62461        
  7.500         99986.721            646892.103             6.470              17552.409           58724413.773           3345.661           2655772.485             795.3                62495        
  7.667         99936.101            652202.397             6.526              17622.011           58539021.573           3321.926           2562257.747             772.8                62635        
  7.833         99891.809            637045.962             6.377              17657.445           57519764.601           3257.536           2563812.908             788.6                62545        
  8.000         100038.606           661152.703             6.609              17606.825           58671565.151           3332.319           2532813.638             761.6                62447        
  8.167         100066.447           661060.975             6.606              17465.090           59100838.119           3383.941           2655714.948             786.3                62284        
  8.333         100025.951           666470.899             6.663              17475.214           58824505.151           3366.168           2637915.326             785.2                62256        
  8.500         100198.058           655021.141             6.537              17443.576           59963894.977           3437.592           2640060.364             769.5                62179        
  8.667         100156.297           655372.172             6.543              17475.214           59709618.721           3416.818           2627907.051             770.6                62325        
  8.833         100075.305           641614.815             6.411              17553.674           58937127.953           3357.538           2552170.255             761.6                62460        
  9.000         99994.314            657380.337             6.574              17572.657           57832139.583           3291.030           2564206.646             780.7                62441        
  9.167         100123.394           663517.624             6.627              17534.692           57564618.747           3282.899           2498847.478             762.7                62073        
  9.333         99984.190            659903.392             6.600              17527.099           57587444.535           3285.623           2611607.352             796.5                62118        
  9.500         100166.421           668602.184             6.675              17390.425           58415660.520           3359.070           2617247.705             780.7                61881        
  9.667         100060.119           678801.530             6.784              17403.080           58526938.396           3363.022           2744841.504             817.8                61883        
  9.833         100234.758           670321.044             6.688              17387.894           59041792.683           3395.569           2584735.970             762.7                61778        
  10.000        100380.290           668149.202             6.656              17290.451           59761206.354           3456.313           2584521.877             749.2                61814        
  10.167        100285.377           667613.477             6.657              17333.478           59035203.970           3405.849           2581128.003             759.3                61852        
  10.333        100089.226           662407.322             6.618              17539.754           57905493.376           3301.386           2483303.033             753.7                62094        
  10.500        100080.367           662043.582             6.615              17444.842           58418389.856           3348.749           2643073.569             790.8                62037        
  10.667        100227.165           645020.589             6.436              17475.214           58901610.291           3370.580           2520455.459             749.2                62099        
  10.833        100096.819           671984.525             6.713              17537.223           59306359.215           3381.742           2593153.778             768.3                62381        
