 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         112533.676            989.051               0.009              27876.649           51418226.871           1844.491           1004024.164             544.3                90430        
  0.167         113368.495           33515.361              0.296              26896.368           70123521.016           2607.174           1486459.646             570.2                90526        
  0.333         113068.719           44723.282              0.396              26816.681           67549899.099           2518.951           1716518.322             681.5                89147        
  0.500         113780.846           96877.438              0.851              25627.695           67286049.288           2625.521           2151921.780             819.9                86053        
  0.667         114692.823           127428.779             1.111              24433.650           68427818.209           2800.556           2496718.236             891.9                83378        
  0.833         115450.485           153179.192             1.327              23378.742           68486412.587           2929.431           2716844.735             927.9                81118        
  1.000         116037.388           187989.202             1.620              22678.000           66712508.547           2941.728           2837101.754             965.0                79193        
  1.167         116788.726           220591.632             1.889              21996.230           65520981.478           2978.737           2815639.164             945.8                77076        
  1.333         117158.070           238672.535             2.037              21563.642           63659009.054           2952.146           2800301.215             949.2                75467        
  1.500         117761.417           284580.968             2.417              20962.825           63245164.076           3017.015           2881859.323             956.0                73454        
  1.667         118443.186           317222.464             2.678              20397.424           63052774.889           3091.213           2917803.594             944.7                71860        
  1.833         118741.697           328294.747             2.765              19891.473           63467319.020           3190.680           3190957.818             1001.0               70593        
  2.000         119240.059           371042.485             3.112              19457.620           62364178.054           3205.129           3129448.129             977.3                69221        
  2.167         119625.847           391007.819             3.269              19174.287           60162877.923           3137.685           2978775.487             950.3                68004        
  2.333         120030.608           418217.334             3.484              18885.895           59522159.487           3151.673           2952916.092             938.0                66834        
  2.500         120273.465           441623.732             3.672              18568.411           58958334.406           3175.196           2999772.327             945.8                65888        
  2.667         120568.181           463946.791             3.848              18207.920           59161301.788           3249.207           3179107.646             979.6                65018        
  2.833         120909.699           483206.376             3.996              17990.361           58772581.107           3266.893           3060509.022             938.0                64316        
  3.000         121127.258           501395.712             4.139              17787.981           57145399.685           3212.585           2976959.725             927.9                63491        
  3.167         121113.344           505884.906             4.177              17736.121           56209410.474           3169.205           3004307.668             949.2                62930        
  3.333         121408.061           532727.187             4.388              17437.610           56980460.882           3267.676           3148959.398             965.0                62338        
  3.500         121698.982           556310.235             4.571              17275.705           55994739.248           3241.242           2923064.491             903.1                61681        
  3.667         122002.553           573767.803             4.703              17098.622           54339466.946           3178.003           2815868.936             887.4                60864        
  3.833         121973.461           599639.061             4.916              16945.572           53034267.844           3129.683           2962576.170             948.1                60156        
  4.000         122503.445           611735.408             4.994              16640.736           53324941.692           3204.482           2795927.501             873.9                59407        
  4.167         122681.793           632190.243             5.153              16616.704           52804482.624           3177.795           2594058.967             817.6                59023        
  4.333         122607.165           636263.507             5.189              16625.558           52211640.706           3140.444           2605803.385             831.1                58927        
  4.500         122595.781           640918.506             5.228              16481.362           51556585.907           3128.175           2813335.325             900.9                58487        
  4.667         122824.724           675369.771             5.499              16243.565           51481159.351           3169.326           2843046.462             898.6                57876        
  4.833         123053.667           676934.920             5.501              16099.369           51528311.920           3200.642           2802908.512             877.2                57430        
  5.000         123256.047           680331.271             5.520              16053.833           51604327.098           3214.455           2605688.710             812.0                57220        
  5.167         123423.011           692512.990             5.611              15960.232           51090924.073           3201.139           2609177.512             816.5                56867        
  5.333         123524.202           704405.284             5.703              15875.485           50827639.608           3201.643           2605919.840             815.4                56480        
  5.500         123388.860           708665.079             5.743              15800.857           51590157.371           3265.023           2906826.471             891.9                56198        
  5.667         124127.548           747511.532             6.022              15431.513           52179872.664           3381.384           2596574.544             769.3                55362        
  5.833         124042.802           740428.257             5.969              15428.983           52088782.744           3376.035           2728947.533             809.8                55323        
  6.000         124288.188           761987.091             6.131              15361.945           51939245.866           3381.033           2493738.631             738.9                55002        
  6.167         124316.015           767763.045             6.176              15269.609           51249001.803           3356.275           2565837.062             765.9                54852        
  6.333         124304.631           761885.294             6.129              15267.079           51731925.402           3388.463           2594329.471             767.0                54728        
  6.500         124427.325           767994.423             6.172              15225.338           51137235.542           3358.693           2518675.848             751.3                54389        
  6.667         124514.601           790744.454             6.351              15145.650           51576074.307           3405.339           2526826.822             743.4                54192        
  6.833         124436.179           762717.475             6.129              15148.180           50665204.635           3344.640           2609527.402             781.6                54138        
  7.000         124629.705           786574.302             6.311              15005.249           50807516.914           3385.983           2561879.751             758.0                53876        
  7.167         124730.895           798634.315             6.403              15011.573           50411974.822           3358.207           2472901.652             737.8                53737        
  7.333         124747.339           796784.723             6.387              14985.011           50281176.700           3355.431           2448265.874             731.0                53583        
  7.500         124957.309           820145.398             6.563              14887.615           49842245.171           3347.900           2371231.223             709.7                53174        
  7.667         125066.088           823971.602             6.588              14787.690           49580797.088           3352.843           2434936.075             727.7                52840        
  7.833         124929.481           830455.861             6.647              14872.437           49677320.406           3340.227           2410716.768             723.2                53049        
  8.000         125135.656           819021.863             6.545              14868.642           48810861.621           3282.806           2155552.635             657.9                53007        
  8.167         124978.811           837860.874             6.704              14864.848           49294090.007           3316.152           2393265.251             723.2                52983        
  8.333         125216.609           828306.874             6.615              14780.101           49705830.924           3363.024           2208284.685             657.9                52809        
  8.500         125077.472           813671.528             6.505              14820.577           50282475.836           3392.748           2464033.677             727.7                53036        
  8.667         125226.728           824742.715             6.586              14791.485           50737196.941           3430.163           2252476.408             657.9                52811        
  8.833         125002.844           816657.750             6.533              14839.550           50458050.671           3400.241           2408397.641             709.7                52998        
  9.000         125206.489           843185.279             6.734              14802.869           50039073.607           3380.363           2291704.364             679.3                52702        
