 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         127507.303             43.937               0.000              13621.472           35712170.781           2621.756            993679.610             379.0                90379        
  0.167         128373.744           11098.421              0.086              12701.906           58187710.327           4581.022           1808363.085             394.8                90297        
  0.333         127986.692           15808.662              0.124              12814.480           54190105.701           4228.818           1949909.772             461.1                89206        
  0.500         128171.364           36998.383              0.289              12390.746           52443600.473           4232.481           2346587.127             554.5                85805        
  0.667         128698.818           55096.776              0.428              11768.426           51395673.731           4367.251           2480169.298             568.0                82336        
  0.833         128834.160           72821.738              0.565              11221.999           50985153.999           4543.322           3152310.538             693.9                79419        
  1.000         129703.131           93019.853              0.717              10714.782           50363990.243           4700.421           2632232.127             560.1                76264        
  1.167         129927.015           101837.579             0.784              10199.977           49616080.488           4864.333           3177998.906             653.4                73671        
  1.333         130284.975           108602.983             0.834               9909.055           47987208.464           4842.763           3060406.640             632.1                71320        
  1.500         130408.933           122461.209             0.939               9578.922           45552572.858           4755.501           3352759.407             705.2                68866        
  1.667         130797.251           149942.630             1.146               9255.113           44692604.293           4828.964           3236096.150             670.3                66493        
  1.833         130959.155           158871.844             1.213               8914.861           42995892.046           4822.946           3448931.680             715.3                64320        
  2.000         131213.396           181153.267             1.381               8550.576           40591598.149           4747.236           3576132.471             753.5                62242        
  2.167         131267.785           193192.501             1.472               8282.422           39190861.482           4731.812           3740003.646             790.6                60047        
  2.333         131362.651           227826.736             1.734               7932.051           36536129.215           4606.139           4215239.410             915.5                57691        
  2.500         131656.103           246809.855             1.875               7723.346           34351460.303           4447.743           3980100.572             895.2                55287        
  2.667         131809.153           275001.370             2.086               7412.186           33190578.988           4477.840           4077326.547             911.0                52943        
  2.833         132234.152           319343.853             2.415               7051.695           32289859.985           4579.021           4210378.573             920.0                50261        
  3.000         133354.834          1264390.117             9.481               6197.903           30900771.462           4985.682           4382117.018             880.6                45294        
  3.167         135583.550           970946.692             7.161               5530.047           30654532.435           5543.268           2328629.459             420.6                41192        
  3.333         135292.628           538089.492             3.977               5652.740           30100668.274           5324.969           2525395.482             474.6                41201        
  3.500         135588.609           431418.363             3.182               5552.815           30011270.225           5404.695           2162667.561             400.4                40895        
