 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         105516.932             95.561               0.001              13630.641           35742614.739           2622.225           1023598.138             390.4                90415        
  0.167         106391.388           12944.475              0.122              12709.361           58378427.643           4593.341           1792985.471             390.4                90384        
  0.333         106058.563           18095.277              0.171              12803.008           54647696.407           4268.348           1963793.987             460.1                89242        
  0.500         106066.156           36612.206              0.345              12484.103           53012677.934           4246.415           2402620.635             565.8                86199        
  0.667         106714.089           62025.241              0.581              11670.390           52960063.596           4537.986           2654244.731             585.0                82678        
  0.833         106960.861           77172.310              0.722              11378.061           50810480.877           4465.654           2702260.907             605.2                79936        
  1.000         107418.970           87814.615              0.817              10866.801           49773885.765           4580.362           2864357.523             625.5                76953        
  1.167         107808.742           107751.353             0.999              10366.931           49564616.101           4781.031           3204845.761             670.5                74405        
  1.333         108440.224           120990.047             1.116               9974.628           48902160.330           4902.655           2812113.288             573.7                71932        
  1.500         108630.048           139028.689             1.280               9830.361           46321895.150           4712.125           2633815.729             559.1                70034        
  1.667         108770.518           150607.953             1.385               9359.597           45865054.665           4900.323           3245991.993             662.6                67940        
  1.833         109107.140           176900.129             1.621               9082.454           44075459.626           4852.814           3132496.113             645.7                65881        
  2.000         109161.556           187499.021             1.718               8914.143           42173010.706           4731.022           3314480.527             700.8                64239        
  2.167         109653.833           205461.633             1.874               8611.690           41404235.768           4807.911           3006021.054             625.5                62515        
  2.333         109684.205           224142.449             2.044               8467.424           38877844.546           4591.461           2891183.852             630.0                60985        
  2.500         109493.115           245300.682             2.240               8309.237           37031216.044           4456.633           3357325.072             753.7                59273        
  2.667         109289.371           261879.196             2.396               8106.758           36368786.022           4486.231           3949494.125             880.8                57864        
  2.833         110111.942           290880.020             2.642               7604.356           35505147.330           4669.054           3590618.787             769.5                55637        
  3.000         110348.590           311277.191             2.821               7489.196           34182150.146           4564.195           3381514.122             741.3                54175        
  3.167         111622.943          1816117.712             16.270              6609.678           32361710.859           4896.110           3090609.371             633.3                48682        
  3.333         111835.546          1205028.471             10.775              6473.004           32869182.582           5077.887           3203516.174             632.2                47773        
  3.500         111773.537           568321.865             5.085               6447.694           31557699.416           4894.416           3283627.948             671.6                47220        
  3.667         111833.015           422255.346             3.776               6279.384           31318704.358           4987.544           3481605.770             698.6                46539        
  3.833         112425.266           431986.014             3.842               6204.720           30852166.207           4972.371           2593438.088             522.0                45452        
  4.000         111988.671           435764.716             3.891               6207.251           29611692.946           4770.501           3158311.806             662.6                44734        
  4.167         112618.887           469189.526             4.166               5803.558           28865529.524           4973.764           2912655.629             586.1                42843        
  4.333         112804.915           474998.232             4.211               5707.380           27945871.482           4896.445           2817781.440             576.0                41639        
  4.500         113083.323           505953.453             4.474               5520.087           27202971.111           4927.997           2713951.918             551.2                40755        
  4.667         113227.590           510381.272             4.508               5445.423           27197444.054           4994.551           2694484.720             540.0                40028        
  4.833         113374.387           518748.904             4.576               5306.218           26895530.563           5068.681           2808534.888             554.6                39107        
  5.000         113422.476           534821.406             4.715               5206.244           25789073.304           4953.489           2722303.667             550.1                38583        
  5.167         113542.698           546387.204             4.812               5168.280           25606108.959           4954.474           2594726.666             524.2                37892        
  5.333         113692.026           550562.282             4.843               5056.916           25072018.480           4957.966           2546393.365             514.1                37021        
  5.500         113927.408           573798.907             5.037               4935.429           24737769.980           5012.284           2388333.939             477.0                36570        
  5.667         113779.345           582450.154             5.119               4939.225           24100356.647           4879.380           2642931.778             542.2                36241        
  5.833         114042.568           578472.499             5.072               4765.852           24320078.381           5102.986           2592155.493             508.5                35440        
  6.000         114166.587           606205.142             5.310               4639.303           24873868.684           5361.553           2729534.759             509.6                35003        
  6.167         114088.126           600079.405             5.260               4726.622           23437954.126           4958.711           2524272.618             509.6                34884        
  6.333         114076.737           613307.121             5.376               4713.967           23139547.204           4908.721           2482190.108             506.2                34356        
