 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         132177.467            2230.737              0.017              39541.874           61407993.130           1552.986            995852.560             641.3                90411        
  0.167         132842.131           47008.057              0.354              38617.397           78687958.640           2037.630           1441406.243             707.5                90548        
  0.333         132645.380           74077.223              0.558              38490.014           75806106.909           1969.501           1519097.678             771.5                89127        
  0.500         133525.714           122352.820             0.916              36828.983           75320803.312           2045.150           2011086.258             983.8                86358        
  0.667         134704.958           177854.680             1.320              35239.841           76237515.611           2163.390           2333399.208             1079.2               83888        
  0.833         135835.014           214601.879             1.580              33773.038           76362996.817           2261.064           2608545.295             1154.5               81476        
  1.000         136813.724           247777.842             1.811              32671.990           77285233.165           2365.489           2832361.712             1198.3               79672        
  1.167         137508.658           270851.279             1.970              31721.028           76655444.536           2416.550           3053345.913             1264.5               77995        
  1.333         138144.314           301798.302             2.185              30963.033           75395283.031           2435.010           3166578.790             1301.6               76393        
  1.500         139370.223           366702.708             2.631              30308.458           73669112.749           2430.645           2740395.758             1128.7               74423        
  1.667         139875.974           392112.449             2.803              29861.985           72722686.117           2435.293           2734520.028             1124.2               73293        
  1.833         140573.430           420478.526             2.991              29197.320           73013915.410           2500.706           2757353.068             1104.0               71981        
  2.000         141164.944           464247.834             3.289              28574.276           72196030.250           2526.609           2864966.735             1135.4               70721        
  2.167         141873.752           485001.432             3.419              28040.778           72367222.535           2580.785           2752660.821             1068.0               69619        
  2.333         142091.943           516587.155             3.636              27687.636           70337346.581           2540.388           2834635.462             1117.4               68794        
  2.500         142682.196           542770.334             3.804              27420.256           69875350.627           2548.311           2600405.587             1022.0               67989        
  2.667         142540.939           557795.802             3.913              27212.155           68703582.814           2524.739           2881950.867             1143.3               67684        
  2.833         142987.412           560110.711             3.917              27161.706           66895175.897           2462.849           2496381.105             1015.2               66995        
  3.000         143083.265           606583.911             4.239              26875.408           65833244.834           2449.572           2661078.605             1088.2               66327        
  3.167         143365.779           600139.760             4.186              26544.968           65664204.017           2473.697           2618055.979             1060.2               65695        
  3.333         143832.431           660603.009             4.593              26189.303           65574038.289           2503.848           2660816.749             1064.6               64815        
  3.500         143992.607           680116.422             4.723              25945.886           65407447.696           2520.918           2789056.869             1108.4               64262        
  3.667         144579.076           725665.977             5.019              25554.907           65262491.739           2553.814           2624824.631             1029.8               63365        
  3.833         145067.169           727232.510             5.013              25219.422           64794978.124           2569.249           2565852.632             1000.6               62593        
  4.000         145397.610           757122.919             5.207              24946.998           65074138.789           2608.496           2555228.491             981.5                62039        
  4.167         145615.801           793319.967             5.448              24746.463           64945840.463           2624.449           2620652.458             1000.6               61540        
  4.333         146221.188           797393.218             5.453              24485.390           64884882.140           2649.943           2319470.598             877.1                60933        
  4.500         146300.645           816948.548             5.584              24422.329           63957007.691           2618.792           2374206.845             908.5                60648        
  4.667         146692.886           835025.159             5.692              24195.308           64473588.655           2664.714           2269507.093             853.5                60220        
  4.833         146791.261           833804.118             5.680              24202.876           65868116.670           2721.500           2256984.641             831.1                60261        
  5.000         146933.780           826904.625             5.628              24107.023           65892859.552           2733.347           2263810.734             829.9                60091        
  5.167         146982.967           821451.707             5.589              24214.227           65652713.099           2711.328           2108829.282             779.4                60174        
  5.333         146959.004           826395.927             5.623              24168.823           65461885.070           2708.526           2167327.905             801.9                60040        
  5.500         146914.861           812919.876             5.533              24201.615           65055899.136           2688.081           2178119.715             812.0                60082        
  5.667         146926.212           831735.215             5.661              24305.035           64580453.565           2657.081           2027784.050             764.8                60059        
  5.833         147126.747           852838.625             5.797              24153.688           64143351.740           2655.634           2053356.166             774.9                59750        
