           rCoM                     NinBin                      NA                        NB                      phiLoc                    align                      pInt                     pSwim          
        390.213645                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        391.338180                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        392.462715                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        393.587250                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        394.711785                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        395.836320                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        396.960855                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        398.085390                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        399.209925                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        400.334460                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        401.458995                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        402.583530                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        403.708065                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        404.832600                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        405.957135                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        407.081670                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        408.206205                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        409.330740                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        410.455275                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        411.579810                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        412.704345                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        413.828880                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        414.953415                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        416.077950                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        417.202485                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        418.327020                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        419.451555                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        420.576090                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        421.700625                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        422.825160                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        423.949695                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        425.074230                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        426.198765                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        427.323300                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        428.447835                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        429.572370                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        430.696905                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        431.821440                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        432.945975                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        434.070510                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        435.195045                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        436.319580                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        437.444115                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        438.568650                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        439.693185                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        440.817720                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        441.942255                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        443.066790                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        444.191325                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        445.315860                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        446.440395                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        447.564930                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        448.689465                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        449.814000                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        450.938535                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        452.063070                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        453.187605                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        454.312140                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        455.436675                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        456.561210                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        457.685745                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        458.810280                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        459.934815                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        461.059350                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        462.183885                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        463.308420                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        464.432955                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        465.557490                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        466.682025                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        467.806560                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        468.931095                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        470.055630                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        471.180165                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        472.304700                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        473.429235                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        474.553770                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        475.678305                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        476.802840                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        477.927375                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        479.051910                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        480.176445                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        481.300980                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        482.425515                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        483.550050                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        484.674585                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        485.799120                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        486.923655                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        488.048190                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        489.172725                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        490.297260                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        491.421795                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        492.546330                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        493.670865                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        494.795400                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        495.919935                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        497.044470                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        498.169005                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        499.293540                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        500.418075                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        501.542610                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        502.667145                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        503.791680                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        504.916215                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        506.040750                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        507.165285                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        508.289820                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        509.414355                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
        510.538890                    0                         0                         0                      0.000000                  0.000000                    0.0                       0.0           
