           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    1134                  2548.153580                36.153876                 3734033.3                   1842.0         
         2.249336                    3397                  7632.811142                -56.919935                11165245.9                 -1492.9         
         3.374004                    5711                  12831.037269               -43.607631                18851978.4                 -10912.3        
         4.498672                    7926                  17805.916019               -62.282691                26207026.3                  2183.8         
         5.623340                   10231                  22984.828692               28.468071                 33951652.6                 -4536.8         
         6.748008                   12500                  28081.731913               -36.730461                41392830.1                  4327.0         
         7.872676                   14753                  33143.734261               -9.201941                 48955028.7                  5006.1         
         8.997344                   17010                  38217.973007               -22.914880                56654161.0                  8578.0         
        10.122012                   19320                  43409.641251               253.995177                64286660.8                 -3666.2         
        11.246680                   21599                  48534.053087               172.740466                71637045.5                 -24529.0        
        12.371348                   23841                  53576.004395               85.989186                 78943521.6                 -7058.0         
        13.496016                   26138                  58739.259279              -347.270476                86570351.0                  348.3          
        14.620684                   28347                  63705.555978               55.274395                 94020211.1                 -4364.0         
        15.745352                   30717                  69029.530611               30.577326                102098924.7                 -6197.5         
        16.870020                   32938                  74019.435515              -265.612531               109646364.6                 -15396.7        
        17.994688                   35279                  79275.943843               26.368929                117566828.5                  4638.1         
        19.119356                   37466                  84185.967617               200.472031               124771535.2                 -1928.8         
        20.244024                   39761                  89340.728319               -19.000707               132261210.2                   21.9          
        21.368692                   41953                  94264.586932              -169.234839               139528495.9                 -9280.0         
        22.493360                   44354                  99656.573528               -86.761823               147378152.8                 -7490.3         
        23.618028                   46515                 104512.559488                7.958291                154607992.4                 -18114.0        
        24.742696                   48858                 109771.747846               100.807331               162203459.6                  -990.0         
        25.867364                   51077                 114750.465265               108.222988               169400913.3                  7451.1         
        26.992032                   53350                 119846.581448               111.903875               176808551.6                 -2087.6         
        28.116700                   55668                 125044.978772              -312.043235               184761703.4                 10238.1         
        29.241368                   57955                 130169.149895              -284.029555               192746685.8                 -28909.5        
        30.366036                   60160                 135111.604623              -194.250776               200344598.1                 -9413.7         
        31.490704                   62419                 140173.159531               273.816970               207747415.2                 -6829.3         
