           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    2396                  11549.835344               51.150105                 8483323.2                  -3197.7         
         2.249336                    7172                  34531.192353               -10.409838                25163450.7                  5220.7         
         3.374004                   11876                  57205.268484               147.835070                41666141.1                 26968.9         
         4.498672                   16692                  80347.539706               253.513106                58316090.4                 30998.6         
         5.623340                   21487                 103370.956085               262.635766                74817040.8                 35707.3         
         6.748008                   26331                 126605.984386               186.016170                91334054.7                 30867.9         
         7.872676                   31093                 149428.103014               134.334183               107770770.4                 13179.2         
         8.997344                   35913                 172594.200572               16.359261                124626379.6                 61050.7         
        10.122012                   40751                 195695.761344               84.795952                141135868.6                 54088.7         
        11.246680                   45677                 219264.401760               547.740752               157605897.4                 58363.9         
        12.371348                   50329                 241518.782662               369.035489               173017492.4                 36570.1         
        13.496016                   55136                 264507.361212               701.806627               189123944.0                 52853.2         
        14.620684                   59892                 287146.808553               772.385046               204685771.6                 54579.1         
        15.745352                   64625                 309528.798240               682.600895               219992896.3                 43980.5         
        16.870020                   69518                 332541.440898               791.608024               235262128.0                 74437.6         
        17.994688                   74332                 355159.528059              1023.278097               250269408.5                 38712.2         
        19.119356                   79015                 376993.867023              1411.348598               264750813.2                 16828.0         
        20.244024                   83748                 398969.851775              1573.634212               278942699.7                 43260.1         
        21.368692                   88446                 420559.534348              2138.903195               292924800.1                  7948.8         
        22.493360                   93164                 441979.710613              2254.578205               305924439.8                 21074.9         
        23.618028                   97676                 462353.320023              3349.232718               317342032.6                  977.5          
        24.742696                   102262                482674.991713              3544.165834               328441397.1                 -88025.9        
        25.867364                   106719                501929.250536              4199.665197               338574569.3                 -84773.7        
        26.992032                   111106                520376.672323              4224.398094               348778437.6                -109154.7        
        28.116700                   115233                537009.740216              5372.451462               357041001.6                -240387.3        
        29.241368                   119537                553606.316900              5729.309280               365838813.3                -195435.9        
        30.366036                   123288                566995.602613              6573.265600               372233745.7                -145430.4        
        31.490704                   126997                579208.820195              7906.797861               376577327.0                -108494.4        
        32.615372                   130491                589963.463225              9263.295860               380506011.3                -221506.4        
        33.740040                   133568                598498.898231              10645.928826              382831092.4                -256574.1        
        34.864708                   135981                603866.065827              11902.282442              382705702.0                -190100.6        
        35.989376                   137446                605109.537503              12769.886675              379691882.1                -271284.3        
        37.114044                   138531                604835.012355              13280.409763              376671005.4                -374489.6        
        38.238712                   138822                601506.943747              13401.028124              372679772.8                -305736.2        
        39.363380                   138660                596012.306789              14149.513103              367742877.2                -384065.9        
        40.488048                   138614                590108.004912              15695.311028              361998309.6                -422091.0        
        41.612716                   137967                580650.581875              16926.949945              353589338.9                -501708.4        
        42.737384                   136672                567850.119370              18289.892205              342673548.1                -614218.4        
        43.862052                   134517                551559.869274              19054.980225              330841077.6                -663859.1        
        44.986720                   131650                532044.605008              20259.042540              316881387.3                -640972.6        
        46.111388                   128239                510011.260315              21124.883717              301506580.4                -653302.5        
        47.236056                   124327                485353.409851              22731.452797              283768589.5                -678519.7        
        48.360724                   119711                457983.508595              23602.771238              264445739.3                -583923.4        
        49.485392                   113827                426534.478449              24409.898888              243236360.0                -509712.3        
        50.610060                   106737                392424.319838              24055.907798              221029144.0                -541231.5        
        51.734728                   98929                 356606.491148              23085.626230              198928666.1                -438432.0        
        52.859396                   90868                 320979.275990              22439.537680              177328117.3                -542378.6        
        53.984064                   82579                 285296.584235              21410.117257              155455639.0                -537958.6        
