           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    752                   1117.382277                20.418819                 1946660.3                   -206.6         
         2.249336                    2251                  3344.907742                17.770306                 5806795.6                   754.5          
         3.374004                    3748                  5568.721020                 5.722488                 9693307.4                  -1203.3         
         4.498672                    5271                  7833.139052                72.246110                 13622577.1                  -899.7         
         5.623340                    6742                  10019.756581               -29.633529                17457091.8                 -1518.0         
         6.748008                    8242                  12247.861016               -77.522224                21411056.6                 -1743.0         
         7.872676                    9799                  14564.068228               180.139877                25397667.1                  -466.2         
         8.997344                   11268                  16746.783781              -115.882945                29066535.9                  1282.4         
        10.122012                   12657                  18814.247295              -118.655972                32665559.9                  -455.2         
        11.246680                   14328                  21298.738311              -218.727814                37057942.6                  2653.7         
        12.371348                   15806                  23499.377963               -28.918609                41042078.8                  667.3          
        13.496016                   17186                  25551.424684               107.764076                44615327.2                 -3880.5         
        14.620684                   18882                  28073.868986               -56.725233                48985845.1                 -4442.7         
        15.745352                   20242                  30098.576973               67.100631                 52572104.7                  -803.1         
        16.870020                   21725                  32304.135090               -17.756827                56355322.2                  1444.8         
        17.994688                   23358                  34735.001611              -543.195086                60746273.5                  2871.9         
        19.119356                   24819                  36910.414462               -38.933672                64711117.8                  4837.3         
        20.244024                   26184                  38942.416578              -296.962160                68205013.2                  226.4          
        21.368692                   27876                  41459.112315               203.066591                72611477.1                  1509.0         
        22.493360                   29351                  43654.661118               130.993904                76267096.2                 -2423.0         
        23.618028                   30741                  45722.530248               -14.876761                79957676.1                 -2997.9         
        24.742696                   32361                  48134.912706               24.341189                 83943084.3                  3368.3         
        25.867364                   33842                  50340.297290               -29.272436                87890341.9                 -7130.5         
        26.992032                   35239                  52421.304123              -165.499045                91525505.9                  -231.0         
        28.116700                   36888                  54877.211721               -40.546969                95710734.8                  869.3          
        29.241368                   38266                  56930.983206               415.088527                99153655.8                 -7962.4         
        30.366036                   39768                  59166.735700               -30.333593               103010323.0                 -3730.4         
        31.490704                   41384                  61575.188405              -323.335478               107439450.8                  3163.1         
        32.615372                   42814                  63702.910908               -72.988770               111300659.3                  -671.6         
        33.740040                   44404                  66067.460050              -298.397622               115625135.5                  6515.9         
        34.864708                   45831                  68196.920604              -159.492928               119518347.0                 -1612.4         
        35.989376                   47407                  70538.662541              -120.884388               123465231.3                 -1391.1         
        37.114044                   48844                  72677.575983               220.076430               127361790.7                  7056.4         
        38.238712                   50455                  75080.315239               412.880590               131401372.8                  4561.2         
        39.363380                   51896                  77225.749261              -117.417429               134951288.2                 12569.1         
        40.488048                   53212                  79184.967975               300.394103               138257647.8                 -2831.5         
        41.612716                   54941                  81767.206683               -64.069571               142682191.2                 -11944.1        
        42.737384                   56392                  83923.021404               308.158352               146377295.9                  -427.3         
        43.862052                   57827                  86060.949858               101.886161               150096634.9                  -52.3          
        44.986720                   59352                  88334.164217              -303.218386               154132390.6                  1699.1         
        46.111388                   60972                  90746.057632              -174.605579               158639843.2                  2934.0         
        47.236056                   62346                  92793.169448              -444.764149               162682075.3                  9222.9         
        48.360724                   63989                  95248.212443              -678.533710               167295807.3                  5850.4         
        49.485392                   65458                  97436.503455               170.994360               171432793.3                  312.3          
        50.610060                   66833                  99490.322495               512.381240               174587868.1                  7795.0         
        51.734728                   68483                 101953.546815               154.199229               178792871.7                 -25825.3        
        52.859396                   69922                 104099.212529              -506.909738               182479542.4                 29041.4         
        53.984064                   71455                 106388.777629              -699.128429               186908817.7                 27368.3         
        55.108732                   72977                 108658.635042              -222.130288               191210013.1                 32182.0         
        56.233400                   74505                 110932.744123              -233.136132               195199893.1                  1485.4         
        57.358068                   75955                 113094.185268               708.398693               198917777.3                 -30987.4        
        58.482736                   77549                 115459.507022               129.853330               202832538.1                 10480.2         
        59.607404                   78862                 117411.343992               317.097371               206451622.0                 -5118.6         
        60.732072                   80472                 119803.313483              -321.467632               210638370.2                 18649.2         
        61.856740                   82092                 122205.347516               223.376611               214841365.5                 -38529.1        
        62.981408                   83470                 124252.401168              -219.494189               218420717.0                 -11188.5        
        64.106076                   84965                 126468.784635                0.188064                222316635.4                 -2474.5         
        65.230744                   86535                 128797.089496               184.458291               226650348.3                 15881.7         
        66.355412                   87932                 130867.316205               -89.388543               229972209.3                 20688.5         
        67.480080                   89376                 133009.522479               468.156980               233522380.2                 16789.0         
        68.604748                   90935                 135326.843095              -229.139215               237295072.3                 -8102.5         
        69.729416                   92553                 137728.043930              -222.133709               241754734.2                 10463.8         
        70.854084                   93980                 139838.390715              -720.003098               245715584.1                 35890.7         
        71.978752                   95333                 141846.195363              -135.984220               249738343.0                 36595.3         
        73.103420                   97033                 144363.017193               190.611412               254156694.1                 -1640.6         
        74.228088                   98459                 146460.429250               379.065761               257548844.3                 -4193.4         
        75.352756                   99924                 148615.094491              -411.692028               261646444.1                 51055.4         
        76.477424                   101597                151065.307162              -182.347355               266240499.0                 76666.0         
        77.602092                   102987                153092.900954              -102.171536               270154901.6                 54072.7         
        78.726760                   104499                155287.738472               212.594587               273726674.6                 75672.0         
        79.851428                   106024                157492.801952               145.534969               277319825.7                 64760.2         
        80.976096                   107251                159239.727421               846.188683               280023667.5                 10444.7         
        82.100764                   108919                161626.744399              1033.125939               283691041.2                 20489.5         
        83.225432                   110286                163583.386983               719.596873               286876360.3                  127.7          
        84.350100                   111362                165073.682953              1028.310441               289133926.3                 -31726.6        
        85.474768                   113133                167566.073973              1522.742421               292913673.2                 -14006.6        
        86.599436                   114413                169316.379128              1512.379903               295372212.1                 -30589.1        
        87.724104                   115568                170851.875532              1238.268252               297857652.1                  1485.9         
        88.848772                   117181                173030.958162              1125.085723               301202374.8                 34832.6         
        89.973440                   118437                174663.037331              1587.451311               303984360.9                 25190.8         
        91.098108                   119729                176278.395973              2334.681850               306084570.2                 28408.4         
        92.222776                   120846                177597.137276              2327.401347               307832967.3                 12567.5         
        93.347444                   122077                179041.003866              2691.055167               309936415.2                  8997.0         
        94.472112                   123327                180435.769343              2586.420058               311565528.7                  7500.9         
        95.596780                   124080                181071.775362              3565.819242               312219607.6                 -5604.9         
        96.721448                   125243                182251.268624              4186.199042               313459927.0                 11663.2         
        97.846116                   126050                182829.414308              5003.285656               312901694.2                 -22845.9        
        98.970784                   126624                183015.080756              5679.991578               312284374.1                 -6185.6         
        100.095452                  127120                183014.273491              6678.194191               310662835.5                 -54139.0        
        101.220120                  127250                182413.030872              7555.153182               307948910.8                -121951.3        
        102.344788                  127809                182263.546441              8370.537914               305960481.4                 -90966.4        
        103.469456                  127733                181150.300769              8967.574855               302360055.8                -109245.4        
        104.594124                  127171                179136.526261              9662.170010               297097120.6                -120545.1        
        105.718792                  127067                177603.232164              10752.024932              292760251.1                -157528.1        
        106.843460                  126507                175172.813609              12731.360579              286864152.8                -229509.4        
        107.968128                  125108                171459.931682              13875.950435              278350998.5                -265374.4        
        109.092796                  124154                168118.458885              15230.272155              270596628.9                -324120.8        
        110.217464                  122081                163271.985401              16308.730792              260828235.4                -327387.9        
        111.342132                  119504                157766.201368              17376.267850              249647724.4                -459769.8        
        112.466800                  116391                151648.184097              19071.118223              237231501.5                -579329.8        
        113.591468                  112647                144984.524798              19662.109981              224357960.4                -679327.6        
        114.716136                  107862                137307.954714              19625.655224              210544748.4                -810629.3        
        115.840804                  102783                129520.007639              19769.674899              197229558.4                -969998.8        
        116.965472                  96965                 121149.789246              19482.777509              183269959.0                -1111755.0       
        118.090140                  91236                 112863.513858              19048.441082              169749086.5                -1235538.6       
        119.214808                  85775                 104834.942884              19293.230680              156357051.5                -1360702.6       
        120.339476                  80188                  96637.242376              19036.440405              142470653.4                -1470939.5       
        121.464144                  74611                  88355.317806              18828.302803              128260623.4                -1577650.7       
        122.588812                  69074                  80190.544997              18350.144344              114535650.6                -1637798.2       
        123.713480                  63629                  72196.430726              18394.616582              101215987.7                -1737714.8       
        124.838148                  57299                  63447.491489              17526.870052               87341115.9                -1736443.2       
        125.962816                  51269                  55272.953000              16832.554298               74313872.1                -1755875.8       
        127.087484                  45337                  47403.399311              15867.132401               61751134.3                -1706973.2       
        128.212152                  39164                  39651.616047              14724.965141               49686902.4                -1620175.5       
        129.336820                  33196                  32409.489513              13076.536815               38927257.3                -1475428.4       
        130.461488                  27523                  25914.167671              11370.123945               29489210.2                -1332898.1       
        131.586156                  21976                  19891.280049              9202.493722                21193895.1                -1114197.7       
        132.710824                  16574                  14453.403009              6981.059610                14552287.1                -892119.7        
        133.835492                  12274                  10305.480349              5198.892954                9735721.6                 -688635.0        
        134.960160                   8488                  6865.655596               3456.508652                6052140.7                 -480002.7        
        136.084828                   5681                  4440.399941               2287.974778                3654605.3                 -318273.4        
        137.209496                   3532                  2668.138003               1354.113756                2051496.1                 -193675.2        
        138.334164                   2150                  1570.481986                764.787092                1159337.3                 -115090.9        
        139.458832                   1242                   885.170121                464.435614                 653787.0                  -75662.6        
        140.583500                   653                    450.954557                218.295436                 322822.4                  -31683.9        
        141.708168                   364                    247.826557                134.750670                 180884.6                  -21375.7        
        142.832836                   200                    131.535211                59.521408                  97991.2                   -8555.4         
        143.957504                   105                    66.549278                 39.682070                  47367.6                   -5858.1         
        145.082172                    51                    30.732849                 24.679508                  16138.5                   -3509.3         
        146.206840                    15                     8.932871                  5.739405                   2647.5                   -1481.0         
        147.331508                    4                      2.152997                 -0.692859                   487.9                     317.6          
        148.456176                    1                      0.505201                 -0.007784                    35.9                     -99.0          
        149.580844                    0                      0.000000                  0.000000                    0.0                       0.0           
        150.705512                    0                      0.000000                  0.000000                    0.0                       0.0           
        151.830180                    0                      0.000000                  0.000000                    0.0                       0.0           
        152.954848                    0                      0.000000                  0.000000                    0.0                       0.0           
        154.079516                    0                      0.000000                  0.000000                    0.0                       0.0           
        155.204184                    0                      0.000000                  0.000000                    0.0                       0.0           
        156.328852                    0                      0.000000                  0.000000                    0.0                       0.0           
        157.453520                    0                      0.000000                  0.000000                    0.0                       0.0           
        158.578188                    0                      0.000000                  0.000000                    0.0                       0.0           
        159.702856                    0                      0.000000                  0.000000                    0.0                       0.0           
        160.827524                    0                      0.000000                  0.000000                    0.0                       0.0           
        161.952192                    0                      0.000000                  0.000000                    0.0                       0.0           
        163.076860                    0                      0.000000                  0.000000                    0.0                       0.0           
