           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124942                    2863                  16122.786649                1.639399                 2531847.2                  -2438.6         
         2.249884                    8566                  48237.949383               132.564060                7542526.9                   4043.2         
         3.374826                   14237                  80167.254566               113.140573                12494367.5                  2560.0         
         4.499768                   19982                 112526.560559               181.816225                17487523.0                 -4654.0         
         5.624710                   25633                 144338.947306               66.860424                 22393542.7                 -3386.8         
         6.749652                   31318                 176330.301759               307.349657                27180920.1                  -173.2         
         7.874594                   36966                 208088.021418               -89.017449                32102332.4                   47.4          
         8.999536                   42641                 239944.298935              -624.438870                37190425.8                  3396.1         
        10.124478                   48552                 273065.461401               295.424206                42464695.3                  7541.6         
        11.249420                   53991                 303450.966092               336.154472                47113532.1                  1934.8         
        12.374362                   59766                 335582.919840               80.995330                 51973347.0                  4254.0         
        13.499304                   65531                 367442.441636              -276.199643                57122664.1                 -4461.7         
        14.624246                   71022                 397383.687441               -71.740748                61864881.5                 -1545.3         
        15.749188                   76809                 428353.963776               852.377601                66608340.8                 -8084.3         
        16.874130                   82323                 456817.207222              1408.923472                70967420.2                 -14092.9        
        17.999072                   87739                 483261.911889              2075.389657                74851222.7                 -11283.2        
        19.124014                   93392                 508862.818979              2353.060176                78969548.6                 -20901.1        
        20.248956                   98589                 529063.904006              3595.252643                82254951.1                 -28687.7        
        21.373898                   103806                545610.067025              5040.058604                85010049.0                 -31635.5        
        22.498840                   108471                554965.255861              7595.364492                86511602.1                 -52720.5        
        23.623782                   112591                557132.179754              10974.294583               86878487.0                 -79548.8        
        24.748724                   115421                548532.452295              14093.443321               85333000.9                -125441.8        
        25.873666                   116690                529745.941266              17774.708609               81982400.7                -186905.6        
        26.998608                   116363                501666.679169              22222.090788               76426977.5                -263336.4        
        28.123550                   112896                461076.312585              26132.831192               68394793.5                -330476.2        
        29.248492                   106330                410319.250548              29023.918551               58547208.1                -401624.3        
        30.373434                   96030                 349787.562911              29552.215097               47203126.1                -429345.9        
        31.498376                   83260                 285721.557920              27926.957571               35829227.6                -429223.1        
        32.623318                   67648                 219043.115108              23292.199667               25160704.2                -371580.1        
        33.748260                   51776                 158423.055015              16893.479691               16752235.5                -291271.7        
        34.873202                   37817                 109176.671802              11883.691292               10579680.2                -253009.2        
        35.998144                   26405                  71615.097635              7956.341358                6272338.3                 -193788.1        
        37.123086                   17905                  45206.206869              5021.890741                3387187.9                 -161567.8        
        38.248028                   11493                  26570.545317              2754.578508                1559171.1                 -101252.9        
        39.372970                    7018                  14545.694405              1078.214259                 600599.1                  -41858.4        
        40.497912                    4241                  7716.818957                294.997773                 212034.9                  -7581.7         
        41.622854                    2564                  3959.324562                 8.098906                  70060.0                   -4156.2         
        42.747796                    1506                  1987.445386                -74.175925                 29270.5                    2014.2         
        43.872738                    980                   1114.719824                -46.266941                 18283.6                    2581.9         
        44.997680                    562                    540.531370                -6.870498                   8619.8                    -499.3         
        46.122622                    335                    271.967439                -27.096689                  5019.4                    1097.7         
        47.247564                    193                    141.345230                -14.999801                  3321.7                    106.6          
        48.372506                    109                    72.454388                 -4.084705                   1643.7                    176.5          
        49.497448                     59                    36.760310                  0.705644                   916.6                      99.9          
        50.622390                     25                    14.597628                  5.099754                   296.6                     -334.3         
        51.747332                     6                      3.527982                  0.912273                   183.2                     -154.0         
        52.872274                     5                      2.993027                  0.618330                    94.3                     -15.7          
        53.997216                     0                      0.000000                  0.000000                    0.0                       0.0           
        55.122158                     0                      0.000000                  0.000000                    0.0                       0.0           
        56.247100                     0                      0.000000                  0.000000                    0.0                       0.0           
        57.372042                     0                      0.000000                  0.000000                    0.0                       0.0           
        58.496984                     0                      0.000000                  0.000000                    0.0                       0.0           
        59.621926                     0                      0.000000                  0.000000                    0.0                       0.0           
        60.746868                     0                      0.000000                  0.000000                    0.0                       0.0           
        61.871810                     0                      0.000000                  0.000000                    0.0                       0.0           
        62.996752                     0                      0.000000                  0.000000                    0.0                       0.0           
        64.121694                     0                      0.000000                  0.000000                    0.0                       0.0           
        65.246636                     0                      0.000000                  0.000000                    0.0                       0.0           
        66.371578                     0                      0.000000                  0.000000                    0.0                       0.0           
        67.496520                     0                      0.000000                  0.000000                    0.0                       0.0           
        68.621462                     0                      0.000000                  0.000000                    0.0                       0.0           
        69.746404                     0                      0.000000                  0.000000                    0.0                       0.0           
        70.871346                     0                      0.000000                  0.000000                    0.0                       0.0           
        71.996288                     0                      0.000000                  0.000000                    0.0                       0.0           
        73.121230                     0                      0.000000                  0.000000                    0.0                       0.0           
        74.246172                     0                      0.000000                  0.000000                    0.0                       0.0           
        75.371114                     0                      0.000000                  0.000000                    0.0                       0.0           
        76.496056                     0                      0.000000                  0.000000                    0.0                       0.0           
        77.620998                     0                      0.000000                  0.000000                    0.0                       0.0           
        78.745940                     0                      0.000000                  0.000000                    0.0                       0.0           
        79.870882                     0                      0.000000                  0.000000                    0.0                       0.0           
        80.995824                     0                      0.000000                  0.000000                    0.0                       0.0           
        82.120766                     0                      0.000000                  0.000000                    0.0                       0.0           
        83.245708                     0                      0.000000                  0.000000                    0.0                       0.0           
        84.370650                     0                      0.000000                  0.000000                    0.0                       0.0           
        85.495592                     0                      0.000000                  0.000000                    0.0                       0.0           
        86.620534                     0                      0.000000                  0.000000                    0.0                       0.0           
        87.745476                     0                      0.000000                  0.000000                    0.0                       0.0           
        88.870418                     0                      0.000000                  0.000000                    0.0                       0.0           
        89.995360                     0                      0.000000                  0.000000                    0.0                       0.0           
        91.120302                     0                      0.000000                  0.000000                    0.0                       0.0           
        92.245244                     0                      0.000000                  0.000000                    0.0                       0.0           
        93.370186                     0                      0.000000                  0.000000                    0.0                       0.0           
        94.495128                     0                      0.000000                  0.000000                    0.0                       0.0           
        95.620070                     0                      0.000000                  0.000000                    0.0                       0.0           
        96.745012                     0                      0.000000                  0.000000                    0.0                       0.0           
        97.869954                     0                      0.000000                  0.000000                    0.0                       0.0           
        98.994896                     0                      0.000000                  0.000000                    0.0                       0.0           
        100.119838                    0                      0.000000                  0.000000                    0.0                       0.0           
        101.244780                    0                      0.000000                  0.000000                    0.0                       0.0           
        102.369722                    0                      0.000000                  0.000000                    0.0                       0.0           
        103.494664                    0                      0.000000                  0.000000                    0.0                       0.0           
        104.619606                    0                      0.000000                  0.000000                    0.0                       0.0           
        105.744548                    0                      0.000000                  0.000000                    0.0                       0.0           
        106.869490                    0                      0.000000                  0.000000                    0.0                       0.0           
        107.994432                    0                      0.000000                  0.000000                    0.0                       0.0           
        109.119374                    0                      0.000000                  0.000000                    0.0                       0.0           
        110.244316                    0                      0.000000                  0.000000                    0.0                       0.0           
        111.369258                    0                      0.000000                  0.000000                    0.0                       0.0           
        112.494200                    0                      0.000000                  0.000000                    0.0                       0.0           
        113.619142                    0                      0.000000                  0.000000                    0.0                       0.0           
