 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      49869        0        49869       131         0         131        131         0         131        131       0.9743     0.9743     0.0000     0.0000      0.52     84.4973     0.0000    84.4973    84.4973     0.0000    84.4973    65449.85 
 57083.00    20771        0        20771      29229        0        29229       1500        0         1500       247       0.8353     0.8353     0.0000     0.0000      0.43     815.1964    0.0000    815.1964  15855.4059   0.0000   15855.4059  65449.85 
114166.00    20771        0        20771      29229        0        29229       1138        0         1138       286       0.8202     0.8202     0.0000     0.0000      0.43     617.1897    0.0000    617.1897  15827.5764   0.0000   15827.5764  65449.85 
171249.00    20199        0        20199      29801        0        29801       2258        0         2258       354       0.8296     0.8296     0.0000     0.0000      0.43    1195.6829    0.0000   1195.6829  16047.6278   0.0000   16047.6278  65449.85 
228332.00    20575        0        20575      29425        0        29425       1820        0         1820       350       0.8181     0.8181     0.0000     0.0000      0.43     979.2370    0.0000    979.2370  15832.4957   0.0000   15832.4957  65449.85 
285415.00    21024        0        21024      28976        0        28976       1573        0         1573       366       0.8288     0.8288     0.0000     0.0000      0.43     842.1302    0.0000    842.1302  15560.0559   0.0000   15560.0559  65449.85 
342498.00    21304        0        21304      28696        0        28696       2109        0         2109       354       0.8353     0.8353     0.0000     0.0000      0.43    1131.2948    0.0000   1131.2948  15430.9128   0.0000   15430.9128  65449.85 
399581.00    22251        0        22251      27749        0        27749       1483        0         1483       385       0.8199     0.8199     0.0000     0.0000      0.43     787.3029    0.0000    787.3029  14890.3652   0.0000   14890.3652  65449.85 
456664.00    21167        0        21167      28833        0        28833       2331        0         2331       394       0.8272     0.8272     0.0000     0.0000      0.43    1228.8723    0.0000   1228.8723  15467.7424   0.0000   15467.7424  65449.85 
513747.00    21281        0        21281      28719        0        28719       2502        0         2502       398       0.8299     0.8299     0.0000     0.0000      0.43    1343.7990    0.0000   1343.7990  15387.9683   0.0000   15387.9683  65449.85 
570830.00    21643        0        21643      28357        0        28357       1787        0         1787       378       0.8265     0.8265     0.0000     0.0000      0.43     957.6106    0.0000    957.6106  15160.3667   0.0000   15160.3667  65449.85 
627913.00    21944        0        21944      28056        0        28056       1994        0         1994       389       0.8216     0.8216     0.0000     0.0000      0.43    1058.0008    0.0000   1058.0008  14960.3735   0.0000   14960.3735  65449.85 
684996.00    21033        0        21033      28967        0        28967       2125        0         2125       396       0.8215     0.8215     0.0000     0.0000      0.43    1127.0005    0.0000   1127.0005  15451.4189   0.0000   15451.4189  65449.85 
742079.00    22661        0        22661      27339        0        27339       2449        0         2449       408       0.8245     0.8245     0.0000     0.0000      0.43    1296.3985    0.0000   1296.3985  14514.7994   0.0000   14514.7994  65449.85 
799162.00    23121        0        23121      26879        0        26879       1991        0         1991       455       0.8302     0.8302     0.0000     0.0000      0.43    1037.6988    0.0000   1037.6988  14221.1906   0.0000   14221.1906  65449.85 
856245.00    22482        0        22482      27518        0        27518       3359        0         3359       491       0.8263     0.8263     0.0000     0.0000      0.43    1772.1833    0.0000   1772.1833  14509.2542   0.0000   14509.2542  65449.85 
913328.00    22119        0        22119      27881        0        27881       1967        0         1967       497       0.8332     0.8332     0.0000     0.0000      0.43    1007.8614    0.0000   1007.8614  14663.5085   0.0000   14663.5085  65449.85 
970411.00    22875        0        22875      27125        0        27125       2352        0         2352       493       0.8186     0.8186     0.0000     0.0000      0.43    1195.8996    0.0000   1195.8996  14233.5436   0.0000   14233.5436  65449.85 
1027494.00   23662        0        23662      26338        0        26338       4126        0         4126       526       0.8178     0.8178     0.0000     0.0000      0.43    2114.4082    0.0000   2114.4082  13763.0257   0.0000   13763.0257  65449.85 
