 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          38         0          38         0        0.8517     0.8517     0.0000     0.0000      0.42     23.4846     0.0000    23.4846     0.0000     0.0000     0.0000    78539.82 
109166.00    46571        0        46571       3429        0         3429       271         0         271        131       0.7787     0.7787     0.0000     0.0000      0.34     131.8616    0.0000    131.8616  1671.4998    0.0000   1671.4998   78539.82 
218332.00    44470        0        44470       5530        0         5530       397         0         397        153       0.7770     0.7770     0.0000     0.0000      0.34     195.9958    0.0000    195.9958  2699.8931    0.0000   2699.8931   78539.82 
327498.00    43777        0        43777       6223        0         6223       275         0         275        141       0.7759     0.7759     0.0000     0.0000      0.34     133.9607    0.0000    133.9607  3039.4250    0.0000   3039.4250   78539.82 
436664.00    43478        0        43478       6522        0         6522       314         0         314        159       0.7901     0.7901     0.0000     0.0000      0.34     154.0061    0.0000    154.0061  3193.3831    0.0000   3193.3831   78539.82 
545830.00    46157        0        46157       3843        0         3843       226         0         226        142       0.7830     0.7830     0.0000     0.0000      0.34     105.8498    0.0000    105.8498  1882.4527    0.0000   1882.4527   78539.82 
654996.00    44684        0        44684       5316        0         5316       335         0         335        156       0.7799     0.7799     0.0000     0.0000      0.34     163.1589    0.0000    163.1589  2596.7564    0.0000   2596.7564   78539.82 
764162.00    44789        0        44789       5211        0         5211       274         0         274        140       0.7855     0.7855     0.0000     0.0000      0.34     131.9176    0.0000    131.9176  2546.4919    0.0000   2546.4919   78539.82 
873328.00    44103        0        44103       5897        0         5897       360         0         360        143       0.7834     0.7834     0.0000     0.0000      0.34     175.2964    0.0000    175.2964  2889.5797    0.0000   2889.5797   78539.82 
982494.00    44868        0        44868       5132        0         5132       273         0         273        150       0.7849     0.7849     0.0000     0.0000      0.34     132.7384    0.0000    132.7384  2503.5400    0.0000   2503.5400   78539.82 
1091660.00   43301        0        43301       6699        0         6699       237         0         237        139       0.7895     0.7895     0.0000     0.0000      0.34     115.3115    0.0000    115.3115  3277.1901    0.0000   3277.1901   78539.82 
