 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          25         0          25         0        1.0025     1.0025     0.0000     0.0000      0.42     17.2721     0.0000    17.2721     0.0000     0.0000     0.0000    87266.46 
 46666.00    48532        0        48532       1468        0         1468       172         0         172        122       0.8605     0.8605     0.0000     0.0000      0.35     98.6496     0.0000    98.6496    843.5689    0.0000    843.5689   87266.46 
 93332.00    46796        0        46796       3204        0         3204       223         0         223        133       0.8369     0.8369     0.0000     0.0000      0.35     127.3838    0.0000    127.3838  1822.4721    0.0000   1822.4721   87266.46 
139998.00    44942        0        44942       5058        0         5058       327         0         327        136       0.8501     0.8501     0.0000     0.0000      0.35     184.7871    0.0000    184.7871  2871.5703    0.0000   2871.5703   87266.46 
186664.00    45961        0        45961       4039        0         4039       326         0         326        144       0.8692     0.8692     0.0000     0.0000      0.35     184.3999    0.0000    184.3999  2293.3697    0.0000   2293.3697   87266.46 
233330.00    45623        0        45623       4377        0         4377       279         0         279        141       0.8546     0.8546     0.0000     0.0000      0.35     155.4490    0.0000    155.4490  2477.0364    0.0000   2477.0364   87266.46 
279996.00    44321        0        44321       5679        0         5679       443         0         443        153       0.8567     0.8567     0.0000     0.0000      0.35     250.7499    0.0000    250.7499  3214.8505    0.0000   3214.8505   87266.46 
326662.00    45345        0        45345       4655        0         4655       288         0         288        150       0.8411     0.8411     0.0000     0.0000      0.35     162.1043    0.0000    162.1043  2626.9894    0.0000   2626.9894   87266.46 
373328.00    44478        0        44478       5522        0         5522       305         0         305        145       0.8502     0.8502     0.0000     0.0000      0.35     171.7672    0.0000    171.7672  3131.1224    0.0000   3131.1224   87266.46 
419994.00    45467        0        45467       4533        0         4533       272         0         272        146       0.8467     0.8467     0.0000     0.0000      0.35     152.5235    0.0000    152.5235  2561.5077    0.0000   2561.5077   87266.46 
466660.00    44559        0        44559       5441        0         5441       263         0         263        147       0.8474     0.8474     0.0000     0.0000      0.35     149.2571    0.0000    149.2571  3081.0276    0.0000   3081.0276   87266.46 
513326.00    44788        0        44788       5212        0         5212       241         0         241        137       0.8466     0.8466     0.0000     0.0000      0.35     134.4070    0.0000    134.4070  2946.6406    0.0000   2946.6406   87266.46 
559992.00    45328        0        45328       4672        0         4672       261         0         261        146       0.8490     0.8490     0.0000     0.0000      0.35     145.1263    0.0000    145.1263  2645.4767    0.0000   2645.4767   87266.46 
606658.00    44594        0        44594       5406        0         5406       341         0         341        154       0.8466     0.8466     0.0000     0.0000      0.35     192.9626    0.0000    192.9626  3057.9087    0.0000   3057.9087   87266.46 
653324.00    45657        0        45657       4343        0         4343       219         0         219        144       0.8452     0.8452     0.0000     0.0000      0.35     126.3182    0.0000    126.3182  2463.4945    0.0000   2463.4945   87266.46 
699990.00    45417        0        45417       4583        0         4583       211         0         211        138       0.8560     0.8560     0.0000     0.0000      0.35     119.0033    0.0000    119.0033  2601.6599    0.0000   2601.6599   87266.46 
746656.00    46530        0        46530       3470        0         3470       190         0         190        133       0.8652     0.8652     0.0000     0.0000      0.35     110.3553    0.0000    110.3553  1972.3375    0.0000   1972.3375   87266.46 
793322.00    46333        0        46333       3667        0         3667       178         0         178        130       0.8509     0.8509     0.0000     0.0000      0.35     101.5061    0.0000    101.5061  2078.4247    0.0000   2078.4247   87266.46 
839988.00    46348        0        46348       3652        0         3652       284         0         284        146       0.8465     0.8465     0.0000     0.0000      0.35     160.3341    0.0000    160.3341  2069.5465    0.0000   2069.5465   87266.46 
886654.00    45068        0        45068       4932        0         4932       281         0         281        140       0.8597     0.8597     0.0000     0.0000      0.35     154.4666    0.0000    154.4666  2789.1925    0.0000   2789.1925   87266.46 
933320.00    45075        0        45075       4925        0         4925       258         0         258        149       0.8523     0.8523     0.0000     0.0000      0.35     145.6183    0.0000    145.6183  2789.8347    0.0000   2789.8347   87266.46 
979986.00    44751        0        44751       5249        0         5249       365         0         365        169       0.8561     0.8561     0.0000     0.0000      0.35     202.7624    0.0000    202.7624  2962.3237    0.0000   2962.3237   87266.46 
1026652.00   44629        0        44629       5371        0         5371       430         0         430        157       0.8531     0.8531     0.0000     0.0000      0.35     237.1113    0.0000    237.1113  3028.7258    0.0000   3028.7258   87266.46 
1073318.00   44800        0        44800       5200        0         5200       483         0         483        157       0.8480     0.8480     0.0000     0.0000      0.35     266.6237    0.0000    266.6237  2941.0172    0.0000   2941.0172   87266.46 
