 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          70         0          70         0        0.9312     0.9312     0.0000     0.0000      0.55     47.9907     0.0000    47.9907     0.0000     0.0000     0.0000    65449.85 
 36250.00    17459        0        17459      32541        0        32541       2212        0         2212       304       0.8714     0.8714     0.0000     0.0000      0.47    1303.4728    0.0000   1303.4728  19261.2844   0.0000   19261.2844  65449.85 
 72500.00    16441        0        16441      33559        0        33559       1172        0         1172       368       0.8696     0.8696     0.0000     0.0000      0.47     689.5255    0.0000    689.5255  19769.3260   0.0000   19769.3260  65449.85 
108750.00    17000        0        17000      33000        0        33000       3682        0         3682       434       0.8752     0.8752     0.0000     0.0000      0.46    2156.4347    0.0000   2156.4347  19378.5974   0.0000   19378.5974  65449.85 
145000.00    16621        0        16621      33379        0        33379       3352        0         3352       505       0.8678     0.8678     0.0000     0.0000      0.46    1973.8930    0.0000   1973.8930  19588.8921   0.0000   19588.8921  65449.85 
181250.00    16660        0        16660      33340        0        33340       4543        0         4543       565       0.8680     0.8680     0.0000     0.0000      0.46    2646.8766    0.0000   2646.8766  19490.6828   0.0000   19490.6828  65449.85 
217500.00    16883        0        16883      33117        0        33117       3350        0         3350       501       0.8610     0.8610     0.0000     0.0000      0.46    1946.3925    0.0000   1946.3925  19340.8860   0.0000   19340.8860  65449.85 
253750.00    16859        0        16859      33141        0        33141       2829        0         2829       526       0.8635     0.8635     0.0000     0.0000      0.46    1639.4398    0.0000   1639.4398  19334.1114   0.0000   19334.1114  65449.85 
290000.00    16787        0        16787      33213        0        33213       3792        0         3792       691       0.8653     0.8653     0.0000     0.0000      0.46    2199.8640    0.0000   2199.8640  19359.8729   0.0000   19359.8729  65449.85 
326250.00    17387        0        17387      32613        0        32613       4883        0         4883       572       0.8598     0.8598     0.0000     0.0000      0.46    2835.5057    0.0000   2835.5057  19015.3185   0.0000   19015.3185  65449.85 
362500.00    17212        0        17212      32788        0        32788       3972        0         3972       642       0.8573     0.8573     0.0000     0.0000      0.46    2309.9055    0.0000   2309.9055  19086.0565   0.0000   19086.0565  65449.85 
